@relation 'voice-weka.filters.unsupervised.attribute.Remove-V-R6,13,21'

@attribute IQR numeric
@attribute meanfun numeric
@attribute label {male,female}

@data
0.120541,0.128868,male
0.10555,0.130998,male
0.115485,0.134689,male
0.111931,0.124774,male
0.121701,0.13522,male
0.116941,0.127738,male
0.112544,0.130075,male
0.117105,0.126353,male
0.126554,0.127859,male
0.118067,0.129052,male
0.116874,0.138961,male
0.115805,0.141445,male
0.107014,0.149394,male
0.102972,0.124732,male
0.117856,0.136595,male
0.119359,0.123996,male
0.106995,0.138214,male
0.121208,0.133305,male
0.105797,0.136318,male
0.118593,0.14418,male
0.120296,0.135326,male
0.10406,0.132416,male
0.123664,0.132593,male
0.114742,0.136393,male
0.121616,0.136432,male
0.124379,0.126847,male
0.128589,0.130532,male
0.123312,0.13978,male
0.118462,0.137508,male
0.118711,0.134642,male
0.121633,0.133422,male
0.122857,0.129353,male
0.122526,0.120237,male
0.120565,0.130808,male
0.112482,0.141512,male
0.117916,0.12727,male
0.125886,0.122592,male
0.108206,0.136883,male
0.120816,0.143045,male
0.121616,0.13445,male
0.124797,0.12626,male
0.125815,0.13018,male
0.116499,0.120269,male
0.118367,0.128111,male
0.11514,0.137262,male
0.123712,0.13375,male
0.120251,0.130345,male
0.127957,0.127005,male
0.11348,0.13648,male
0.118495,0.127057,male
0.125034,0.121069,male
0.116597,0.127932,male
0.119019,0.13347,male
0.120407,0.135179,male
0.123057,0.12098,male
0.11827,0.125406,male
0.114837,0.134378,male
0.113864,0.135167,male
0.125792,0.126159,male
0.114366,0.13505,male
0.119019,0.138274,male
0.119228,0.132837,male
0.116866,0.135528,male
0.12237,0.134594,male
0.120443,0.121552,male
0.119713,0.123262,male
0.112,0.132001,male
0.121201,0.132247,male
0.123642,0.140195,male
0.126522,0.125847,male
0.124194,0.128287,male
0.123059,0.125374,male
0.120421,0.134514,male
0.123817,0.121186,male
0.12203,0.128464,male
0.119714,0.136018,male
0.114576,0.127213,male
0.11435,0.127224,male
0.112063,0.131092,male
0.111337,0.133067,male
0.109579,0.128063,male
0.105088,0.141806,male
0.117829,0.131363,male
0.085281,0.130231,male
0.10146,0.141236,male
0.106382,0.118432,male
0.07,0.129677,male
0.110369,0.137259,male
0.102614,0.122479,male
0.115658,0.12781,male
0.086458,0.139465,male
0.121245,0.126705,male
0.07913,0.12396,male
0.108182,0.131797,male
0.099097,0.128803,male
0.112692,0.125719,male
0.098422,0.128454,male
0.093333,0.13398,male
0.094046,0.135104,male
0.118914,0.115078,male
0.097355,0.124294,male
0.113077,0.118863,male
0.091967,0.13091,male
0.116882,0.136572,male
0.096822,0.139198,male
0.117216,0.125775,male
0.114904,0.12188,male
0.097391,0.13926,male
0.125816,0.128333,male
0.12267,0.128717,male
0.116148,0.138121,male
0.114934,0.127776,male
0.089505,0.131455,male
0.084921,0.127353,male
0.119817,0.133699,male
0.099132,0.133257,male
0.109696,0.136562,male
0.108447,0.126811,male
0.118169,0.120702,male
0.168567,0.14554,male
0.111935,0.132566,male
0.123057,0.129494,male
0.123735,0.128817,male
0.096883,0.114881,male
0.112836,0.133292,male
0.126952,0.125611,male
0.13337,0.130735,male
0.12381,0.140388,male
0.131436,0.124226,male
0.094535,0.137327,male
0.111931,0.112064,male
0.114165,0.129325,male
0.103536,0.129885,male
0.115103,0.130354,male
0.11749,0.130368,male
0.117054,0.126827,male
0.098378,0.123358,male
0.10186,0.131257,male
0.095362,0.124998,male
0.085416,0.110725,male
0.101897,0.110586,male
0.103353,0.129785,male
0.102,0.119382,male
0.095696,0.119743,male
0.089555,0.114048,male
0.10673,0.147369,male
0.103595,0.117887,male
0.099731,0.128235,male
0.107877,0.121516,male
0.106419,0.115013,male
0.114286,0.13042,male
0.105053,0.122219,male
0.103106,0.123375,male
0.103639,0.119688,male
0.097764,0.128332,male
0.091709,0.120814,male
0.092803,0.118935,male
0.096027,0.130391,male
0.063299,0.105009,male
0.101581,0.123354,male
0.097896,0.11941,male
0.086882,0.124046,male
0.109919,0.134859,male
0.095152,0.101592,male
0.101959,0.12543,male
0.08306,0.132462,male
0.105,0.124957,male
0.106068,0.144497,male
0.090056,0.1276,male
0.100909,0.124655,male
0.103318,0.118327,male
0.108157,0.120504,male
0.106534,0.122806,male
0.111914,0.115271,male
0.104463,0.113327,male
0.11163,0.128854,male
0.098378,0.127378,male
0.096835,0.11134,male
0.110385,0.131299,male
0.111462,0.125784,male
0.096349,0.116748,male
0.112343,0.12341,male
0.100827,0.114621,male
0.099216,0.136461,male
0.096266,0.113783,male
0.106111,0.132513,male
0.090273,0.11814,male
0.087761,0.129196,male
0.100956,0.125425,male
0.092099,0.120987,male
0.104863,0.116731,male
0.101635,0.127359,male
0.096072,0.119143,male
0.103468,0.118442,male
0.101441,0.128262,male
0.101979,0.104187,male
0.126266,0.141785,male
0.114489,0.137924,male
0.100679,0.133601,male
0.105479,0.143739,male
0.107107,0.137973,male
0.084933,0.139569,male
0.108657,0.141775,male
0.094989,0.126991,male
0.117774,0.127706,male
0.113434,0.116426,male
0.112603,0.122735,male
0.111901,0.136295,male
0.098161,0.140785,male
0.104943,0.137417,male
0.107436,0.134617,male
0.102123,0.131586,male
0.114885,0.131917,male
0.106687,0.12786,male
0.112895,0.130041,male
0.110758,0.128423,male
0.103986,0.124409,male
0.106607,0.133266,male
0.106193,0.133431,male
0.118479,0.137702,male
0.102052,0.14046,male
0.102857,0.129766,male
0.09962,0.124853,male
0.111749,0.137182,male
0.116529,0.135821,male
0.089982,0.132473,male
0.096119,0.13084,male
0.105762,0.129154,male
0.117099,0.121469,male
0.095846,0.12062,male
0.108182,0.123841,male
0.09702,0.147241,male
0.09589,0.126176,male
0.113927,0.136536,male
0.088935,0.136503,male
0.106571,0.131037,male
0.093475,0.131665,male
0.113106,0.120476,male
0.090987,0.138551,male
0.07701,0.139093,male
0.091971,0.132507,male
0.089362,0.128936,male
0.111712,0.151059,male
0.095722,0.130911,male
0.108325,0.123878,male
0.114333,0.128059,male
0.122641,0.137599,male
0.078469,0.11859,male
0.107029,0.123511,male
0.113623,0.129251,male
0.11283,0.139463,male
0.101647,0.125659,male
0.116202,0.131737,male
0.118691,0.124717,male
0.109118,0.127336,male
0.114074,0.129514,male
0.097391,0.126047,male
0.10674,0.137366,male
0.090643,0.124491,male
0.089315,0.119456,male
0.095385,0.131851,male
0.087352,0.112781,male
0.08259,0.131686,male
0.078294,0.126011,male
0.076194,0.12188,male
0.083796,0.115525,male
0.09123,0.133119,male
0.08788,0.113289,male
0.088448,0.122969,male
0.083575,0.133268,male
0.080742,0.134565,male
0.08669,0.114192,male
0.095429,0.103198,male
0.077619,0.110995,male
0.084528,0.114208,male
0.074841,0.116802,male
0.08878,0.125811,male
0.096536,0.123097,male
0.1,0.130525,male
0.093641,0.11412,male
0.077878,0.109428,male
0.095776,0.114184,male
0.091216,0.121193,male
0.086184,0.116921,male
0.091577,0.125539,male
0.106689,0.127435,male
0.098307,0.119902,male
0.082477,0.103441,male
0.078963,0.115816,male
0.090873,0.124122,male
0.095842,0.125645,male
0.087901,0.112287,male
0.090588,0.116505,male
0.099124,0.112051,male
0.094424,0.128866,male
0.095853,0.122968,male
0.098689,0.134829,male
0.063453,0.127967,male
0.081358,0.124015,male
0.113566,0.109126,male
0.105,0.108006,male
0.080513,0.09772,male
0.092821,0.128601,male
0.105703,0.107362,male
0.097186,0.101712,male
0.10513,0.13024,male
0.084094,0.118027,male
0.101079,0.104121,male
0.119487,0.119124,male
0.088769,0.101706,male
0.113771,0.125242,male
0.090759,0.113367,male
0.082127,0.106731,male
0.101684,0.108441,male
0.092603,0.119247,male
0.104,0.115336,male
0.112974,0.111842,male
0.120572,0.109588,male
0.147503,0.108312,male
0.08092,0.110204,male
0.061168,0.117417,male
0.093552,0.115121,male
0.078359,0.121578,male
0.068046,0.108129,male
0.086007,0.120219,male
0.096723,0.112812,male
0.08005,0.143267,male
0.088191,0.110123,male
0.089719,0.111646,male
0.105718,0.105274,male
0.102204,0.090544,male
0.105457,0.095153,male
0.098776,0.099664,male
0.106601,0.094275,male
0.10613,0.090384,male
0.113911,0.107772,male
0.120584,0.11805,male
0.118029,0.118986,male
0.14245,0.12751,male
0.125301,0.121963,male
0.121919,0.114909,male
0.137462,0.118052,male
0.17271,0.12416,male
0.125567,0.113728,male
0.123598,0.113916,male
0.113946,0.101674,male
0.112582,0.10213,male
0.146521,0.102024,male
0.116639,0.12113,male
0.150756,0.127333,male
0.151406,0.111191,male
0.112644,0.112336,male
0.112859,0.115006,male
0.165625,0.119256,male
0.120054,0.102114,male
0.115793,0.105504,male
0.12213,0.094948,male
0.145367,0.105169,male
0.158496,0.094481,male
0.107059,0.12004,male
0.134116,0.123835,male
0.140467,0.114209,male
0.123451,0.121279,male
0.122239,0.131708,male
0.120638,0.111916,male
0.140942,0.092487,male
0.119865,0.123073,male
0.163179,0.116837,male
0.126511,0.134451,male
0.159033,0.092156,male
0.111204,0.109726,male
0.12533,0.116061,male
0.162342,0.102513,male
0.147374,0.109024,male
0.132083,0.097155,male
0.121187,0.099902,male
0.125873,0.112286,male
0.11324,0.1016,male
0.112551,0.111679,male
0.109022,0.112151,male
0.109459,0.108966,male
0.107407,0.110848,male
0.105544,0.109261,male
0.103074,0.109973,male
0.104691,0.104968,male
0.101191,0.109296,male
0.10654,0.102549,male
0.10801,0.104884,male
0.109118,0.117607,male
0.107692,0.107572,male
0.108936,0.112267,male
0.112402,0.119264,male
0.106708,0.12005,male
0.110112,0.114636,male
0.112812,0.116793,male
0.107297,0.110097,male
0.106382,0.118877,male
0.109899,0.115595,male
0.109407,0.102244,male
0.109071,0.113818,male
0.11242,0.119749,male
0.108813,0.123802,male
0.113143,0.110186,male
0.113168,0.115373,male
0.126284,0.117003,male
0.125566,0.118619,male
0.112525,0.115769,male
0.110917,0.11406,male
0.113131,0.110657,male
0.112424,0.111983,male
0.110303,0.115959,male
0.109036,0.113705,male
0.110147,0.125441,male
0.107461,0.114618,male
0.107719,0.099983,male
0.106508,0.108385,male
0.104372,0.10873,male
0.105899,0.109522,male
0.109358,0.102886,male
0.109684,0.109564,male
0.110758,0.114064,male
0.109458,0.109134,male
0.109297,0.114819,male
0.105089,0.101935,male
0.103167,0.115567,male
0.104186,0.121602,male
0.111032,0.104192,male
0.117858,0.115603,male
0.111593,0.110352,male
0.108918,0.115299,male
0.162202,0.185042,female
0.050579,0.15959,female
0.051265,0.156465,female
0.075344,0.182629,female
0.059416,0.162043,female
0.058248,0.168343,female
0.113291,0.162259,female
0.063046,0.163077,female
0.052824,0.162897,female
0.047248,0.143819,female
0.044129,0.170613,female
0.042572,0.157393,female
0.059583,0.162553,female
0.055771,0.156678,female
0.0633,0.15458,female
0.049626,0.18661,female
0.169725,0.198199,female
0.122604,0.160708,female
0.163528,0.175173,female
0.169705,0.195872,female
0.165128,0.189172,female
0.163136,0.178265,female
0.181481,0.193687,female
0.109923,0.193369,female
0.167092,0.187219,female
0.149403,0.190429,female
0.13909,0.160506,female
0.150479,0.187319,female
0.129984,0.189002,female
0.161021,0.18955,female
0.186555,0.195894,female
0.050838,0.167177,female
0.048195,0.163877,female
0.046702,0.131372,female
0.140863,0.143875,female
0.044828,0.150005,female
0.043097,0.159363,female
0.067784,0.147165,female
0.0536,0.160405,female
0.054435,0.184561,female
0.042658,0.17816,female
0.036819,0.174259,female
0.040763,0.15018,female
0.051548,0.192564,female
0.092731,0.156697,female
0.088533,0.177713,female
0.067364,0.14817,female
0.041858,0.132917,female
0.035785,0.163254,female
0.046667,0.147149,female
0.050962,0.196979,female
0.061125,0.187842,female
0.041877,0.174592,female
0.064891,0.131905,female
0.052157,0.182574,female
0.070644,0.140512,female
0.05857,0.184876,female
0.051766,0.188307,female
0.05938,0.174938,female
0.100362,0.138084,female
0.04429,0.181775,female
0.050644,0.17134,female
0.065696,0.157452,female
0.073087,0.176214,female
0.160143,0.187887,female
0.140961,0.165833,female
0.152412,0.182847,female
0.120748,0.194808,female
0.171771,0.214127,female
0.145337,0.179867,female
0.161815,0.17842,female
0.152702,0.16384,female
0.167222,0.185548,female
0.173916,0.18271,female
0.154853,0.199269,female
0.171057,0.190846,female
0.133556,0.192754,female
0.170299,0.184,female
0.127113,0.1784,female
0.173638,0.194586,female
0.125746,0.191227,female
0.171343,0.187464,female
0.144142,0.182415,female
0.175695,0.191964,female
0.171881,0.19173,female
0.170099,0.176033,female
0.167867,0.192924,female
0.156139,0.175652,female
0.155121,0.17992,female
0.162288,0.20146,female
0.171255,0.193783,female
0.163236,0.193368,female
0.195527,0.194529,female
0.154851,0.178228,female
0.093882,0.166523,female
0.059029,0.153984,female
0.078596,0.117018,female
0.138239,0.137531,female
0.137067,0.140644,female
0.164619,0.190065,female
0.148263,0.142987,female
0.108423,0.1491,female
0.122901,0.148348,female
0.117709,0.147149,female
0.173781,0.189649,female
0.181459,0.16846,female
0.162527,0.203223,female
0.174299,0.185729,female
0.179638,0.201392,female
0.170829,0.191199,female
0.131695,0.168044,female
0.037318,0.178112,female
0.123986,0.158126,female
0.077796,0.162009,female
0.049688,0.160368,female
0.168,0.135787,female
0.056881,0.164945,female
0.057632,0.155693,female
0.056766,0.165601,female
0.064551,0.158243,female
0.146823,0.142991,female
0.031603,0.167971,female
0.02587,0.196347,female
0.025978,0.216581,female
0.0276,0.213947,female
0.03603,0.196494,female
0.022623,0.204661,female
0.035939,0.215689,female
0.032623,0.225755,female
0.025351,0.209523,female
0.025059,0.229153,female
0.014922,0.196548,female
0.073439,0.134173,female
0.052034,0.118444,female
0.093271,0.135429,female
0.062262,0.138678,female
0.037479,0.091912,female
0.048424,0.09266,female
0.042256,0.142132,female
0.030222,0.097645,female
0.046427,0.092691,female
0.06932,0.125416,female
0.153725,0.171961,female
0.165513,0.181477,female
0.127503,0.163012,female
0.079299,0.190072,female
0.132908,0.19881,female
0.109033,0.193539,female
0.023126,0.172201,female
0.040033,0.13532,female
0.042381,0.143391,female
0.036018,0.14182,female
0.157128,0.148854,female
0.029474,0.163047,female
0.048414,0.161967,female
0.034096,0.145136,female
0.033356,0.156325,female
0.035364,0.170847,female
0.039414,0.169722,female
0.033143,0.163618,female
0.03643,0.170741,female
0.029175,0.178872,female
0.029075,0.164002,female
0.022462,0.169975,female
0.021048,0.159755,female
0.034167,0.15902,female
0.026963,0.157736,female
0.027772,0.171749,female
0.023684,0.172607,female
0.029662,0.167403,female
0.030131,0.178054,female
0.033649,0.174887,female
0.021047,0.172216,female
0.030583,0.165879,female
0.105502,0.161951,female
0.030833,0.169357,female
0.032941,0.164493,female
0.040584,0.162001,female
0.033448,0.159146,female
0.028817,0.164477,female
0.035345,0.16377,female
0.024603,0.152717,female
0.039483,0.171083,female
0.026486,0.145491,female
0.128281,0.159179,female
0.027933,0.155664,female
0.016585,0.150385,female
0.040299,0.171535,female
0.035686,0.159961,female
0.031517,0.17522,female
0.026771,0.174571,female
0.022581,0.162366,female
0.024571,0.178143,female
0.030427,0.17623,female
0.030783,0.172804,female
0.037263,0.176297,female
0.022382,0.166264,female
0.038621,0.168026,female
0.019254,0.174703,female
0.024176,0.169018,female
0.048276,0.172247,female
0.025455,0.168509,female
0.029486,0.170298,female
0.027467,0.164484,female
0.034332,0.163658,female
0.033704,0.170231,female
0.028373,0.17467,female
0.026655,0.17505,female
0.032016,0.164707,female
0.033326,0.152423,female
0.03709,0.166865,female
0.030299,0.174929,female
0.025007,0.166718,female
0.029258,0.1737,female
0.023032,0.167675,female
0.027906,0.168612,female
0.020955,0.168936,female
0.024889,0.156155,female
0.038182,0.149157,female
0.028385,0.158578,female
0.024338,0.153981,female
0.02292,0.164342,female
0.025568,0.16396,female
0.048729,0.172368,female
0.029655,0.154692,female
0.02169,0.168737,female
0.030347,0.179154,female
0.046376,0.169441,female
0.040952,0.172424,female
0.034262,0.179046,female
0.017567,0.168579,female
0.035464,0.179598,female
0.024381,0.174194,female
0.036277,0.166094,female
0.027786,0.16966,female
0.021175,0.167377,female
0.043077,0.156718,female
0.039206,0.170985,female
0.022355,0.172206,female
0.034529,0.167055,female
0.023364,0.162627,female
0.031346,0.156944,female
0.034693,0.176315,female
0.020225,0.163617,female
0.025215,0.164132,female
0.034045,0.160317,female
0.041921,0.16661,female
0.024912,0.170652,female
0.030233,0.163305,female
0.024915,0.174009,female
0.031518,0.167259,female
0.033093,0.167117,female
0.032153,0.169212,female
0.039872,0.157304,female
0.033785,0.169568,female
0.027248,0.158211,female
0.040247,0.177042,female
0.019226,0.164371,female
0.035799,0.174824,female
0.0544,0.161213,female
0.055808,0.171696,female
0.062588,0.146154,female
0.037685,0.143441,female
0.0696,0.158002,female
0.069045,0.154557,female
0.085512,0.148659,female
0.06212,0.138612,female
0.052356,0.168338,female
0.061067,0.164235,female
0.044458,0.152477,female
0.04183,0.164624,female
0.051046,0.189045,female
0.050736,0.17241,female
0.045904,0.169674,female
0.048668,0.177271,female
0.036146,0.173162,female
0.063112,0.167895,female
0.042828,0.149217,female
0.067065,0.179878,female
0.170738,0.207905,female
0.128467,0.206479,female
0.166493,0.212683,female
0.174542,0.174179,female
0.164235,0.184906,female
0.133358,0.189945,female
0.149608,0.190461,female
0.175129,0.197429,female
0.11097,0.181829,female
0.167149,0.183926,female
0.04977,0.151901,female
0.058388,0.158337,female
0.068716,0.13933,female
0.05622,0.157803,female
0.061677,0.146007,female
0.061869,0.148864,female
0.051312,0.158042,female
0.061931,0.153609,female
0.048986,0.165352,female
0.043473,0.150268,female
0.070572,0.162183,female
0.072775,0.149574,female
0.074453,0.145,female
0.102782,0.144806,female
0.047838,0.150029,female
0.056968,0.166,female
0.106108,0.168726,female
0.051721,0.157403,female
0.044356,0.145934,female
0.140881,0.141424,female
0.053132,0.139459,female
0.069725,0.157151,female
0.073291,0.171505,female
0.063181,0.184095,female
0.058693,0.166532,female
0.065482,0.181607,female
0.06184,0.180687,female
0.066818,0.182011,female
0.044665,0.17123,female
0.058583,0.144652,female
0.058702,0.174866,female
0.039383,0.135378,female
0.082588,0.156399,female
0.056185,0.181574,female
0.092552,0.153757,female
0.093879,0.179175,female
0.076403,0.15797,female
0.042637,0.144966,female
0.113724,0.124927,female
0.109344,0.153543,female
0.104794,0.138373,female
0.161824,0.161328,female
0.124902,0.160137,female
0.136088,0.159181,female
0.128656,0.143862,female
0.141437,0.150548,female
0.119458,0.148914,female
0.115922,0.155145,female
0.239746,0.201656,female
0.231953,0.172888,female
0.240995,0.152977,female
0.245965,0.187657,female
0.2453,0.182116,female
0.240673,0.188858,female
0.236307,0.175442,female
0.248192,0.182943,female
0.252225,0.19548,female
0.24877,0.184696,female
0.073709,0.149335,female
0.10475,0.145062,female
0.059603,0.137827,female
0.078412,0.156444,female
0.094761,0.147814,female
0.098519,0.187905,female
0.092088,0.170038,female
0.162637,0.188951,female
0.040547,0.161053,female
0.091659,0.147771,female
0.036618,0.190332,female
0.044678,0.186654,female
0.045752,0.159956,female
0.029874,0.183362,female
0.031022,0.182781,female
0.043483,0.17806,female
0.070851,0.169677,female
0.02951,0.188897,female
0.045858,0.182308,female
0.036238,0.186066,female
0.03937,0.184609,female
0.038662,0.193159,female
0.04044,0.179518,female
0.031437,0.163315,female
0.038687,0.190959,female
0.033969,0.159933,female
0.047319,0.174615,female
0.042859,0.18876,female
0.036513,0.181905,female
0.172462,0.181397,female
0.154729,0.171066,female
0.139448,0.176765,female
0.16927,0.166991,female
0.065129,0.130828,female
0.054593,0.132557,female
0.069307,0.116659,female
0.059645,0.15622,female
0.05016,0.191215,female
0.055563,0.151116,female
0.05564,0.173334,female
0.050631,0.177575,female
0.053514,0.161654,female
0.033749,0.167447,female
0.137437,0.162193,female
0.174029,0.199232,female
0.178147,0.201336,female
0.162808,0.192894,female
0.04629,0.166291,female
0.038019,0.190942,female
0.026968,0.16911,female
0.030998,0.191984,female
0.045362,0.164764,female
0.047538,0.167732,female
0.050736,0.164629,female
0.04292,0.178801,female
0.029062,0.194794,female
0.049074,0.164786,female
0.051082,0.172934,female
0.066891,0.189631,female
0.076376,0.159394,female
0.066043,0.17749,female
0.058912,0.16159,female
0.050864,0.160545,female
0.059725,0.18718,female
0.061173,0.168963,female
0.060921,0.19804,female
0.138551,0.196777,female
0.063266,0.186323,female
0.099325,0.186003,female
0.08201,0.181134,female
0.053598,0.185592,female
0.175044,0.19022,female
0.189385,0.185114,female
0.059602,0.196081,female
0.179684,0.200745,female
0.122587,0.170784,female
0.185085,0.173711,female
0.162649,0.167797,female
0.16927,0.1804,female
0.099342,0.16865,female
0.162227,0.187248,female
0.167199,0.198798,female
0.165598,0.184593,female
0.159194,0.178167,female
0.178255,0.158697,female
0.059775,0.173258,female
0.061731,0.180511,female
0.036421,0.172464,female
0.124741,0.186196,female
0.087232,0.165827,female
0.03817,0.175463,female
0.06554,0.144046,female
0.05608,0.159235,female
0.047422,0.175264,female
0.053935,0.172243,female
0.201725,0.119931,female
0.19927,0.169795,female
0.190381,0.165838,female
0.214391,0.155282,female
0.188748,0.172258,female
0.037398,0.164007,female
0.03352,0.141099,female
0.033975,0.142343,female
0.04198,0.16401,female
0.027685,0.164405,female
0.039173,0.154663,female
0.049903,0.143612,female
0.038247,0.168951,female
0.040691,0.146992,female
0.041784,0.155,female
0.047495,0.191985,female
0.068954,0.178042,female
0.063556,0.171289,female
0.063277,0.15084,female
0.060104,0.159426,female
0.051491,0.17668,female
0.048204,0.155386,female
0.028739,0.158655,female
0.038551,0.153023,female
0.036751,0.134547,female
0.039002,0.160602,female
0.026205,0.160646,female
0.031213,0.153331,female
0.024696,0.166759,female
0.029474,0.167175,female
0.028904,0.165757,female
0.027132,0.170097,female
0.071851,0.190781,female
0.048229,0.173366,female
0.07831,0.164726,female
0.061255,0.169755,female
0.047245,0.148488,female
0.05085,0.154414,female
0.058052,0.174305,female
0.097562,0.165899,female
0.047734,0.170174,female
0.039247,0.170602,female
0.160199,0.186847,female
0.076072,0.136986,female
0.096544,0.134252,female
0.116385,0.142514,female
0.124387,0.132471,female
0.136636,0.151754,female
0.117783,0.150126,female
0.146776,0.175506,female
0.094572,0.162247,female
0.157046,0.164298,female
0.028824,0.16824,female
0.028582,0.163672,female
0.035118,0.177029,female
0.024193,0.179667,female
0.027532,0.18187,female
0.028172,0.169876,female
0.026918,0.165649,female
0.033763,0.16899,female
0.033131,0.17367,female
0.027461,0.195699,female
0.036493,0.174907,female
0.025358,0.180616,female
0.035,0.182723,female
0.030108,0.174386,female
0.033118,0.182759,female
0.040441,0.174413,female
0.032337,0.17608,female
0.030758,0.183856,female
0.039211,0.174239,female
0.026087,0.175442,female
0.021377,0.175481,female
0.023642,0.171342,female
0.043346,0.170972,female
0.028326,0.161185,female
0.021905,0.164927,female
0.028777,0.161564,female
0.034483,0.16573,female
0.020773,0.177578,female
0.027654,0.182217,female
0.024551,0.184621,female
0.031526,0.171353,female
0.033425,0.176057,female
0.031323,0.169934,female
0.038451,0.18121,female
0.03,0.182079,female
0.028952,0.164172,female
0.031246,0.181687,female
0.028163,0.176682,female
0.033202,0.172328,female
0.026473,0.172721,female
0.029187,0.180919,female
0.044671,0.169862,female
0.027819,0.169109,female
0.039473,0.175791,female
0.02885,0.159957,female
0.042581,0.161404,female
0.027368,0.160462,female
0.026667,0.167326,female
0.026353,0.172151,female
0.034369,0.173093,female
0.030651,0.167783,female
0.02819,0.169442,female
0.027518,0.17189,female
0.033326,0.180799,female
0.024489,0.179635,female
0.029927,0.171801,female
0.026595,0.177539,female
0.025166,0.177221,female
0.022958,0.17329,female
0.028255,0.168761,female
0.02654,0.186825,female
0.023789,0.166571,female
0.034245,0.158412,female
0.035219,0.156771,female
0.032842,0.177472,female
0.025455,0.17003,female
0.040899,0.168759,female
0.024738,0.170553,female
0.027193,0.180671,female
0.03836,0.170938,female
0.030777,0.17279,female
0.025719,0.185434,female
0.03,0.170286,female
0.025204,0.168344,female
0.026636,0.161196,female
0.026545,0.176607,female
0.022449,0.165489,female
0.019353,0.151647,female
0.028565,0.173299,female
0.018634,0.177953,female
0.031012,0.165716,female
0.028333,0.16684,female
0.028463,0.173819,female
0.03015,0.177238,female
0.021994,0.171047,female
0.024514,0.175215,female
0.035873,0.189023,female
0.042527,0.186402,female
0.03485,0.190417,female
0.02831,0.163497,female
0.034511,0.191881,female
0.028323,0.188745,female
0.030069,0.185905,female
0.032711,0.173012,female
0.023947,0.169673,female
0.026531,0.18049,female
0.024889,0.180886,female
0.032262,0.174859,female
0.025484,0.161904,female
0.038914,0.167883,female
0.050945,0.152995,female
0.049875,0.164968,female
0.076719,0.149034,female
0.085303,0.14363,female
0.052684,0.142984,female
0.066041,0.150058,female
0.115119,0.161902,female
0.077738,0.141001,female
0.042038,0.15534,female
0.061185,0.148004,female
0.048868,0.145676,female
0.054027,0.140055,female
0.057164,0.143627,female
0.062272,0.153339,female
0.065045,0.141645,female
0.132234,0.145321,female
0.046129,0.139455,female
0.059239,0.137394,female
0.052393,0.145604,female
0.069005,0.164026,female
0.048901,0.135782,female
0.080351,0.150416,female
0.085155,0.155451,female
0.047684,0.14085,female
0.036556,0.151647,female
0.044333,0.159289,female
0.046369,0.141466,female
0.05455,0.152779,female
0.051014,0.156369,female
0.059187,0.144735,female
0.038459,0.134339,female
0.118462,0.154315,female
0.036289,0.148509,female
0.087221,0.161509,female
0.079506,0.159543,female
0.038247,0.150131,female
0.059155,0.157768,female
0.042609,0.143099,female
0.0555,0.1517,female
0.043644,0.146795,female
0.049592,0.133694,female
0.149565,0.143075,female
0.039443,0.149592,female
0.029152,0.130953,female
0.046605,0.147888,female
0.050561,0.152385,female
0.083465,0.152431,female
0.080228,0.163741,female
0.073794,0.169108,female
0.069086,0.141281,female
0.123922,0.152538,female
0.042241,0.154736,female
0.043434,0.144879,female
0.043141,0.154841,female
0.032523,0.157693,female
0.042142,0.142143,female
0.1064,0.159553,female
0.052724,0.162322,female
0.062841,0.149722,female
0.016587,0.142839,female
0.180258,0.2014,female
0.157855,0.198034,female
0.163764,0.196802,female
0.155057,0.20091,female
0.135062,0.185233,female
0.170938,0.20505,female
0.049487,0.148036,female
0.056607,0.130561,female
0.062641,0.155632,female
0.038054,0.147402,female
0.049422,0.144488,female
0.060443,0.129881,female
0.053846,0.156313,female
0.05584,0.143295,female
0.058583,0.161075,female
0.052157,0.165952,female
0.135863,0.191768,female
0.151859,0.166807,female
0.157096,0.200131,female
0.164635,0.174555,female
0.175542,0.198997,female
0.168583,0.164229,female
0.154498,0.186252,female
0.155575,0.193576,female
0.118738,0.160144,female
0.033807,0.165218,female
0.034286,0.197125,female
0.042043,0.192254,female
0.029927,0.200699,female
0.031537,0.174219,female
0.029697,0.171062,female
0.053462,0.181804,female
0.044752,0.181121,female
0.03245,0.178898,female
0.030518,0.175978,female
0.030714,0.176909,female
0.043338,0.187587,female
0.030427,0.172325,female
0.050425,0.188669,female
0.038776,0.196619,female
0.05494,0.173614,female
0.040808,0.198825,female
0.043539,0.184217,female
0.039375,0.187419,female
0.058065,0.165079,female
0.038901,0.185299,female
0.029431,0.182606,female
0.047537,0.183227,female
0.034533,0.173435,female
0.034715,0.181026,female
0.050728,0.193562,female
0.050077,0.168964,female
0.048739,0.179508,female
0.033229,0.191292,female
0.036948,0.189002,female
0.036627,0.190573,female
0.038993,0.187479,female
0.039091,0.174326,female
0.058318,0.173048,female
0.052235,0.183936,female
0.05045,0.161557,female
0.042225,0.184825,female
0.044333,0.183481,female
0.050564,0.153024,female
0.043963,0.181608,female
0.045417,0.179655,female
0.029867,0.175637,female
0.040196,0.194431,female
0.036193,0.154483,female
0.039945,0.182146,female
0.058925,0.179014,female
0.051825,0.179715,female
0.059898,0.185199,female
0.052308,0.174002,female
0.037512,0.188925,female
0.051538,0.174687,female
0.049512,0.189972,female
