@relation 'voice_norm-weka.filters.unsupervised.attribute.Remove-V-R13,6,4,9,2,10-11,21'

@attribute meanfun numeric
@attribute IQR numeric
@attribute Q25 numeric
@attribute sp.ent numeric
@attribute sd numeric
@attribute sfm numeric
@attribute mode numeric
@attribute label {male,female}

@data
0.228298,0.390277,0.408683,0.684617,0.459649,0.505453,0.375732,male
0.283785,0.358134,0.383978,0.687931,0.470203,0.515266,0.331918,male
0.243437,0.367412,0.406794,0.645915,0.422218,0.466317,0.335743,male
0.25546,0.355661,0.390558,0.632837,0.438496,0.478857,0.343227,male
0.268596,0.375881,0.397976,0.635921,0.457933,0.478598,0.325949,male
0.245061,0.351426,0.382984,0.632218,0.452594,0.463666,0.334527,male
0.309163,0.365338,0.411969,0.644545,0.402591,0.471987,0.379045,male
0.188947,0.342494,0.385658,0.705705,0.455086,0.533561,0.336626,male
0.24229,0.354889,0.398387,0.579483,0.409806,0.458588,0.354032,male
0.209489,0.366937,0.381855,0.647625,0.483208,0.458363,0.331086,male
0.248639,0.383249,0.408462,0.684966,0.430104,0.486934,0.366107,male
0.211732,0.351474,0.381163,0.628257,0.463896,0.444752,0.334304,male
0.201951,0.350894,0.383305,0.656487,0.441426,0.47865,0.333333,male
0.282769,0.345827,0.44699,0.765238,0.402112,0.484089,0.363104,male
0.296333,0.37365,0.454655,0.804372,0.418452,0.55566,0.606586,male
0.255586,0.396782,0.496774,0.839948,0.442628,0.545043,0.349533,male
0.255177,0.380266,0.419472,0.87404,0.482834,0.796535,0.700935,male
0.202916,0.398149,0.448604,0.810798,0.4415,0.571342,0.637228,male
0.218577,0.370046,0.404528,0.82574,0.455419,0.652173,0.334584,male
0.215198,0.376876,0.433719,0.718823,0.409407,0.477308,0.332357,male
0.215647,0.432481,0.438664,0.900279,0.552822,0.868032,0.406639,male
0.216006,0.391518,0.435626,0.843434,0.446506,0.657642,0.628267,male
0.221924,0.352796,0.444088,0.865391,0.429067,0.707947,0.342754,male
0.206385,0.352366,0.402462,0.772336,0.429367,0.541076,0.332347,male
0.217814,0.399202,0.44192,0.698275,0.430339,0.497089,0.39084,male
0.255018,0.386872,0.436415,0.813813,0.439061,0.61088,0.691589,male
0.214187,0.392721,0.463374,0.816289,0.431723,0.546494,0.337406,male
0.255756,0.357518,0.463663,0.801325,0.420476,0.520772,0.325959,male
0.285801,0.350966,0.408431,0.810906,0.417297,0.620699,0.346791,male
0.193144,0.354039,0.447884,0.829569,0.421296,0.6115,0.70872,male
0.179497,0.36517,0.401559,0.800208,0.453037,0.708865,0.348485,male
0.285026,0.36439,0.43646,0.812918,0.421622,0.586187,0.358065,male
0.22454,0.372867,0.43065,0.692583,0.407739,0.469918,0.739454,male
0.229313,0.375023,0.44031,0.808294,0.411929,0.586153,0.76194,male
0.188776,0.354351,0.44338,0.733608,0.396489,0.499026,0.693878,male
0.220886,0.365264,0.446861,0.82918,0.402378,0.550453,0.34439,male
0.20979,0.363967,0.407299,0.825033,0.436961,0.680043,0.350582,male
0.243713,0.363273,0.423786,0.824594,0.424111,0.62473,0.341238,male
0.193747,0.373967,0.425237,0.832003,0.441646,0.610476,0.319196,male
0.233445,0.365514,0.431818,0.767405,0.399247,0.492255,0.642128,male
0.209211,0.348415,0.444502,0.820794,0.404035,0.544616,0.325769,male
0.219947,0.365917,0.456137,0.839303,0.41369,0.556364,0.61047,male
0.178705,0.366603,0.429218,0.785362,0.432394,0.606474,0.66358,male
0.302769,0.359354,0.455921,0.861202,0.428764,0.618892,0.741563,male
0.254422,0.384648,0.415884,0.882741,0.463026,0.77617,0.328685,male
0.22315,0.395338,0.462599,0.849612,0.443188,0.581908,0.391547,male
0.210772,0.379233,0.451896,0.831767,0.433594,0.571025,0.656306,male
0.269358,0.346823,0.460281,0.856011,0.43021,0.643672,0.321918,male
0.27978,0.375128,0.439057,0.818607,0.420882,0.617348,0.367578,male
0.220114,0.379206,0.443227,0.770937,0.41209,0.469776,0.344411,male
0.221513,0.367154,0.468658,0.786567,0.409473,0.546547,0.762032,male
0.2807,0.39616,0.408951,0.858063,0.516046,0.796058,0.746212,male
0.230865,0.395608,0.472118,0.753144,0.411848,0.440716,0.672442,male
0.225029,0.382812,0.427555,0.801463,0.430444,0.58872,0.753239,male
0.217168,0.356247,0.439837,0.794168,0.40063,0.505334,0.666667,male
0.221271,0.34388,0.40465,0.751532,0.411135,0.483825,0.696906,male
0.259675,0.359574,0.446762,0.819281,0.413716,0.53125,0.663016,male
0.245046,0.363093,0.430461,0.69653,0.398803,0.475821,0.718799,male
0.24003,0.358758,0.414607,0.692905,0.42151,0.425848,0.691888,male
0.259504,0.373947,0.451453,0.81994,0.429424,0.52998,0.695896,male
0.191648,0.389092,0.448644,0.768622,0.410604,0.502429,0.777419,male
0.233109,0.35578,0.433885,0.782046,0.413194,0.540168,0.687047,male
0.291867,0.370239,0.416395,0.788076,0.416303,0.551778,0.693416,male
0.31205,0.385684,0.453198,0.806008,0.415335,0.56526,0.829365,male
0.265753,0.405548,0.429699,0.822128,0.493942,0.758863,0.753369,male
0.235031,0.375517,0.455219,0.82211,0.423962,0.53044,0.607278,male
0.280666,0.396221,0.446149,0.823088,0.449101,0.666725,0.769311,male
0.28005,0.400639,0.478446,0.76491,0.425052,0.532642,0.805211,male
0.195278,0.368884,0.4512,0.743741,0.420128,0.401783,0.749596,male
0.293471,0.34879,0.466724,0.762895,0.408558,0.458744,0.365503,male
0.20487,0.367919,0.417498,0.768638,0.409748,0.466515,0.641429,male
0.270971,0.349661,0.443225,0.752368,0.388879,0.424515,0.692308,male
0.196959,0.431439,0.4429,0.842711,0.499223,0.712003,0.359447,male
0.236303,0.367078,0.424675,0.726229,0.392449,0.460887,0.734231,male
0.260622,0.340298,0.419294,0.703244,0.409316,0.527878,0.659159,male
0.27763,0.38068,0.475366,0.841954,0.441494,0.57984,0.346843,male
0.285484,0.376264,0.438664,0.694887,0.409834,0.570258,0.377593,male
0.231439,0.357458,0.416916,0.837943,0.431726,0.67007,0.665857,male
0.242191,0.386167,0.448479,0.773069,0.409909,0.508668,0.660674,male
0.29022,0.365962,0.472969,0.749827,0.407408,0.49305,0.754171,male
0.233237,0.351438,0.448839,0.834923,0.408492,0.593859,0.359627,male
0.211817,0.362319,0.459353,0.80557,0.417277,0.531711,0.33463,male
0.197262,0.358118,0.416395,0.767126,0.416519,0.53592,0.337449,male
0.250525,0.364733,0.434375,0.817865,0.429174,0.647671,0.316384,male
0.289754,0.415741,0.377683,0.894334,0.515112,0.848662,0.317073,male
0.285665,0.395005,0.453057,0.825752,0.442762,0.64735,0.732143,male
0.153768,0.344606,0.380376,0.669602,0.42815,0.517992,0.301435,male
0.22186,0.416294,0.470476,0.791492,0.466124,0.625664,0.416043,male
0.297793,0.380541,0.470762,0.748484,0.410296,0.511903,0.764509,male
0.274641,0.386314,0.462636,0.791073,0.427964,0.558778,0.696365,male
0.224255,0.387665,0.44434,0.856496,0.468934,0.738013,0.335984,male
0.207326,0.34006,0.401596,0.742946,0.412408,0.531444,0.340639,male
0.210281,0.379198,0.434735,0.68654,0.407884,0.457036,0.37386,male
0.169787,0.34142,0.426608,0.775442,0.422004,0.570303,0.642978,male
0.217473,0.39359,0.483852,0.771346,0.41844,0.504327,0.432911,male
0.262885,0.35683,0.421025,0.733638,0.40965,0.497428,0.663746,male
0.301379,0.382289,0.461099,0.824441,0.430808,0.625845,0.722762,male
0.42133,0.23992,0.573272,0.737625,0.365315,0.44437,0.666165,male
0.415828,0.327237,0.605575,0.757345,0.44372,0.480687,0.986196,male
0.442249,0.286314,0.517851,0.753508,0.414439,0.51657,0.697318,male
0.330638,0.390469,0.52582,0.797395,0.431326,0.451346,0.647472,male
0.270644,0.383491,0.449505,0.800024,0.474854,0.658068,0.644068,male
0.307178,0.259337,0.547635,0.721017,0.375411,0.478194,0.651085,male
0.483217,0.369457,0.439419,0.711995,0.451291,0.585915,0.741935,male
0.374396,0.344121,0.47771,0.864178,0.482263,0.743764,0.689708,male
0.448797,0.364599,0.504274,0.665608,0.393268,0.438371,0.798165,male
0.359826,0.290116,0.537444,0.728576,0.373444,0.421484,0.729532,male
0.295722,0.368824,0.516995,0.751183,0.400853,0.378687,0.680187,male
0.386174,0.273968,0.533924,0.709446,0.379756,0.491112,0.708882,male
0.371657,0.443006,0.501524,0.7577,0.467958,0.562641,0.691517,male
0.406755,0.403415,0.53891,0.791093,0.439552,0.494971,0.65096,male
0.321812,0.320332,0.506445,0.771101,0.385077,0.480967,0.706195,male
0.438082,0.34663,0.559219,0.823378,0.435791,0.584358,0.73913,male
0.363681,0.223872,0.5856,0.718205,0.40022,0.487949,0.732773,male
0.374704,0.343234,0.529725,0.822509,0.423293,0.583413,0.655,male
0.369298,0.265054,0.571991,0.712234,0.395764,0.440205,0.745572,male
0.349448,0.302529,0.600913,0.753992,0.407459,0.505411,0.82153,male
0.299655,0.340547,0.442757,0.62564,0.395381,0.422644,0.72,male
0.348418,0.306054,0.493262,0.741959,0.397527,0.510069,0.633499,male
0.397471,0.416309,0.446985,0.749228,0.482029,0.543252,0.321608,male
0.368295,0.356177,0.471874,0.830762,0.45472,0.61824,0.699854,male
0.309353,0.311345,0.604852,0.738451,0.431093,0.45711,0.643072,male
0.359862,0.396565,0.431555,0.803848,0.476779,0.698219,0.696028,male
0.382947,0.403844,0.492594,0.817089,0.456106,0.640351,0.694943,male
0.332533,0.284243,0.52536,0.699326,0.409887,0.458746,0.686703,male
0.337816,0.36969,0.468698,0.737065,0.407112,0.410899,0.711842,male
0.319643,0.418627,0.463043,0.745048,0.486824,0.588584,0.648707,male
0.308587,0.292658,0.513064,0.56953,0.410653,0.358614,0.733871,male
0.380581,0.379328,0.476939,0.764101,0.424981,0.516988,0.710049,male
0.428681,0.225593,0.558708,0.677988,0.404926,0.446021,0.714783,male
0.364579,0.377772,0.425183,0.744152,0.477715,0.611474,0.340171,male
0.389934,0.408454,0.398978,0.807888,0.550127,0.751605,0.671024,male
0.310851,0.308063,0.482135,0.68631,0.378382,0.390548,0.719436,male
0.41795,0.371195,0.44608,0.86994,0.494998,0.78144,0.689537,male
0.342656,0.3575,0.440351,0.703428,0.437129,0.575336,0.697279,male
0.313428,0.313398,0.530875,0.786599,0.439213,0.578598,0.994253,male
0.338482,0.395504,0.447451,0.635362,0.429808,0.389651,0.601604,male
0.34632,0.366974,0.492535,0.756396,0.39521,0.41426,0.782245,male
0.348529,0.364234,0.475848,0.820299,0.428506,0.618204,0.625213,male
0.357838,0.357204,0.463444,0.721875,0.394821,0.470895,0.68306,male
0.322928,0.366974,0.473555,0.628901,0.365175,0.32254,0.678392,male
0.322489,0.384465,0.39152,0.691621,0.527532,0.609549,0.673179,male
0.343103,0.400258,0.48601,0.771284,0.415136,0.491022,0.841322,male
0.412185,0.370455,0.425912,0.745792,0.456003,0.614343,0.696918,male
0.316397,0.331453,0.438881,0.732569,0.44182,0.599183,0.666667,male
0.381349,0.202177,0.536281,0.667653,0.38508,0.470961,0.643892,male
0.504787,0.382454,0.514102,0.813516,0.428589,0.550867,0.673469,male
0.399668,0.335412,0.471945,0.745778,0.421837,0.571932,0.71371,male
0.381427,0.352733,0.466067,0.646511,0.412143,0.472853,0.671593,male
0.40575,0.276816,0.540973,0.660095,0.442149,0.495469,0.622609,male
0.38744,0.41251,0.454718,0.881705,0.493876,0.741597,0.619217,male
0.312559,0.326182,0.537088,0.807473,0.422673,0.576143,0.733221,male
0.282453,0.321941,0.479351,0.662603,0.374008,0.411605,0.705882,male
0.361142,0.34555,0.487162,0.751728,0.404889,0.542235,0.673504,male
0.495264,0.2986,0.503882,0.647718,0.404304,0.523011,0.698444,male
0.36854,0.385192,0.445483,0.809906,0.489543,0.696536,0.720301,male
0.292435,0.278865,0.511415,0.66959,0.438184,0.503106,0.646957,male
0.378536,0.444399,0.533017,0.826592,0.559089,0.686226,0.990044,male
0.174768,0.334258,0.418577,0.810041,0.418552,0.61701,0.667857,male
0.250681,0.416326,0.396196,0.92223,0.542198,0.866489,0.333905,male
0.422742,0.444645,0.537278,0.602983,0.431152,0.351999,0.905882,male
0.515406,0.378963,0.530034,0.773175,0.490828,0.633207,0.82389,male
0.428726,0.464533,0.52875,0.797186,0.573624,0.654284,0.969743,male
0.490277,0.414427,0.504115,0.755526,0.47528,0.599486,0.843705,male
0.420744,0.410367,0.56919,0.627429,0.426404,0.390015,0.903481,male
0.400493,0.419707,0.549031,0.647008,0.445606,0.397108,0.844415,male
0.434232,0.435196,0.527641,0.605385,0.456037,0.39651,0.909794,male
0.421599,0.405145,0.545029,0.593107,0.42301,0.337602,0.874092,male
0.387468,0.389521,0.551787,0.658912,0.412225,0.355903,0.841463,male
0.402163,0.414645,0.577532,0.66966,0.455451,0.468729,0.919737,male
0.418484,0.419217,0.515533,0.687797,0.490611,0.519146,0.829545,male
0.354385,0.431095,0.483867,0.811786,0.542753,0.692022,0.447761,male
0.434517,0.42731,0.510587,0.76708,0.497825,0.619801,0.448819,male
0.401401,0.398646,0.557706,0.629228,0.416137,0.41563,0.885932,male
0.393201,0.387225,0.551504,0.671332,0.406403,0.334144,0.877013,male
0.378021,0.409675,0.554858,0.73112,0.468653,0.51932,0.834688,male
0.388828,0.402854,0.534131,0.665476,0.418244,0.413702,0.425505,male
0.433696,0.435029,0.52878,0.656093,0.428244,0.366955,0.4625,male
0.385305,0.384095,0.550416,0.696457,0.414202,0.402173,0.502681,male
0.500798,0.466979,0.542513,0.716635,0.492668,0.540145,0.938859,male
0.499789,0.431949,0.552222,0.652839,0.449425,0.433989,0.901575,male
0.482912,0.418496,0.558304,0.689886,0.501823,0.528118,0.501289,male
0.3993,0.342157,0.57043,0.762818,0.457724,0.572299,0.570698,male
0.455527,0.39887,0.566415,0.639817,0.440407,0.382972,0.513591,male
0.359545,0.409123,0.581313,0.547388,0.411689,0.25743,0.892791,male
0.401782,0.439679,0.527241,0.715754,0.513544,0.554394,0.902362,male
0.380003,0.436416,0.533406,0.722565,0.490216,0.539798,0.470046,male
0.46747,0.396462,0.567519,0.657916,0.419943,0.416899,0.510135,male
0.499112,0.450499,0.547803,0.608332,0.460457,0.384593,0.948244,male
0.410382,0.372687,0.593931,0.64931,0.365394,0.344171,0.525,male
0.543039,0.463423,0.522168,0.848477,0.577599,0.736839,0.95106,male
0.442548,0.449075,0.544622,0.645647,0.494326,0.467587,0.479871,male
0.375259,0.427187,0.557149,0.671785,0.451176,0.423993,0.973466,male
0.477972,0.429629,0.561671,0.666273,0.442669,0.415796,0.951389,male
0.426458,0.404472,0.569146,0.679691,0.421033,0.423468,0.45,male
0.430909,0.448988,0.507755,0.766906,0.556214,0.621065,0.875,male
0.38273,0.446917,0.551876,0.622799,0.422455,0.289692,0.927302,male
0.465109,0.422446,0.56407,0.647593,0.43479,0.376896,0.876694,male
0.436448,0.334521,0.578883,0.721038,0.41681,0.517468,0.603516,male
0.421873,0.482986,0.506078,0.776806,0.621184,0.638426,0.884058,male
0.420892,0.405749,0.550293,0.653673,0.405564,0.347685,0.908108,male
0.460408,0.395795,0.547467,0.601134,0.407211,0.347426,0.870056,male
0.442469,0.430351,0.538528,0.582431,0.452198,0.37089,0.8125,male
0.417367,0.393757,0.556526,0.658873,0.415334,0.42095,0.878205,male
0.438905,0.421126,0.51832,0.855236,0.550626,0.747387,0.87874,male
0.467652,0.416824,0.553745,0.58102,0.454968,0.36378,0.856683,male
0.389108,0.340034,0.60784,0.679468,0.397534,0.427157,0.858612,male
0.420515,0.421919,0.546819,0.641318,0.430935,0.399532,0.842932,male
0.375659,0.432672,0.516623,0.697226,0.455808,0.499614,0.450245,male
0.431042,0.430466,0.526035,0.662583,0.455545,0.450615,0.877342,male
0.445168,0.410325,0.559239,0.662798,0.430182,0.382357,0.478933,male
0.429675,0.406997,0.550293,0.604518,0.415682,0.294423,0.903021,male
0.486588,0.445992,0.549868,0.73863,0.537834,0.594733,0.907986,male
0.458135,0.384196,0.566432,0.730424,0.428242,0.479097,0.839416,male
0.435053,0.393268,0.546371,0.666839,0.385874,0.350195,0.865741,male
0.489085,0.369101,0.57216,0.74921,0.427799,0.534042,0.869421,male
0.472058,0.401283,0.535682,0.683579,0.406813,0.427317,0.452465,male
0.464783,0.442271,0.517489,0.729323,0.521414,0.570241,0.427397,male
0.408496,0.38531,0.568842,0.626023,0.404981,0.367543,0.889524,male
0.411334,0.430846,0.540537,0.578407,0.43956,0.318386,0.856637,male
0.408765,0.481366,0.556202,0.488862,0.469072,0.271567,0.989627,male
0.360626,0.387757,0.525506,0.606515,0.407436,0.354515,0.833031,male
0.327999,0.426105,0.49491,0.57585,0.433585,0.393191,0.422222,male
0.390674,0.443933,0.511203,0.650081,0.448241,0.398489,0.89404,male
0.330408,0.427502,0.502462,0.482893,0.418956,0.276589,0.419505,male
0.343307,0.437039,0.510377,0.574735,0.428856,0.270197,0.451258,male
0.398227,0.470592,0.53538,0.580156,0.481352,0.328861,0.487004,male
0.318836,0.46462,0.53424,0.558415,0.44715,0.319974,0.923875,male
0.330925,0.394314,0.553378,0.652261,0.414947,0.35373,0.865108,male
0.350245,0.44558,0.525416,0.531439,0.448093,0.289425,0.892449,male
0.390694,0.414264,0.534805,0.646242,0.430692,0.31497,0.83196,male
0.32153,0.42549,0.551274,0.597166,0.441895,0.321595,0.836425,male
0.340576,0.427626,0.515504,0.58489,0.442333,0.323701,0.835034,male
0.392542,0.446996,0.547198,0.606821,0.446829,0.343721,0.915162,male
0.417454,0.435614,0.549738,0.570839,0.430541,0.244858,0.822076,male
0.397561,0.416126,0.555075,0.618304,0.437953,0.3079,1,male
0.343685,0.437834,0.547646,0.564364,0.448582,0.274587,0.873199,male
0.377584,0.439761,0.523266,0.589684,0.425188,0.296237,0.868327,male
0.376596,0.413478,0.543614,0.603889,0.419281,0.292071,0.855823,male
0.400747,0.456994,0.515463,0.53527,0.463081,0.237309,0.438573,male
0.374656,0.420599,0.557844,0.624621,0.424312,0.283189,0.495108,male
0.40417,0.419741,0.520771,0.599926,0.427365,0.350021,0.413669,male
0.408107,0.415007,0.527434,0.665545,0.440979,0.420517,0.41844,male
0.408084,0.433413,0.539174,0.551617,0.436874,0.28354,0.864097,male
0.338955,0.455563,0.553134,0.626312,0.466029,0.330307,0.976415,male
0.358084,0.464155,0.535553,0.59589,0.468903,0.36415,0.453831,male
0.397054,0.422578,0.527001,0.577001,0.423792,0.32485,0.87477,male
0.355592,0.410307,0.52191,0.567688,0.447293,0.328839,0.410904,male
0.408818,0.445006,0.507207,0.628844,0.463476,0.344329,0.423025,male
0.325667,0.429482,0.493191,0.632702,0.436875,0.38853,0.43609,male
0.409792,0.42742,0.518242,0.618199,0.426636,0.328994,0.855305,male
0.370857,0.393029,0.539318,0.644957,0.414732,0.350427,0.8272,male
0.347303,0.435516,0.555743,0.61056,0.43633,0.275346,0.959381,male
0.429209,0.448679,0.5284,0.662006,0.454109,0.377578,0.432836,male
0.404418,0.440837,0.544047,0.602395,0.433242,0.290737,0.473364,male
0.374608,0.420599,0.522367,0.63394,0.419107,0.352766,0.870841,male
0.376543,0.45768,0.528992,0.571724,0.457678,0.313822,0.44898,male
0.476891,0.447998,0.530882,0.618332,0.449577,0.352351,0.459677,male
0.416564,0.402177,0.55576,0.625629,0.414789,0.384476,0.496051,male
0.365841,0.403839,0.540115,0.676119,0.430318,0.36757,0.423803,male
0.396454,0.435457,0.518178,0.683652,0.433473,0.368055,0.447489,male
0.344579,0.411301,0.526859,0.535909,0.426159,0.233016,0.804067,male
0.415827,0.478466,0.539457,0.543173,0.461145,0.27666,0.953846,male
0.444337,0.375947,0.544209,0.67146,0.410167,0.364097,0.430213,male
0.40995,0.42222,0.519285,0.657027,0.437453,0.400041,0.418239,male
0.340618,0.429346,0.493768,0.601283,0.430015,0.349164,0.873199,male
0.346014,0.406374,0.511201,0.677702,0.417043,0.403594,0.411012,male
0.414098,0.393357,0.542348,0.699174,0.416733,0.401187,0.840722,male
0.361753,0.446275,0.528359,0.647712,0.441195,0.404788,0.448097,male
0.328417,0.403232,0.502277,0.693259,0.411759,0.43893,0.432024,male
0.438537,0.392365,0.52632,0.682179,0.402893,0.345744,0.456204,male
0.364831,0.387852,0.55556,0.610625,0.411055,0.312199,0.492908,male
0.365028,0.422764,0.520045,0.579693,0.434279,0.273452,0.410839,male
0.352281,0.435934,0.511897,0.656703,0.448353,0.385941,0.434251,male
0.456826,0.428275,0.540209,0.580522,0.438885,0.308809,0.87931,male
0.386871,0.442641,0.526926,0.65871,0.448385,0.407128,0.407631,male
0.401441,0.415718,0.518967,0.65009,0.444838,0.324274,0.426451,male
0.343257,0.441788,0.514292,0.554734,0.430149,0.314703,0.421442,male
0.403414,0.429906,0.544859,0.683008,0.44027,0.367212,0.966197,male
0.416763,0.448009,0.537149,0.55903,0.457031,0.310141,0.503805,male
0.390498,0.383455,0.459542,0.816509,0.449637,0.673713,0.776256,male
0.337217,0.413734,0.500859,0.826309,0.44246,0.57999,0.853968,male
0.360673,0.390159,0.535182,0.801272,0.436402,0.482053,0.699565,male
0.346181,0.398536,0.509093,0.811652,0.431983,0.531566,0.900249,male
0.352577,0.290931,0.544113,0.800554,0.403982,0.537945,0.735964,male
0.388857,0.385505,0.513089,0.865769,0.469403,0.680177,0.904494,male
0.316413,0.372205,0.535319,0.704651,0.398281,0.37307,0.705975,male
0.450614,0.371351,0.536826,0.806751,0.431293,0.532799,0.689405,male
0.374209,0.350176,0.525765,0.76883,0.424055,0.485391,0.709178,male
0.336397,0.35327,0.558611,0.764018,0.396553,0.402333,0.806173,male
0.357117,0.333901,0.530285,0.805909,0.44941,0.622812,0.677057,male
0.342391,0.330965,0.647945,0.713405,0.418838,0.356645,0.900621,male
0.315193,0.269174,0.661274,0.712078,0.389135,0.311184,0.71953,male
0.393823,0.438973,0.551504,0.749034,0.479863,0.531213,0.959004,male
0.346819,0.326711,0.550058,0.776885,0.407314,0.422537,0.781559,male
0.323439,0.357004,0.547175,0.781128,0.444657,0.540974,0.768034,male
0.357527,0.407882,0.501045,0.858996,0.492212,0.676907,0.823303,male
0.410291,0.388491,0.552497,0.810168,0.447948,0.528976,0.985861,male
0.313599,0.258522,0.569202,0.705296,0.379454,0.401411,0.707937,male
0.397723,0.340803,0.556612,0.72113,0.400547,0.448275,0.833333,male
0.339622,0.414244,0.538141,0.764944,0.434708,0.442025,0.708005,male
0.402825,0.464349,0.518137,0.77695,0.538707,0.670672,0.912949,male
0.429051,0.409395,0.518034,0.841428,0.463385,0.661099,0.863868,male
0.324693,0.391125,0.527216,0.807525,0.453227,0.623627,0.859343,male
0.401413,0.320664,0.592064,0.734757,0.370925,0.413765,0.712912,male
0.418028,0.401367,0.585634,0.735089,0.422048,0.408934,0.92803,male
0.375362,0.336509,0.572899,0.787576,0.396936,0.425472,0.701001,male
0.399438,0.549999,0.446688,0.847198,0.70762,0.69789,0.991389,male
0.389226,0.357542,0.592017,0.707112,0.394098,0.309449,0.879953,male
0.352305,0.315498,0.578227,0.781772,0.428502,0.51287,0.739187,male
0.367606,0.415689,0.551912,0.719726,0.416282,0.362352,0.930514,male
0.414108,0.293047,0.589153,0.797213,0.385689,0.482323,0.815403,male
0.301798,0.319343,0.631326,0.620044,0.376432,0.264843,0.804699,male
0.348892,0.374138,0.558887,0.693289,0.393115,0.387239,0.701581,male
0.352147,0.383478,0.559149,0.810867,0.422084,0.471926,0.896011,male
0.408366,0.415425,0.511201,0.760555,0.432991,0.447181,0.714469,male
0.369387,0.276434,0.705417,0.640269,0.389914,0.330544,0.883033,male
0.445121,0.306233,0.633173,0.56325,0.358965,0.236556,0.793578,male
0.416268,0.35562,0.578343,0.646659,0.381758,0.319598,0.866272,male
0.380095,0.419586,0.54195,0.747327,0.426245,0.458697,0.925887,male
0.410182,0.342149,0.588384,0.760931,0.403302,0.479043,0.86511,male
0.438825,0.367154,0.566397,0.766923,0.434485,0.463713,0.839161,male
0.27032,0.370895,0.626216,0.756167,0.417317,0.426792,0.959607,male
0.349397,0.349779,0.600856,0.764344,0.40573,0.409103,0.856667,male
0.432132,0.365221,0.565605,0.789118,0.418761,0.481757,0.973461,male
0.374571,0.344495,0.595569,0.811475,0.414527,0.536245,0.888069,male
0.304719,0.422395,0.541088,0.75599,0.445298,0.528867,0.919298,male
0.408914,0.405884,0.577462,0.773603,0.438158,0.436672,0.986047,male
0.43511,0.33687,0.61249,0.740596,0.367339,0.360537,0.962069,male
0.348673,0.381078,0.569047,0.730592,0.428473,0.420432,0.848117,male
0.448308,0.302955,0.577939,0.768881,0.407283,0.553277,0.786647,male
0.446974,0.253238,0.604,0.755636,0.438897,0.610239,0.57538,male
0.425394,0.39794,0.592517,0.732285,0.426957,0.397881,0.875761,male
0.385674,0.380089,0.610255,0.74148,0.413566,0.372369,0.981576,male
0.486549,0.411017,0.569704,0.734211,0.439345,0.477129,0.93343,male
0.389889,0.369213,0.595177,0.767757,0.423539,0.49085,0.918956,male
0.376671,0.399496,0.602065,0.727619,0.419124,0.373386,0.970297,male
0.399151,0.324343,0.642931,0.684168,0.403627,0.377364,0.89415,male
0.370596,0.321767,0.651982,0.699996,0.390133,0.35151,0.908072,male
0.3024,0.421775,0.508952,0.664953,0.420724,0.441768,0.85875,male
0.409013,0.434273,0.533068,0.742429,0.438242,0.461279,0.920608,male
0.320364,0.330101,0.591932,0.694455,0.388972,0.352698,0.819277,male
0.382406,0.360368,0.540383,0.7051,0.37335,0.374043,0.744863,male
0.432021,0.431675,0.520361,0.661724,0.420614,0.415019,0.880208,male
0.439422,0.365241,0.552729,0.774684,0.402778,0.445627,0.823052,male
0.382203,0.330915,0.523697,0.632206,0.359686,0.37529,0.765753,male
0.332795,0.397632,0.525074,0.688543,0.399168,0.392671,0.732909,male
0.376141,0.393744,0.566386,0.670145,0.395433,0.329635,0.904828,male
0.383952,0.454174,0.533068,0.729433,0.452214,0.440898,0.469595,male
0.375789,0.37279,0.537651,0.700161,0.380613,0.3863,0.824013,male
0.430403,0.355811,0.539035,0.675962,0.388229,0.364742,0.827534,male
0.380778,0.371101,0.556526,0.692954,0.406071,0.412786,0.849359,male
0.355658,0.418282,0.553268,0.735072,0.420442,0.416681,0.906198,male
0.383247,0.409281,0.523608,0.739465,0.423649,0.438039,0.786687,male
0.456381,0.38402,0.557575,0.708504,0.404972,0.354915,0.795276,male
0.357865,0.405994,0.495663,0.728147,0.403526,0.428311,0.433642,male
0.458182,0.368915,0.55256,0.690294,0.414678,0.357165,0.754934,male
0.427162,0.318004,0.578539,0.549239,0.360359,0.282071,0.828767,male
0.398258,0.384521,0.521857,0.731856,0.407698,0.432336,0.839768,male
0.433084,0.365791,0.54669,0.728346,0.380319,0.410257,0.777424,male
0.41397,0.278822,0.587799,0.781032,0.384655,0.485136,0.573196,male
0.429947,0.424764,0.545785,0.716191,0.438809,0.434616,0.781341,male
0.377845,0.359154,0.553851,0.522508,0.381681,0.287644,0.738589,male
0.469891,0.405966,0.547205,0.670616,0.416474,0.346626,0.798291,male
0.378074,0.40072,0.527616,0.670466,0.408799,0.327404,0.846939,male
0.362331,0.399003,0.519357,0.660833,0.400244,0.347253,0.912536,male
0.397229,0.387757,0.502885,0.612374,0.399045,0.367869,0.753176,male
0.356939,0.403388,0.541249,0.62964,0.402589,0.272228,0.872897,male
0.374969,0.352733,0.568396,0.737947,0.398508,0.392235,0.81445,male
0.355937,0.405932,0.526534,0.6829,0.402893,0.346599,0.796238,male
0.306983,0.409994,0.564526,0.717365,0.418725,0.40978,0.92,male
0.391106,0.379885,0.487318,0.709545,0.389964,0.425548,0.799406,male
0.360529,0.422164,0.530654,0.689354,0.408364,0.350936,0.8967,male
0.341526,0.344399,0.546928,0.775684,0.409059,0.454916,0.408425,male
