@relation 'voice-weka.filters.unsupervised.attribute.Remove-V-R6,8-11,13-14,16,21'

@attribute IQR numeric
@attribute kurt numeric
@attribute sp.ent numeric
@attribute sfm numeric
@attribute mode numeric
@attribute meanfun numeric
@attribute minfun numeric
@attribute meandom numeric
@attribute label {male,female}

@data
0.10376,14.563481,0.873494,0.279632,0.118256,0.102432,0.020997,0.206414,male
0.117438,5.952213,0.961455,0.701337,0.228705,0.098397,0.020279,0.404903,male
0.120037,4.670177,0.973287,0.783588,0.087532,0.09564,0.017837,0.312872,male
0.10737,9.037923,0.95021,0.661867,0.189401,0.098609,0.016949,0.184896,male
0.114201,4.410253,0.972617,0.7796,0.107322,0.11859,0.033333,0.424716,male
0.147541,4.07557,0.974282,0.776759,0.195884,0.110245,0.038835,0.498935,male
0.124238,5.854601,0.969736,0.755512,0.124702,0.116346,0.021948,0.216406,male
0.163987,4.349925,0.971676,0.768141,0.023064,0.106786,0.039216,0.258185,male
0.126349,4.969102,0.957457,0.704163,0.260249,0.111484,0.027875,0.25625,male
0.113582,8.263244,0.960913,0.705632,0.215141,0.099438,0.019394,0.333079,male
0.110968,4.570516,0.969179,0.753901,0.28,0.11471,0.015889,0.257813,male
0.128201,4.792187,0.965917,0.729219,0.272739,0.103969,0.029144,0.595881,male
0.126526,2.978144,0.970941,0.762334,0.118057,0.120527,0.017429,0.444602,male
0.114662,6.306749,0.963756,0.717781,0.231115,0.123096,0.066116,0.818257,male
0.145478,3.330337,0.965313,0.715838,0.109019,0.111043,0.019394,0.444824,male
0.117403,6.921612,0.954933,0.673122,0.228636,0.10426,0.015795,0.402455,male
0.115969,4.110171,0.95891,0.677622,0.121921,0.110623,0.032258,0.244531,male
0.125622,4.635083,0.96832,0.745048,0.27773,0.112855,0.022567,0.355283,male
0.106834,4.116322,0.949379,0.600748,0.191069,0.114004,0.026534,0.411765,male
0.154241,3.677954,0.981997,0.831347,0.242802,0.09925,0.020592,0.440272,male
0.121871,4.08618,0.956395,0.688634,0.234341,0.095537,0.038186,0.490885,male
0.111008,4.372105,0.96343,0.72172,0.1095,0.093388,0.018692,0.339988,male
0.127321,4.79799,0.963302,0.720682,0.271459,0.109994,0.025316,0.260851,male
0.101728,4.548819,0.961163,0.700491,0.242102,0.119315,0.033755,0.194957,male
0.138265,5.60264,0.967901,0.744773,0.237026,0.100752,0.030361,0.657227,male
0.132957,4.277142,0.974481,0.778517,0.103054,0.107425,0.028725,0.176432,male
0.124686,5.685817,0.967774,0.748328,0.10405,0.107725,0.020806,0.412861,male
0.116969,5.882677,0.968273,0.766288,0.148794,0.108887,0.037915,0.280839,male
0.115895,4.854433,0.969534,0.746184,0.215403,0.10393,0.018583,0.388765,male
0.152575,8.584901,0.966289,0.772289,0.018443,0.120959,0.017204,0.977865,male
0.111762,5.131262,0.951795,0.675391,0.103439,0.093939,0.029358,0.1975,male
0.101065,23.763916,0.891543,0.363008,0,0.10105,0.015702,0.113281,male
0.143275,7.694458,0.976533,0.826099,0.102913,0.124463,0.015936,0.648438,male
0.138168,5.514572,0.9749,0.813088,0.126073,0.103187,0.01658,0.691002,male
0.131114,5.557822,0.941809,0.625043,0.109317,0.122958,0.060606,0.45477,male
0.106087,4.756591,0.946449,0.622826,0.106667,0.104068,0.017429,0.42152,male
0.123483,4.767798,0.960077,0.716882,0.124394,0.111528,0.017857,0.656829,male
0.114191,7.302079,0.933538,0.601207,0.011166,0.178503,0.053872,0.588216,male
0.150218,19.677106,0.931496,0.617675,0.010956,0.160002,0.02108,0.698017,male
0.136824,5.551429,0.958994,0.690904,0.011561,0.169234,0.019827,0.721467,male
0.130505,9.180173,0.956468,0.731009,0.01359,0.161466,0.016529,0.776278,male
0.138043,9.498963,0.937677,0.609028,0.198526,0.168194,0.017241,1.289509,male
0.083224,11.632255,0.940401,0.664616,0.190468,0.160876,0.027073,0.971154,male
0.055106,11.990365,0.920936,0.553174,0.209255,0.177866,0.027165,1.133854,male
0.126082,8.811947,0.946048,0.66067,0.199402,0.169236,0.016807,1.620739,male
0.084208,8.840242,0.953125,0.71483,0.200915,0.179051,0.016701,0.80193,male
0.092141,8.258878,0.93201,0.594163,0.185134,0.17777,0.01837,1.411458,male
0.116222,32.230435,0.951547,0.675556,0,0.124298,0.016145,0.104256,male
0.121182,9.046711,0.930487,0.593444,0.232755,0.104608,0.01658,0.250269,male
0.134568,16.976744,0.959707,0.748813,0.007243,0.104386,0.017563,0.289641,male
0.155784,6.630722,0.961655,0.729774,0,0.110159,0.022099,0.438101,male
0.119428,8.022513,0.958059,0.708361,0,0.120496,0.024615,0.350883,male
0.111525,4.876851,0.950714,0.65743,0,0.10374,0.015656,0.195313,male
0.110636,25.416675,0.949564,0.667946,0,0.111994,0.02,0.380859,male
0.16766,3.996088,0.958253,0.715289,0,0.114494,0.023392,0.21582,male
0.115572,5.665453,0.952031,0.671322,0,0.113307,0.024806,0.297619,male
0.121013,4.40235,0.95753,0.678299,0,0.124322,0.021362,0.500651,male
0.091554,14.41917,0.930031,0.598873,0.100587,0.071739,0.01592,0.151727,male
0.109975,14.253903,0.930959,0.556836,0.110446,0.101183,0.017719,0.481771,male
0.100472,19.342885,0.919335,0.552073,0.09807,0.0957,0.016162,0.578125,male
0.114506,5.879802,0.949193,0.631026,0.108241,0.101876,0.016701,0.427284,male
0.071489,9.942257,0.89182,0.213013,0.193803,0.115972,0.030593,0.558919,male
0.097367,6.249511,0.918021,0.249337,0.122686,0.125268,0.024316,0.897656,male
0.083452,7.293812,0.909151,0.213391,0.135776,0.120801,0.016649,0.650506,male
0.089589,4.508011,0.91716,0.205177,0.125677,0.114119,0.016563,0.519314,male
0.090615,4.474584,0.915824,0.23436,0.120065,0.115067,0.019753,0.944196,male
0.08821,5.8292,0.917414,0.229564,0.198994,0.117233,0.017937,0.688519,male
0.099155,16.45823,0.887308,0.389775,0.094498,0.099671,0.040486,0.596977,male
0.105712,13.483005,0.893313,0.424896,0.089992,0.097133,0.03876,0.511068,male
0.100266,13.698311,0.885277,0.398488,0.093917,0.095382,0.040816,0.560192,male
0.099642,19.764387,0.883207,0.41603,0.093485,0.102147,0.06993,0.46689,male
0.098384,10.966038,0.908597,0.42165,0.09474,0.099036,0.04878,0.609422,male
0.105727,17.55257,0.912332,0.489013,0.103858,0.11041,0.019531,0.830503,male
0.098034,15.618431,0.897885,0.418336,0.0949,0.094895,0.050505,0.313895,male
0.10526,10.240152,0.915975,0.438488,0.094872,0.10036,0.089286,0.572917,male
0.099654,12.155037,0.867335,0.315548,0.098847,0.100271,0.039841,0.480143,male
0.098721,13.60814,0.888509,0.377501,0.09195,0.098263,0.042735,0.425914,male
0.098034,30.069113,0.856594,0.358091,0.09781,0.096564,0.020619,0.30506,male
0.101047,15.731252,0.885868,0.401103,0.101277,0.097339,0.023641,0.34389,male
0.099896,12.175473,0.891983,0.4032,0.098031,0.109456,0.073529,0.400879,male
0.10311,12.004652,0.90296,0.424031,0.098598,0.109356,0.036232,0.561988,male
0.097967,23.958663,0.885942,0.412893,0.095361,0.09949,0.022321,0.543768,male
0.106125,8.673052,0.906638,0.418999,0.105178,0.102148,0.038911,0.470947,male
0.098227,30.524519,0.888959,0.416014,0.093471,0.096316,0.040323,0.469416,male
0.100208,19.95136,0.896026,0.445363,0.099583,0.105999,0.089286,0.520601,male
0.100645,12.643661,0.888124,0.39098,0.10043,0.096178,0.034602,0.438787,male
0.097213,19.216623,0.892878,0.409349,0.090139,0.092268,0.046512,0.313895,male
0.100598,17.916364,0.898706,0.420846,0.095344,0.097985,0.024331,0.420736,male
0.108084,16.203435,0.89777,0.411582,0.087487,0.079302,0.011161,0.337339,male
0.101798,16.782048,0.892002,0.422901,0.099828,0.096415,0.04902,0.389071,male
0.100962,11.406721,0.900475,0.4084,0.100064,0.095803,0.028249,0.432478,male
0.100255,17.988527,0.893061,0.424736,0.096479,0.094728,0.024631,0.348378,male
0.113245,6.801192,0.903632,0.394809,0.091796,0.093961,0.01368,0.367839,male
0.098589,18.188101,0.883183,0.391122,0.093964,0.095125,0.039526,0.364435,male
0.110606,8.90353,0.910273,0.421144,0.106191,0.095149,0.050761,0.270415,male
0.096662,18.602452,0.889844,0.411598,0.094265,0.090786,0.037175,0.463018,male
0.101511,18.183405,0.892389,0.42659,0.101511,0.09849,0.045872,0.525484,male
0.102177,24.698425,0.881434,0.395987,0.10437,0.103781,0.04902,0.576869,male
0.102074,13.683355,0.895739,0.409561,0.091304,0.095919,0.02079,0.422119,male
0.101593,10.295662,0.909933,0.447821,0.095398,0.099987,0.053763,0.404,male
0.103123,11.245249,0.905954,0.439216,0.09429,0.100917,0.017036,0.557528,male
0.098732,16.818157,0.888853,0.396658,0.097845,0.10182,0.090909,0.403942,male
0.106992,11.121851,0.903949,0.434983,0.093561,0.091687,0.020619,0.46503,male
0.097632,18.652713,0.893303,0.407681,0.094971,0.095423,0.056497,0.519064,male
0.101405,15.621175,0.909153,0.44845,0.100324,0.103799,0.035461,0.65807,male
0.099154,14.487293,0.898198,0.419743,0.100193,0.102645,0.035971,0.562411,male
0.107314,17.423865,0.905249,0.444301,0.105205,0.097132,0.046948,0.439453,male
0.099674,18.917873,0.906056,0.452212,0.092937,0.107234,0.084746,0.68975,male
0.10188,17.387016,0.895831,0.412756,0.094008,0.099888,0.012121,0.434338,male
0.099087,17.250325,0.892649,0.422863,0.096104,0.102077,0.08547,0.520601,male
0.103892,17.559087,0.8934,0.422655,0.091266,0.104469,0.045662,0.471635,male
0.09808,23.211201,0.892498,0.410619,0.093668,0.100184,0.088496,0.449856,male
0.101387,12.195532,0.895498,0.417326,0.106133,0.111855,0.075188,0.593145,male
0.095957,17.010058,0.910381,0.466958,0.094255,0.089967,0.021552,0.322931,male
0.098903,21.665387,0.879665,0.406526,0.099129,0.099679,0.091743,0.421782,male
0.101767,15.630528,0.896248,0.406344,0.092704,0.093707,0.020877,0.414632,male
0.105643,9.940006,0.905334,0.429374,0.10251,0.100835,0.040816,0.373651,male
0.098092,19.468018,0.891534,0.395373,0.093605,0.094116,0.048077,0.33373,male
0.097954,16.615268,0.898404,0.422697,0.093333,0.092335,0.038911,0.294131,male
0.09675,4.318075,0.924868,0.427081,0.101669,0.107049,0.027211,0.299045,male
0.103362,2.870497,0.934391,0.484771,0.169844,0.109519,0.016377,0.934375,male
0.10886,2.96858,0.943048,0.476213,0.097869,0.1021,0.026534,0.568866,male
0.104935,6.886323,0.951345,0.678931,0.196262,0.102026,0.017602,0.403556,male
0.109185,4.932177,0.935955,0.497412,0.178424,0.09251,0.021419,0.904514,male
0.102506,5.853394,0.939591,0.562567,0.093683,0.095362,0.023529,0.733929,male
0.104129,7.348809,0.913573,0.421615,0.09306,0.094747,0.015671,0.611111,male
0.117344,5.443656,0.95773,0.736562,0.113859,0.094828,0.027211,0.525568,male
0.107609,5.243536,0.943897,0.566975,0.175915,0.094894,0.017448,0.583125,male
0.098406,4.108406,0.94924,0.607524,0.095971,0.095971,0.017021,0.986979,male
0.098304,5.227718,0.926595,0.473016,0.093057,0.093142,0.022989,0.309375,male
0.109435,5.896739,0.908573,0.43756,0.109435,0.095223,0.018735,0.573351,male
0.106505,4.068932,0.936689,0.529282,0.193645,0.101997,0.018433,0.525391,male
0.107895,2.740431,0.937291,0.477383,0.094474,0.094563,0.034707,0.650752,male
0.099528,8.346192,0.93365,0.45665,0.091268,0.102131,0.018868,0.378676,male
0.097971,6.281878,0.935981,0.537197,0.097101,0.107602,0.016113,1.011719,male
0.098701,5.031571,0.940523,0.529781,0.198442,0.090731,0.015764,1.147899,male
0.101347,5.885548,0.933378,0.608264,0.097576,0.088247,0.018519,0.177604,male
0.101161,4.828746,0.936471,0.509378,0.100258,0.10746,0.016719,0.701172,male
0.103176,11.331393,0.907188,0.415658,0.207047,0.096447,0.015779,0.174479,male
0.103688,4.574904,0.935346,0.50935,0.213343,0.097317,0.016736,0.469806,male
0.098776,13.082606,0.917171,0.439121,0.194286,0.089936,0.020126,0.338976,male
0.101369,4.186892,0.940428,0.480574,0.096429,0.095782,0.016032,0.61402,male
0.101061,5.204291,0.939419,0.585031,0.098163,0.093762,0.017641,0.392485,male
0.100896,6.706401,0.939312,0.540446,0.095547,0.099938,0.024653,0.798363,male
0.103438,5.043756,0.941115,0.528957,0.089375,0.090841,0.018286,0.89681,male
0.101429,5.964114,0.925396,0.433663,0.179796,0.098069,0.01608,0.551809,male
0.097365,4.753102,0.938387,0.47587,0.091215,0.093657,0.017505,0.707981,male
0.101524,4.281079,0.942892,0.485339,0.170931,0.095611,0.015842,1.089844,male
0.101687,6.947012,0.929765,0.525731,0.185802,0.088102,0.026891,0.543125,male
0.099964,4.119408,0.948221,0.53574,0.207638,0.110691,0.029412,0.896615,male
0.105976,4.108389,0.953462,0.662516,0.092032,0.101888,0.015748,0.454102,male
0.108517,3.405027,0.9454,0.505929,0.109633,0.096195,0.018141,0.59304,male
0.104689,4.783778,0.941058,0.497156,0.183766,0.093941,0.026981,0.604795,male
0.096986,4.075372,0.946958,0.555714,0.090137,0.104608,0.017241,0.450721,male
0.103713,5.382209,0.937855,0.534496,0.102922,0.106505,0.016913,0.695871,male
0.104683,4.652601,0.926255,0.415544,0.096435,0.095642,0.018846,0.623047,male
0.101818,9.855413,0.930059,0.477426,0.213369,0.095896,0.035874,0.689844,male
0.108712,6.660419,0.947457,0.678546,0.208939,0.106673,0.022284,0.729074,male
0.108581,3.775608,0.921925,0.39212,0.188284,0.097599,0.018801,0.420166,male
0.10554,5.393908,0.933683,0.511419,0.210907,0.096537,0.018605,0.696403,male
0.099226,5.848867,0.931908,0.444206,0.186667,0.095105,0.016377,0.48125,male
0.096287,7.815129,0.921533,0.426868,0.195134,0.095852,0.016754,0.406033,male
0.100017,4.160177,0.938019,0.465095,0.185644,0.102845,0.018349,0.657258,male
0.100853,9.11504,0.908148,0.420416,0.201264,0.100181,0.017448,0.352539,male
0.099823,10.284416,0.907266,0.380135,0.193729,0.099268,0.023634,0.521289,male
0.103433,4.550461,0.93818,0.464072,0.194851,0.102813,0.01898,0.539601,male
0.107032,5.417038,0.925692,0.441864,0.217677,0.090459,0.016113,0.921402,male
0.099115,9.604486,0.928958,0.472284,0.192373,0.098008,0.017957,0.841064,male
0.102551,5.280638,0.930426,0.481643,0.194156,0.108706,0.020177,0.655625,male
0.106222,5.611238,0.934789,0.492509,0.232222,0.112381,0.016129,0.602009,male
0.110943,6.408433,0.938712,0.648565,0.210943,0.103951,0.077295,0.794271,male
0.103806,4.056511,0.938708,0.464443,0.170038,0.098358,0.020806,0.740848,male
0.108727,5.257836,0.938946,0.574297,0.215407,0.106667,0.016736,0.443685,male
0.109777,5.147349,0.924788,0.466217,0.225459,0.106554,0.015984,0.348828,male
0.102229,5.318155,0.919637,0.360737,0.209887,0.09112,0.016343,0.348145,male
0.097454,4.797794,0.924298,0.406652,0.102341,0.108998,0.018433,0.591046,male
0.102,6.579061,0.925696,0.412915,0.1796,0.092866,0.016754,0.301432,male
0.097661,4.670203,0.921736,0.379061,0.193846,0.104901,0.038835,0.687187,male
0.117097,3.787201,0.943721,0.610794,0.100645,0.091426,0.016615,0.759943,male
0.1018,8.017146,0.915376,0.408379,0.205585,0.098589,0.015748,0.867188,male
0.095435,10.323849,0.909782,0.462378,0.184565,0.103017,0.04611,1.125434,male
0.105033,2.876094,0.943537,0.504262,0.097116,0.106114,0.022346,0.738839,male
0.103983,12.069787,0.907749,0.496538,0.105726,0.107544,0.017719,0.169471,male
0.099514,5.436602,0.942561,0.576993,0.18644,0.097704,0.017857,0.888494,male
0.106337,5.634614,0.926774,0.446893,0.184989,0.099661,0.018161,0.478841,male
0.101535,5.511006,0.921118,0.434304,0.211168,0.108406,0.019925,0.816916,male
0.098083,3.556103,0.941826,0.515562,0.100696,0.098031,0.016495,0.433972,male
0.100669,6.020674,0.934683,0.465467,0.093696,0.094131,0.019925,0.911765,male
0.099671,4.997396,0.925328,0.46886,0.094486,0.091481,0.016495,0.286562,male
0.101243,7.896308,0.937675,0.558938,0.088588,0.101179,0.016789,1.00142,male
0.113366,6.327806,0.956283,0.720948,0.08878,0.108321,0.023529,0.621094,male
0.108438,4.267792,0.939594,0.558679,0.205,0.107577,0.015842,0.553711,male
0.096459,16.613274,0.901596,0.454409,0.084402,0.083562,0.017467,0.522949,male
0.113497,4.895979,0.931257,0.541199,0.116492,0.09596,0.01626,0.311523,male
0.105,5.551223,0.920791,0.4495,0.214062,0.109785,0.026846,0.935462,male
0.106372,4.698827,0.931155,0.487285,0.194982,0.10557,0.01837,0.625422,male
0.106693,5.702797,0.947076,0.631759,0.094076,0.096396,0.022727,0.545117,male
0.095379,8.419283,0.919444,0.465252,0.095379,0.093313,0.018412,0.509375,male
0.104681,9.488979,0.905717,0.405275,0.104681,0.093851,0.030888,0.589355,male
0.095702,8.337774,0.927351,0.496574,0.180034,0.086479,0.017877,0.586458,male
0.108101,4.269679,0.926355,0.443394,0.121215,0.095161,0.015717,0.59747,male
0.099365,5.189024,0.917179,0.437833,0.185849,0.103429,0.015952,1.104688,male
0.105415,3.95241,0.939275,0.541345,0.202373,0.110438,0.017798,0.346875,male
0.071579,4.899974,0.918149,0.395065,0.186526,0.132277,0.047013,0.968568,male
0.092331,6.282024,0.922947,0.424339,0.276135,0.131276,0.051064,0.682771,male
0.082605,6.873995,0.922014,0.453263,0.195249,0.136086,0.047572,0.701891,male
0.10736,4.070842,0.932693,0.400688,0.181292,0.115765,0.047198,0.704963,male
0.105701,5.533414,0.933333,0.567318,0.180339,0.104842,0.047572,0.88125,male
0.076194,6.538832,0.914107,0.422329,0.182304,0.111494,0.047105,1.034255,male
0.102366,7.598853,0.911912,0.509159,0.207742,0.143545,0.04913,1.12157,male
0.096344,9.898027,0.948945,0.636394,0.193118,0.123732,0.047384,0.626674,male
0.101211,5.804307,0.900624,0.39023,0.223486,0.137278,0.047013,0.788603,male
0.083509,7.808826,0.915947,0.376618,0.204269,0.121079,0.047666,1.370313,male
0.102215,6.03303,0.921448,0.342121,0.190452,0.109408,0.046921,0.947621,male
0.079671,12.232831,0.911292,0.432742,0.198487,0.125876,0.047013,1.067264,male
0.119846,4.978661,0.923034,0.490398,0.193625,0.123233,0.047431,0.888822,male
0.110436,2.963505,0.93116,0.435852,0.182269,0.129624,0.046967,1.016774,male
0.09069,4.609195,0.926295,0.424564,0.197735,0.114158,0.047105,0.683728,male
0.09694,3.09903,0.939016,0.507903,0.206957,0.135327,0.047666,0.927015,male
0.067765,5.876507,0.913423,0.430192,0.205176,0.121781,0.046967,0.490675,male
0.096133,3.843364,0.938805,0.507142,0.1834,0.123788,0.047151,1.31851,male
0.077552,7.925331,0.91197,0.391708,0.20876,0.122804,0.047761,1.341518,male
0.086459,4.417071,0.922132,0.444268,0.230028,0.11919,0.047337,0.732558,male
0.095495,7.704937,0.890898,0.377553,0.2016,0.110124,0.047198,0.796875,male
0.087297,6.370828,0.919203,0.448023,0.17738,0.119002,0.048096,1.343395,male
0.113501,5.05217,0.920972,0.47477,0.09005,0.127933,0.047013,1.111852,male
0.099209,4.267387,0.940813,0.535215,0.195959,0.122621,0.050686,1.144231,male
0.088554,4.488421,0.91835,0.405334,0.18006,0.11189,0.047244,0.664583,male
0.108808,6.923319,0.934264,0.599683,0.194888,0.121086,0.047105,0.959766,male
0.110538,3.186774,0.937486,0.553038,0.194584,0.125289,0.047059,1.565848,male
0.082113,6.998662,0.908829,0.406653,0.192277,0.11611,0.047105,0.45846,male
0.102421,8.103753,0.918013,0.368086,0.199316,0.117072,0.047856,0.794705,male
0.114052,5.32068,0.919955,0.511311,0.181638,0.113763,0.04829,0.673828,male
0.084113,6.423347,0.877243,0.32594,0.205484,0.11175,0.047291,1.092857,male
0.104712,4.647402,0.924591,0.4536,0.198814,0.124858,0.047384,0.424409,male
0.068174,11.531465,0.903636,0.396396,0.200139,0.133616,0.049332,1.197656,male
0.104342,5.7248,0.919737,0.529761,0.095248,0.121945,0.046967,1.347942,male
0.111634,18.184072,0.935247,0.642715,0.187887,0.126561,0.047478,0.561768,male
0.087774,7.880566,0.905661,0.351681,0.201442,0.112162,0.046921,1.005632,male
0.102779,6.351842,0.950347,0.666764,0.19307,0.131662,0.05058,1.038462,male
0.099524,7.023703,0.909827,0.500631,0.195238,0.117953,0.046921,0.791016,male
0.089042,4.74617,0.930066,0.503261,0.278391,0.112632,0.048,0.742417,male
0.108556,5.012786,0.893264,0.350958,0.168449,0.117193,0.048534,0.640312,male
0.101776,2.699419,0.922717,0.370795,0.219028,0.11862,0.046921,0.981882,male
0.101124,4.396611,0.938267,0.535186,0.17506,0.119022,0.050686,1.027902,male
0.099454,4.089524,0.914316,0.416446,0.191257,0.120717,0.047525,0.829427,male
0.101776,6.83477,0.891691,0.296863,0.18995,0.114361,0.047244,1.104226,male
0.105933,17.818911,0.906954,0.528209,0.18849,0.114281,0.047059,0.577934,male
0.109686,3.67454,0.926339,0.432669,0.23557,0.118034,0.047384,1.815848,male
0.102603,7.555147,0.920136,0.532074,0.195137,0.130612,0.046921,0.798678,male
0.093333,10.285962,0.916918,0.519853,0.186667,0.113172,0.047431,0.711496,male
0.062609,6.626768,0.901121,0.416499,0.18029,0.124998,0.046967,0.577344,male
0.105455,3.535018,0.936616,0.480908,0.188571,0.147472,0.047059,1.606771,male
0.094274,7.761783,0.920133,0.497888,0.199839,0.128333,0.049383,1.261719,male
0.098391,8.141808,0.895977,0.418024,0.188046,0.125012,0.046921,0.862827,male
0.080348,8.555115,0.899282,0.436254,0.17433,0.129441,0.047431,0.920759,male
0.112598,3.103282,0.95321,0.634648,0.173381,0.126107,0.048096,0.813616,male
0.092081,3.387937,0.935146,0.501282,0.205302,0.112473,0.046967,1.072266,male
0.091073,6.255186,0.899892,0.368655,0.197647,0.106992,0.046921,0.443677,male
0.096684,5.045306,0.921581,0.47395,0.188581,0.121319,0.047013,1.55701,male
0.085525,22.103838,0.89627,0.458455,0.195564,0.145738,0.053751,0.867188,male
0.106105,15.249922,0.935738,0.598326,0.201684,0.122666,0.047337,1.456117,male
0.080835,7.862146,0.901593,0.44241,0.181148,0.108809,0.049948,1.032965,male
0.120177,6.275186,0.939798,0.590015,0.277212,0.124486,0.026059,0.924687,male
0.094,4.94475,0.935771,0.534223,0.187,0.087385,0.023952,0.664063,male
0.113505,5.968061,0.963071,0.735318,0.093493,0.101207,0.039409,0.318604,male
0.120235,10.495826,0.885384,0.320608,0.253647,0.132535,0.047478,1.235705,male
0.104625,9.782986,0.9268,0.547279,0.230689,0.149406,0.046921,0.891211,male
0.124962,6.031486,0.932643,0.564269,0.271528,0.133624,0.048144,0.614583,male
0.113054,6.512019,0.922505,0.520098,0.236237,0.144831,0.047761,0.556641,male
0.112089,7.479861,0.891333,0.351252,0.252975,0.132171,0.050052,1.034334,male
0.114309,6.10133,0.896098,0.356969,0.236436,0.128484,0.046967,1.569356,male
0.11799,7.106033,0.885969,0.356487,0.254742,0.134626,0.047291,0.874841,male
0.110847,9.07651,0.882981,0.309004,0.244746,0.132326,0.052863,1.018229,male
0.107134,6.075686,0.898994,0.323756,0.23561,0.126112,0.047384,0.61489,male
0.113105,11.473245,0.90161,0.4147,0.257526,0.128788,0.04918,0.823594,male
0.114192,6.657731,0.906023,0.455339,0.232273,0.131759,0.04888,0.65625,male
0.117015,8.900696,0.936195,0.594687,0.125373,0.120089,0.047809,0.665421,male
0.116115,7.411979,0.925317,0.536473,0.125669,0.134678,0.046967,0.75631,male
0.109303,11.793228,0.891771,0.371899,0.248061,0.128649,0.049896,0.680707,male
0.106589,5.675729,0.902017,0.306216,0.245564,0.127156,0.04918,1.241709,male
0.111924,4.080138,0.916566,0.455479,0.233713,0.124392,0.047952,1.022727,male
0.110303,7.90774,0.900591,0.370345,0.119141,0.12636,0.047244,0.791941,male
0.11795,11.993665,0.898308,0.332664,0.1295,0.134529,0.047809,0.779412,male
0.105845,3.854429,0.908131,0.361052,0.140751,0.125718,0.048193,0.696934,male
0.125543,11.588198,0.913041,0.472265,0.26288,0.146746,0.046921,1.350399,male
0.117218,8.064829,0.897517,0.386698,0.252441,0.146562,0.047384,0.929521,male
0.114021,11.093426,0.906532,0.462571,0.140361,0.14349,0.050955,0.778424,male
0.095877,4.267881,0.924279,0.498184,0.159796,0.128266,0.048193,0.527902,male
0.109356,5.343519,0.894348,0.345574,0.143805,0.138504,0.048485,0.53258,male
0.111793,4.657162,0.871855,0.24438,0.249982,0.121028,0.048048,0.88049,male
0.119055,6.029426,0.912827,0.483751,0.252661,0.128718,0.050104,1.004464,male
0.11828,5.429675,0.914484,0.471986,0.131613,0.124753,0.048048,0.791602,male
0.108784,7.685059,0.898752,0.372922,0.142838,0.140678,0.046921,1.051962,male
0.121627,5.036056,0.886686,0.346882,0.265508,0.146439,0.049434,0.789258,male
0.103133,3.443147,0.896658,0.314299,0.147,0.130284,0.047761,0.375,male
0.124698,5.770098,0.945124,0.630813,0.266297,0.154437,0.047619,0.927689,male
0.121288,8.986553,0.895766,0.413779,0.134364,0.13614,0.046967,0.619792,male
0.116086,5.130779,0.902127,0.37864,0.27257,0.123889,0.047151,0.918324,male
0.116667,5.703149,0.900786,0.372033,0.266389,0.14259,0.052805,0.566406,male
0.110687,4.659823,0.904051,0.378217,0.126,0.133211,0.048436,1.045833,male
0.121268,7.555957,0.925274,0.537491,0.245,0.134021,0.047384,0.752344,male
0.120775,7.437046,0.890206,0.270385,0.259645,0.125249,0.047198,0.463956,male
0.114959,5.964542,0.89624,0.340677,0.245474,0.140248,0.048193,1.44308,male
0.094062,5.784007,0.914112,0.453987,0.168984,0.13503,0.047105,0.663281,male
0.129348,6.734309,0.927683,0.551486,0.247536,0.132376,0.052174,0.472005,male
0.110991,5.53266,0.897719,0.317131,0.25427,0.132198,0.047761,1.173109,male
0.108625,9.443009,0.884934,0.316923,0.243616,0.139392,0.048731,1.120175,male
0.116838,4.490983,0.880383,0.335836,0.2275,0.136126,0.057007,0.660937,male
0.108141,8.509636,0.898985,0.376187,0.245897,0.131556,0.05074,0.686655,male
0.114646,3.6392,0.946769,0.639314,0.246047,0.135477,0.048193,1.009993,male
0.113623,5.003141,0.88004,0.330105,0.239871,0.140711,0.053631,0.878634,male
0.095373,7.081906,0.903996,0.38119,0.240411,0.126411,0.047572,0.970313,male
0.114834,4.369828,0.894713,0.358923,0.236021,0.132129,0.047013,0.776042,male
0.11739,5.711265,0.908318,0.439595,0.126069,0.123962,0.047337,0.617746,male
0.116865,7.600014,0.899887,0.400099,0.245656,0.134046,0.050104,0.514453,male
0.112079,5.695456,0.89994,0.345079,0.134101,0.136617,0.047105,0.683254,male
0.111288,4.914151,0.885758,0.274199,0.252846,0.133797,0.049485,0.677246,male
0.120556,4.455862,0.918393,0.516266,0.254236,0.144159,0.047059,0.464844,male
0.105869,4.485614,0.916396,0.423057,0.235036,0.138978,0.047714,0.904576,male
0.108025,5.523682,0.900923,0.319154,0.242407,0.134776,0.048682,1.050327,male
0.102281,4.716952,0.920968,0.467346,0.243438,0.144614,0.048583,0.780523,male
0.10993,6.286534,0.904997,0.38132,0.12669,0.141513,0.047431,0.682413,male
0.119671,6.812098,0.916128,0.496525,0.119671,0.140189,0.04878,0.858526,male
0.106133,6.041469,0.890991,0.333138,0.249067,0.129941,0.048193,1.057221,male
0.116956,6.353742,0.879404,0.293515,0.239858,0.130457,0.047198,1.148438,male
0.128963,9.679929,0.857613,0.255776,0.277095,0.12999,0.047105,1.614509,male
0.106715,11.945638,0.886244,0.322637,0.233249,0.121225,0.047013,0.862981,male
0.115829,9.423684,0.878781,0.353812,0.118222,0.115284,0.047105,1.007813,male
0.120066,5.898395,0.896845,0.358082,0.250331,0.126696,0.047105,1.468387,male
