@relation 'voice-weka.filters.unsupervised.attribute.Remove-V-R2-3,6,8-11,13-14,17,20-21'

@attribute sd numeric
@attribute median numeric
@attribute IQR numeric
@attribute kurt numeric
@attribute sp.ent numeric
@attribute sfm numeric
@attribute mode numeric
@attribute meanfun numeric
@attribute minfun numeric
@attribute mindom numeric
@attribute modindx numeric
@attribute label {male,female}

@data
0.066108,0.203152,0.125543,11.588198,0.913041,0.472265,0.26288,0.146746,0.046921,0.023438,0.115354,male
0.061917,0.224882,0.117218,8.064829,0.897517,0.386698,0.252441,0.146562,0.047384,0.023438,0.103631,male
0.066995,0.209278,0.114021,11.093426,0.906532,0.462571,0.140361,0.14349,0.050955,0.023438,0.108333,male
0.062721,0.179353,0.095877,4.267881,0.924279,0.498184,0.159796,0.128266,0.048193,0.023438,0.080263,male
0.061043,0.215908,0.109356,5.343519,0.894348,0.345574,0.143805,0.138504,0.048485,0.023438,0.133224,male
0.05826,0.236007,0.111793,4.657162,0.871855,0.24438,0.249982,0.121028,0.048048,0.023438,0.06561,male
0.068131,0.202835,0.119055,6.029426,0.912827,0.483751,0.252661,0.128718,0.050104,0.023438,0.086056,male
0.06587,0.20043,0.11828,5.429675,0.914484,0.471986,0.131613,0.124753,0.048048,0.023438,0.06498,male
0.05906,0.176419,0.108784,7.685059,0.898752,0.372922,0.142838,0.140678,0.046921,0.023438,0.109003,male
0.062986,0.226174,0.121627,5.036056,0.886686,0.346882,0.265508,0.146439,0.049434,0.023438,0.088041,male
0.053774,0.187133,0.103133,3.443147,0.896658,0.314299,0.147,0.130284,0.047761,0.023438,0.194872,male
0.074338,0.189103,0.124698,5.770098,0.945124,0.630813,0.266297,0.154437,0.047619,0.023438,0.144271,male
0.066268,0.180354,0.121288,8.986553,0.895766,0.413779,0.134364,0.13614,0.046967,0.023438,0.052863,male
0.062087,0.178773,0.116086,5.130779,0.902127,0.37864,0.27257,0.123889,0.047151,0.023438,0.070419,male
0.061262,0.195903,0.116667,5.703149,0.900786,0.372033,0.266389,0.14259,0.052805,0.023438,0.092322,male
0.059166,0.181125,0.110687,4.659823,0.904051,0.378217,0.126,0.133211,0.048436,0.023438,0.071341,male
0.072266,0.19669,0.121268,7.555957,0.925274,0.537491,0.245,0.134021,0.047384,0.023438,0.092722,male
0.059303,0.220291,0.120775,7.437046,0.890206,0.270385,0.259645,0.125249,0.047198,0.023438,0.070354,male
0.060499,0.221572,0.114959,5.964542,0.89624,0.340677,0.245474,0.140248,0.048193,0.023438,0.119841,male
0.058756,0.168984,0.094062,5.784007,0.914112,0.453987,0.168984,0.13503,0.047105,0.070313,0.088526,male
0.078562,0.183623,0.129348,6.734309,0.927683,0.551486,0.247536,0.132376,0.052174,0.023438,0.05914,male
0.057666,0.206847,0.110991,5.53266,0.897719,0.317131,0.25427,0.132198,0.047761,0.070313,0.158054,male
0.057826,0.225687,0.108625,9.443009,0.884934,0.316923,0.243616,0.139392,0.048731,0.023438,0.100803,male
0.062186,0.224926,0.116838,4.490983,0.880383,0.335836,0.2275,0.136126,0.057007,0.023438,0.084787,male
0.058613,0.223013,0.108141,8.509636,0.898985,0.376187,0.245897,0.131556,0.05074,0.023438,0.046383,male
0.071724,0.160945,0.114646,3.6392,0.946769,0.639314,0.246047,0.135477,0.048193,0.023438,0.121124,male
0.062454,0.219581,0.113623,5.003141,0.88004,0.330105,0.239871,0.140711,0.053631,0.023438,0.072693,male
0.056888,0.227455,0.095373,7.081906,0.903996,0.38119,0.240411,0.126411,0.047572,0.023438,0.099785,male
0.060125,0.227225,0.114834,4.369828,0.894713,0.358923,0.236021,0.132129,0.047013,0.023438,0.052467,male
0.062536,0.214682,0.11739,5.711265,0.908318,0.439595,0.126069,0.123962,0.047337,0.023438,0.085891,male
0.06251,0.21799,0.116865,7.600014,0.899887,0.400099,0.245656,0.134046,0.050104,0.023438,0.073649,male
0.060052,0.182472,0.112079,5.695456,0.89994,0.345079,0.134101,0.136617,0.047105,0.023438,0.158849,male
0.058647,0.218569,0.111288,4.914151,0.885758,0.274199,0.252846,0.133797,0.049485,0.140625,0.06266,male
0.070485,0.226528,0.120556,4.455862,0.918393,0.516266,0.254236,0.144159,0.047059,0.023438,0.128176,male
0.059864,0.215007,0.105869,4.485614,0.916396,0.423057,0.235036,0.138978,0.047714,0.023438,0.047911,male
0.055758,0.212593,0.108025,5.523682,0.900923,0.319154,0.242407,0.134776,0.048682,0.023438,0.151917,male
0.059821,0.186512,0.102281,4.716952,0.920968,0.467346,0.243438,0.144614,0.048583,0.023438,0.094935,male
0.057787,0.184366,0.10993,6.286534,0.904997,0.38132,0.12669,0.141513,0.047431,0.023438,0.082386,male
0.068893,0.220164,0.119671,6.812098,0.916128,0.496525,0.119671,0.140189,0.04878,0.023438,0.119724,male
0.05761,0.195733,0.106133,6.041469,0.890991,0.333138,0.249067,0.129941,0.048193,0.023438,0.082173,male
0.060961,0.230938,0.116956,6.353742,0.879404,0.293515,0.239858,0.130457,0.047198,0.023438,0.101817,male
0.063821,0.232946,0.128963,9.679929,0.857613,0.255776,0.277095,0.12999,0.047105,0.023438,0.116383,male
0.057848,0.183956,0.106715,11.945638,0.886244,0.322637,0.233249,0.121225,0.047013,0.140625,0.103133,male
0.060382,0.216821,0.115829,9.423684,0.878781,0.353812,0.118222,0.115284,0.047105,0.023438,0.097363,male
0.061802,0.209073,0.120066,5.898395,0.896845,0.358082,0.250331,0.126696,0.047105,0.023438,0.155447,male
0.058964,0.227988,0.116161,12.561528,0.856161,0.259824,0.117461,0.115723,0.048731,0.351563,0.110022,male
0.059924,0.218805,0.118428,5.083589,0.87851,0.254671,0.126352,0.118072,0.047856,0.023438,0.129313,male
0.065011,0.189603,0.126402,5.475924,0.879829,0.301958,0.136361,0.128071,0.048241,0.023438,0.112131,male
0.061697,0.232042,0.124983,7.107624,0.874539,0.294794,0.258685,0.113616,0.046921,0.140625,0.093623,male
0.058576,0.221583,0.108273,4.916549,0.897376,0.322004,0.24223,0.115817,0.047904,0.023438,0.066265,male
0.061788,0.226819,0.120458,8.594533,0.867974,0.27017,0.249886,0.119335,0.053993,0.023438,0.090164,male
0.060102,0.21911,0.113015,5.099056,0.895911,0.290761,0.232949,0.126699,0.04893,0.023438,0.158274,male
0.061187,0.228533,0.115683,4.069687,0.883969,0.296101,0.234199,0.114107,0.046921,0.023438,0.13418,male
0.06123,0.220476,0.11619,6.359253,0.880981,0.297798,0.23381,0.117574,0.047151,0.023438,0.069385,male
0.061665,0.229964,0.120794,5.194025,0.886318,0.313936,0.256245,0.127036,0.047809,0.023438,0.179513,male
0.060087,0.227414,0.118089,3.853906,0.877562,0.234247,0.230181,0.131572,0.047105,0.023438,0.128839,male
0.060805,0.212342,0.113457,3.248249,0.889112,0.285062,0.28,0.12795,0.047337,0.164063,0.119417,male
0.061835,0.232795,0.118617,5.035443,0.875986,0.25821,0.244496,0.11814,0.047904,0.023438,0.056815,male
0.059568,0.223203,0.119075,7.191449,0.882148,0.275661,0.243132,0.124312,0.048096,0.023438,0.090039,male
0.058996,0.221516,0.112828,4.918061,0.885605,0.272303,0.23963,0.124133,0.047525,0.023438,0.11781,male
0.06324,0.226737,0.12317,4.96739,0.868906,0.228162,0.122801,0.12853,0.047666,0.023438,0.152414,male
0.059483,0.207123,0.114521,3.896406,0.89065,0.265144,0.13863,0.123779,0.047337,0.023438,0.090336,male
0.059779,0.223094,0.114317,6.749477,0.88464,0.319014,0.115827,0.129153,0.047714,0.023438,0.148332,male
0.061099,0.188652,0.113191,4.497078,0.900608,0.375838,0.117163,0.12987,0.047714,0.023438,0.138346,male
0.060701,0.228884,0.117566,5.704529,0.872884,0.265427,0.241947,0.129866,0.047904,0.023438,0.110214,male
0.063526,0.223648,0.12283,4.034461,0.891061,0.303123,0.273396,0.117279,0.047013,0.023438,0.072929,male
0.063805,0.22389,0.124872,4.445023,0.883658,0.330403,0.127073,0.120762,0.04898,0.023438,0.13938,male
0.059433,0.224825,0.114991,6.266926,0.879062,0.298725,0.244936,0.127857,0.047572,0.023438,0.122509,male
0.06171,0.224521,0.112074,11.587861,0.876795,0.301941,0.115053,0.120308,0.049587,0.023438,0.089777,male
0.063279,0.177671,0.120321,6.853354,0.891677,0.314426,0.118447,0.129999,0.047198,0.023438,0.093437,male
0.060701,0.169263,0.116632,7.920343,0.892616,0.350055,0.122105,0.11486,0.047619,0.023438,0.128816,male
0.059709,0.212926,0.116141,7.061099,0.889087,0.302066,0.239486,0.130177,0.048096,0.023438,0.191805,male
0.058555,0.21728,0.107968,6.9022,0.895598,0.319341,0.231616,0.123088,0.047525,0.117188,0.113925,male
0.060648,0.219884,0.118066,3.903595,0.887228,0.258821,0.268627,0.118799,0.046921,0.1875,0.082265,male
0.062371,0.180955,0.121194,6.409304,0.899747,0.341227,0.121194,0.133712,0.047337,0.023438,0.122029,male
0.060349,0.192633,0.11933,4.707373,0.885241,0.271228,0.132542,0.129198,0.048632,0.1875,0.118497,male
0.058979,0.168219,0.114521,4.477905,0.892917,0.321227,0.243836,0.123771,0.047105,0.023438,0.135916,male
0.062717,0.216667,0.123333,5.524932,0.877777,0.289835,0.125714,0.124123,0.04883,0.023438,0.102974,male
0.061932,0.213613,0.121032,5.343527,0.889119,0.320893,0.12871,0.142393,0.046967,0.164063,0.127936,male
0.05856,0.157915,0.110142,5.75766,0.890895,0.346787,0.138894,0.13141,0.04893,0.023438,0.087053,male
0.060065,0.192221,0.110537,4.461628,0.903181,0.33316,0.118665,0.122174,0.047198,0.023438,0.092663,male
0.060371,0.206271,0.118052,4.183805,0.905015,0.333551,0.125297,0.127748,0.047151,0.023438,0.15811,male
0.059662,0.220998,0.112311,5.82067,0.869062,0.224701,0.225139,0.118303,0.047059,0.023438,0.085323,male
0.063053,0.224,0.128274,8.16789,0.87083,0.259881,0.267077,0.131275,0.048,0.023438,0.022487,male
0.058112,0.175632,0.103908,4.8907,0.902048,0.33036,0.12046,0.136466,0.047059,0.023438,0.129035,male
0.060757,0.196792,0.114906,6.921315,0.898536,0.359334,0.117107,0.130205,0.048096,0.023438,0.112298,male
0.060036,0.213833,0.116599,6.586838,0.88497,0.318323,0.244496,0.117582,0.048632,0.023438,0.14073,male
0.058779,0.198617,0.11114,5.913888,0.903567,0.362197,0.115083,0.118564,0.04893,0.023438,0.097931,male
0.058749,0.195862,0.108046,5.728474,0.908792,0.360257,0.235402,0.130961,0.047714,0.023438,0.089068,male
0.061119,0.181176,0.120623,6.988439,0.896269,0.363159,0.125467,0.12143,0.047809,0.023438,0.096611,male
0.058267,0.163686,0.110393,6.573956,0.907352,0.39068,0.120967,0.115361,0.047337,0.023438,0.087394,male
0.057408,0.181387,0.10781,3.836777,0.904656,0.315567,0.127737,0.13541,0.049689,0.023438,0.103907,male
0.058199,0.155887,0.106738,4.655507,0.887244,0.288528,0.138014,0.121991,0.049793,0.023438,0.111193,male
0.060449,0.221748,0.115035,6.257323,0.879717,0.257295,0.115035,0.122026,0.047059,0.140625,0.105483,male
0.061813,0.214495,0.118165,4.776715,0.898457,0.347968,0.12159,0.119706,0.047761,0.023438,0.077121,male
0.060896,0.227862,0.116345,8.599214,0.879918,0.285795,0.246207,0.13874,0.048436,0.023438,0.138876,male
0.061816,0.194538,0.119759,3.318952,0.898945,0.365046,0.114137,0.126003,0.048534,0.023438,0.135188,male
0.061472,0.185155,0.11336,3.327012,0.896847,0.29826,0.119406,0.128656,0.047337,0.023438,0.053925,male
0.060049,0.225139,0.119556,6.272353,0.873643,0.290546,0.118004,0.118063,0.047151,0.023438,0.094335,male
0.06103,0.193634,0.116732,3.501999,0.904858,0.332871,0.270535,0.129015,0.047809,0.023438,0.112986,male
0.062654,0.159817,0.121035,6.261814,0.874688,0.286869,0.141065,0.131446,0.047291,0.023438,0.152575,male
0.061938,0.190076,0.105693,5.050654,0.937345,0.579929,0.217352,0.126664,0.049536,0.023438,0.167498,male
0.061242,0.195111,0.112889,2.742803,0.93973,0.504383,0.239111,0.116963,0.046967,0.023438,0.09482,male
0.060655,0.190595,0.107286,4.316387,0.933637,0.42544,0.195878,0.121234,0.047244,0.023438,0.0848,male
0.060227,0.199002,0.109277,3.310726,0.936163,0.46535,0.25207,0.118595,0.047013,0.023438,0.083095,male
0.057513,0.192049,0.083703,4.557756,0.933462,0.470492,0.20607,0.119759,0.048583,0.023438,0.107426,male
0.063853,0.187584,0.10618,2.709537,0.949332,0.58514,0.253258,0.126365,0.047431,0.023438,0.072477,male
0.056961,0.204277,0.103019,4.524848,0.910125,0.337593,0.197673,0.113175,0.048534,0.023438,0.075937,male
0.06016,0.188563,0.102816,2.79263,0.93497,0.466344,0.193033,0.137609,0.047244,0.023438,0.092697,male
0.059458,0.198236,0.097783,4.001734,0.925742,0.42813,0.19857,0.123698,0.047525,0.023438,0.142468,male
0.056793,0.205679,0.098519,3.577717,0.924571,0.361181,0.225728,0.116814,0.047059,0.140625,0.1011,male
0.061916,0.189576,0.093915,5.902027,0.934765,0.5389,0.189576,0.120586,0.046921,0.023438,0.124857,male
0.058953,0.219478,0.093217,4.020002,0.912255,0.324354,0.252174,0.117905,0.046921,0.023438,0.073174,male
0.056074,0.20188,0.078532,4.355919,0.911932,0.287709,0.201468,0.112953,0.046921,0.023438,0.064249,male
0.064867,0.221376,0.118887,5.605141,0.920925,0.465066,0.268521,0.127269,0.047198,0.023438,0.139262,male
0.057836,0.198858,0.092206,4.340606,0.927702,0.377467,0.218836,0.118711,0.047105,0.023438,0.061335,male
0.061455,0.202376,0.099406,6.374442,0.928735,0.472934,0.21505,0.114454,0.047856,0.023438,0.119684,male
0.066063,0.193239,0.111498,3.057429,0.947684,0.582503,0.230525,0.120661,0.047619,0.023438,0.090796,male
0.061774,0.201542,0.106889,3.256364,0.935802,0.463263,0.276041,0.130267,0.047013,0.023438,0.103815,male
0.055136,0.197333,0.076,5.457945,0.910281,0.360438,0.198222,0.112663,0.047856,0.023438,0.068793,male
0.05718,0.213651,0.095556,9.477488,0.914135,0.398213,0.233333,0.127979,0.047337,0.023438,0.095952,male
0.060491,0.196663,0.11301,3.992715,0.924797,0.393175,0.198241,0.117401,0.047244,0.023438,0.088526,male
0.070569,0.222416,0.124918,11.566791,0.927718,0.577478,0.255626,0.128908,0.047337,0.023438,0.055165,male
0.06327,0.195573,0.111858,5.026753,0.943409,0.569762,0.241883,0.133683,0.047904,0.023438,0.120914,male
0.062285,0.203532,0.107515,10.819056,0.935159,0.539557,0.240616,0.114683,0.047478,0.023438,0.064723,male
0.05431,0.201538,0.090769,5.237955,0.917451,0.370395,0.199615,0.128651,0.047291,0.023438,0.142394,male
0.059264,0.217071,0.109949,5.648946,0.917532,0.366502,0.259848,0.131676,0.047904,0.023438,0.094961,male
0.05683,0.195479,0.094535,3.52217,0.930304,0.379832,0.19628,0.123908,0.047525,0.023438,0.090495,male
0.086939,0.212788,0.145274,5.93578,0.944813,0.599417,0.277589,0.128292,0.048583,0.023438,0.108847,male
0.056555,0.212774,0.099534,6.88862,0.910723,0.286311,0.246387,0.126432,0.047198,0.023438,0.065883,male
0.059889,0.199266,0.089541,6.513033,0.928892,0.45028,0.206972,0.11971,0.046921,0.023438,0.118526,male
0.058705,0.211903,0.113353,4.896696,0.913793,0.328954,0.260544,0.122496,0.048485,0.023438,0.07411,male
0.05574,0.192029,0.084205,3.813859,0.932649,0.425658,0.228313,0.130962,0.047013,0.023438,0.178349,male
0.054843,0.224082,0.090455,6.841584,0.889536,0.250356,0.225316,0.110514,0.047809,0.023438,0.089723,male
0.05646,0.205296,0.103478,3.701668,0.90736,0.349014,0.196443,0.119088,0.046967,0.023438,0.10881,male
0.059267,0.19265,0.105698,3.23728,0.935972,0.417277,0.250883,0.119681,0.047105,0.023438,0.079643,male
0.060324,0.204712,0.113291,3.121155,0.923729,0.397331,0.200051,0.129917,0.048096,0.023438,0.09814,male
0.05615,0.234653,0.080257,10.139554,0.894457,0.303314,0.247249,0.12282,0.047198,0.023438,0.103193,male
0.053151,0.223058,0.087339,8.698719,0.875715,0.227555,0.222202,0.136609,0.047856,0.023438,0.029227,male
0.055359,0.218698,0.099077,9.884823,0.896012,0.294491,0.242556,0.131356,0.047059,0.023438,0.08,male
0.059671,0.201086,0.11428,6.154369,0.92051,0.406614,0.259248,0.12477,0.047478,0.023438,0.073681,male
0.057447,0.20882,0.095875,5.502262,0.92382,0.423014,0.242231,0.130248,0.046921,0.023438,0.110827,male
0.060469,0.210294,0.101818,5.70872,0.925278,0.410656,0.234965,0.135463,0.047059,0.023438,0.084908,male
0.058805,0.220699,0.102707,6.265021,0.922661,0.380896,0.26869,0.104783,0.047105,0.140625,0.073683,male
0.057683,0.219333,0.097689,4.493445,0.924651,0.366638,0.239867,0.11918,0.047337,0.023438,0.058929,male
0.058945,0.200637,0.101359,3.045236,0.930679,0.425201,0.272569,0.134244,0.046921,0.023438,0.115457,male
0.058535,0.205953,0.096433,3.964651,0.93612,0.469122,0.248659,0.123764,0.047761,0.1875,0.092488,male
0.061517,0.210246,0.114947,10.76243,0.922618,0.463175,0.257404,0.111046,0.047952,0.023438,0.06957,male
0.060825,0.21,0.111023,5.879052,0.926904,0.38886,0.276093,0.130017,0.047151,0.023438,0.073859,male
0.053962,0.199379,0.094621,3.007737,0.918872,0.327491,0.269379,0.134786,0.047105,0.023438,0.04867,male
0.059887,0.220802,0.105128,4.134485,0.916437,0.375769,0.237473,0.119049,0.047105,0.023438,0.088251,male
0.057833,0.190595,0.08656,7.492205,0.925755,0.482851,0.220261,0.137189,0.046921,0.023438,0.117663,male
0.060897,0.168465,0.074744,10.318722,0.922532,0.528765,0.161107,0.136946,0.047809,0.023438,0.147037,male
0.05974,0.226114,0.109135,4.116852,0.916849,0.357593,0.245213,0.133017,0.047198,0.023438,0.127914,male
0.058442,0.218383,0.104893,4.649872,0.919087,0.337028,0.274841,0.125785,0.047761,0.023438,0.080186,male
0.06094,0.218408,0.112243,5.270863,0.917318,0.421471,0.26136,0.144152,0.047105,0.023438,0.100068,male
0.059408,0.210385,0.102308,3.438813,0.925481,0.432531,0.257308,0.126553,0.047761,0.023438,0.116007,male
0.058981,0.222475,0.109505,5.190499,0.915714,0.337848,0.271683,0.124146,0.047013,0.023438,0.145129,male
0.057479,0.226964,0.091643,6.78862,0.90514,0.341054,0.250362,0.128239,0.047809,0.023438,0.141871,male
0.056171,0.223184,0.091031,11.243334,0.908992,0.320214,0.25426,0.12304,0.046967,0.117188,0.090333,male
0.059136,0.2163,0.1148,11.28992,0.900464,0.392967,0.24045,0.110624,0.047856,0.023438,0.096896,male
0.060833,0.188243,0.11777,8.898583,0.919318,0.408695,0.25777,0.130035,0.048193,0.023438,0.159885,male
0.056058,0.21494,0.093012,6.137897,0.907643,0.321172,0.229398,0.113894,0.047291,0.023438,0.10223,male
0.054545,0.207123,0.100205,5.44535,0.910234,0.338377,0.208562,0.12519,0.047198,0.023438,0.085094,male
0.059125,0.213403,0.117153,8.277156,0.899679,0.371407,0.246458,0.134224,0.047478,0.023438,0.029758,male
0.057396,0.202273,0.101364,3.541235,0.927167,0.396078,0.230455,0.135571,0.047809,0.023438,0.149189,male
0.05322,0.203671,0.093205,7.260472,0.892495,0.339382,0.214411,0.125153,0.047244,0.023438,0.097356,male
0.057047,0.20566,0.109062,6.218785,0.906205,0.353393,0.205215,0.116158,0.05101,0.023438,0.101127,male
0.056685,0.218593,0.108138,6.111322,0.901728,0.302582,0.253352,0.12405,0.047059,0.023438,0.134617,male
0.062187,0.19723,0.1225,5.058238,0.916155,0.392266,0.131486,0.125472,0.047198,0.023438,0.113812,male
0.055248,0.210461,0.103158,4.495481,0.909032,0.348257,0.230724,0.123986,0.047059,0.023438,0.111685,male
0.055987,0.211377,0.099123,5.494938,0.903143,0.33088,0.23171,0.133929,0.047761,0.023438,0.099921,male
0.057716,0.217628,0.102756,7.846657,0.907278,0.369606,0.237821,0.124894,0.04829,0.023438,0.128702,male
0.059108,0.211524,0.11397,3.95452,0.917527,0.372746,0.253735,0.12032,0.046921,0.023438,0.135365,male
0.059419,0.210953,0.111831,3.953758,0.918596,0.389962,0.220272,0.125343,0.047337,0.023438,0.162768,male
0.057609,0.217386,0.105827,7.871708,0.911062,0.322959,0.222677,0.138659,0.047525,0.023438,0.099707,male
0.057469,0.192716,0.111049,6.627321,0.915842,0.382121,0.12142,0.120722,0.04893,0.023438,0.14822,male
0.05855,0.208158,0.102237,6.079223,0.906631,0.324772,0.211382,0.138987,0.047856,0.023438,0.133994,male
0.053286,0.215434,0.090137,9.861357,0.872306,0.264242,0.232055,0.133339,0.047856,0.140625,0.17048,male
0.057873,0.201081,0.105946,3.791078,0.916745,0.385365,0.235135,0.128077,0.04829,0.023438,0.088312,male
0.05522,0.203434,0.101494,4.267665,0.915891,0.367568,0.217679,0.134417,0.047105,0.023438,0.113066,male
0.05564,0.170887,0.080825,4.257557,0.928712,0.427925,0.160495,0.130937,0.047105,0.023438,0.138094,male
0.060888,0.214694,0.11551,3.468774,0.912933,0.387203,0.218776,0.133846,0.047013,0.023438,0.158301,male
0.055352,0.217261,0.099917,7.080974,0.865801,0.268735,0.206805,0.12436,0.051447,0.023438,0.102885,male
0.058724,0.217778,0.111043,3.460094,0.901842,0.316278,0.223521,0.141119,0.048241,0.023438,0.101757,male
0.05798,0.21551,0.109796,4.559953,0.901806,0.300784,0.237143,0.124402,0.048241,0.023438,0.106722,male
0.057151,0.207755,0.109388,3.954167,0.899462,0.316783,0.25551,0.121535,0.05074,0.023438,0.108073,male
0.057035,0.209365,0.106715,8.255809,0.887669,0.3334,0.210889,0.127889,0.047714,0.023438,0.114373,male
0.057378,0.221383,0.11043,4.616233,0.891871,0.256309,0.244411,0.120554,0.049281,0.023438,0.093011,male
0.056983,0.211034,0.098391,3.435651,0.918227,0.353041,0.228046,0.123836,0.047013,0.023438,0.153089,male
0.057408,0.213292,0.111034,4.839692,0.904832,0.316256,0.222947,0.120371,0.047013,0.023438,0.091821,male
0.058942,0.197333,0.112,6.720521,0.913219,0.367184,0.2576,0.111458,0.048,0.023438,0.166667,male
0.056155,0.199287,0.104844,4.956173,0.911316,0.379893,0.223834,0.126774,0.049638,0.023438,0.131184,male
0.057938,0.217733,0.114892,4.027977,0.906402,0.319752,0.251076,0.121207,0.048048,0.023438,0.16347,male
0.058005,0.197949,0.09641,3.609033,0.92741,0.403566,0.114359,0.117747,0.047059,0.023438,0.115472,male
0.059244,0.213287,0.112487,3.731001,0.905491,0.318986,0.24007,0.125576,0.047105,0.023438,0.152833,male
0.056051,0.214439,0.093789,14.451888,0.855932,0.266642,0.215805,0.132016,0.047291,0.023438,0.151777,male
0.057834,0.214406,0.111608,5.287497,0.903398,0.291057,0.25014,0.124676,0.047244,0.023438,0.082438,male
0.054728,0.208095,0.094286,4.601248,0.905284,0.325613,0.215238,0.119274,0.047525,0.023438,0.144838,male
0.055071,0.204514,0.094357,4.908253,0.91439,0.348963,0.22953,0.126507,0.050847,0.023438,0.136524,male
0.05726,0.209365,0.104174,6.102966,0.90254,0.349812,0.257132,0.125493,0.047856,0.023438,0.224929,male
0.058855,0.221912,0.112998,7.724104,0.905513,0.320267,0.257763,0.122073,0.047244,0.023438,0.123887,male
0.056171,0.220889,0.106667,5.250872,0.881721,0.276504,0.233778,0.129463,0.051392,0.023438,0.20798,male
0.05833,0.194059,0.107327,7.405759,0.916548,0.390463,0.11802,0.119594,0.047384,0.023438,0.105043,male
0.05883,0.212555,0.113431,3.405238,0.900403,0.300151,0.240146,0.130253,0.048048,0.023438,0.150372,male
0.058293,0.206029,0.112091,4.86042,0.919544,0.387348,0.250956,0.127914,0.046921,0.023438,0.148571,male
0.058959,0.217333,0.108889,3.569725,0.917123,0.363369,0.227556,0.139322,0.050473,0.023438,0.155766,male
0.058645,0.213084,0.114019,4.261363,0.911859,0.344199,0.246729,0.124478,0.047904,0.023438,0.149887,male
0.060561,0.220146,0.117247,7.813419,0.902839,0.33425,0.256633,0.12914,0.046967,0.023438,0.095308,male
0.057401,0.210658,0.094357,7.3142,0.89913,0.326233,0.225141,0.131099,0.047059,0.023438,0.117208,male
0.05312,0.199095,0.06402,5.031443,0.905618,0.391769,0.208241,0.141497,0.050686,0.023438,0.175463,male
0.060483,0.220634,0.116394,5.002659,0.903695,0.321622,0.255225,0.13574,0.05042,0.023438,0.19066,male
0.055813,0.202613,0.092161,3.697728,0.90071,0.298507,0.20402,0.132548,0.051064,0.023438,0.156912,male
0.060286,0.205541,0.111019,3.94909,0.914099,0.364269,0.237643,0.130279,0.047478,0.023438,0.122257,male
0.058861,0.210108,0.113035,5.037667,0.89707,0.319884,0.109584,0.123877,0.047952,0.023438,0.115377,male
0.062084,0.217325,0.121642,6.349982,0.904596,0.312727,0.250331,0.123837,0.047337,0.023438,0.144606,male
0.057016,0.202868,0.104604,2.627216,0.917883,0.353845,0.123623,0.143059,0.048387,0.023438,0.199836,male
0.060364,0.197474,0.105,3.204754,0.934194,0.479158,0.226579,0.129221,0.046967,0.023438,0.154559,male
0.056132,0.190211,0.101013,4.962816,0.904556,0.312039,0.118143,0.124497,0.047666,0.023438,0.137885,male
0.061596,0.204,0.113333,3.251373,0.922266,0.373547,0.276444,0.11822,0.046921,0.023438,0.187572,male
0.058998,0.162857,0.099592,4.698105,0.917399,0.414762,0.140816,0.137282,0.047809,0.023438,0.179363,male
0.061894,0.219228,0.122444,6.788811,0.890598,0.316993,0.130997,0.124137,0.051447,0.023438,0.102634,male
0.063133,0.207217,0.11945,4.492164,0.910924,0.425155,0.259878,0.129447,0.047478,0.023438,0.093896,male
0.060012,0.19043,0.108763,4.610664,0.913114,0.375117,0.145645,0.137188,0.047619,0.023438,0.108275,male
0.063908,0.166678,0.102462,4.987761,0.932033,0.543193,0.224755,0.135787,0.049332,0.023438,0.133758,male
0.06815,0.160749,0.114446,4.568239,0.939701,0.599018,0.148955,0.133196,0.047105,0.023438,0.074511,male
0.062837,0.219962,0.123795,6.592611,0.891217,0.322955,0.268311,0.127262,0.050686,0.023438,0.11584,male
0.060262,0.171698,0.114642,5.407981,0.886658,0.32003,0.139472,0.12019,0.047198,0.023438,0.106231,male
0.056614,0.173793,0.101379,6.492757,0.899294,0.36238,0.111034,0.1264,0.047105,0.023438,0.100674,male
0.054442,0.173265,0.103385,5.302011,0.898586,0.342237,0.126359,0.134925,0.047714,0.023438,0.099583,male
0.058971,0.200392,0.113464,7.637563,0.909597,0.387035,0.238824,0.11768,0.047059,0.023438,0.128252,male
0.05645,0.164267,0.062637,10.954648,0.900119,0.455424,0.158874,0.145813,0.04913,0.023438,0.152976,male
0.065304,0.183913,0.123478,8.655728,0.886977,0.396902,0.138261,0.147963,0.051948,0.023438,0.110835,male
0.055903,0.189562,0.093504,2.900995,0.924422,0.444776,0.153285,0.128891,0.047291,0.023438,0.165461,male
0.057107,0.200459,0.110473,4.876358,0.911963,0.387642,0.220143,0.121053,0.047478,0.023438,0.060336,male
0.060316,0.195537,0.104904,5.037085,0.909425,0.374225,0.140386,0.133092,0.050847,0.023438,0.098712,male
0.062669,0.160372,0.106192,5.452466,0.913984,0.478171,0.157771,0.142627,0.047198,0.023438,0.140925,male
0.062973,0.195564,0.122568,9.547078,0.874889,0.280634,0.138366,0.12861,0.051557,0.023438,0.122363,male
0.064755,0.167383,0.106061,5.891027,0.927975,0.536623,0.278072,0.127216,0.047478,0.023438,0.134277,male
0.063862,0.160066,0.113015,9.782019,0.890187,0.422546,0.139769,0.137665,0.048338,0.023438,0.08634,male
0.05842,0.221317,0.114012,6.580429,0.900506,0.297487,0.257645,0.121381,0.049741,0.023438,0.090982,male
0.063001,0.221946,0.127273,6.681799,0.873847,0.261759,0.272855,0.12361,0.047291,0.023438,0.093438,male
