@relation 'voice-weka.filters.unsupervised.attribute.Remove-V-R2,6,8,10-11,13-16,18,21'

@attribute sd numeric
@attribute IQR numeric
@attribute kurt numeric
@attribute sfm numeric
@attribute mode numeric
@attribute meanfun numeric
@attribute minfun numeric
@attribute maxfun numeric
@attribute meandom numeric
@attribute maxdom numeric
@attribute label {male,female}

@data
0.066108,0.125543,11.588198,0.472265,0.26288,0.146746,0.046921,0.27907,1.350399,9.46875,male
0.061917,0.117218,8.064829,0.386698,0.252441,0.146562,0.047384,0.27907,0.929521,5.671875,male
0.066995,0.114021,11.093426,0.462571,0.140361,0.14349,0.050955,0.277457,0.778424,5.71875,male
0.062721,0.095877,4.267881,0.498184,0.159796,0.128266,0.048193,0.277457,0.527902,3.773438,male
0.061043,0.109356,5.343519,0.345574,0.143805,0.138504,0.048485,0.27907,0.53258,1.804688,male
0.05826,0.111793,4.657162,0.24438,0.249982,0.121028,0.048048,0.277457,0.88049,6.9375,male
0.068131,0.119055,6.029426,0.483751,0.252661,0.128718,0.050104,0.27907,1.004464,5.90625,male
0.06587,0.11828,5.429675,0.471986,0.131613,0.124753,0.048048,0.268156,0.791602,9.421875,male
0.05906,0.108784,7.685059,0.372922,0.142838,0.140678,0.046921,0.274286,1.051962,7.3125,male
0.062986,0.121627,5.036056,0.346882,0.265508,0.146439,0.049434,0.27907,0.789258,8.320313,male
0.053774,0.103133,3.443147,0.314299,0.147,0.130284,0.047761,0.272727,0.375,0.609375,male
0.074338,0.124698,5.770098,0.630813,0.266297,0.154437,0.047619,0.269663,0.927689,5.320313,male
0.066268,0.121288,8.986553,0.413779,0.134364,0.13614,0.046967,0.275862,0.619792,5.484375,male
0.062087,0.116086,5.130779,0.37864,0.27257,0.123889,0.047151,0.271186,0.918324,9.632813,male
0.061262,0.116667,5.703149,0.372033,0.266389,0.14259,0.052805,0.27907,0.566406,2.671875,male
0.059166,0.110687,4.659823,0.378217,0.126,0.133211,0.048436,0.27907,1.045833,9.632813,male
0.072266,0.121268,7.555957,0.537491,0.245,0.134021,0.047384,0.27907,0.752344,8.320313,male
0.059303,0.120775,7.437046,0.270385,0.259645,0.125249,0.047198,0.263736,0.463956,2.671875,male
0.060499,0.114959,5.964542,0.340677,0.245474,0.140248,0.048193,0.27907,1.44308,8.882813,male
0.058756,0.094062,5.784007,0.453987,0.168984,0.13503,0.047105,0.272727,0.663281,3.984375,male
0.078562,0.129348,6.734309,0.551486,0.247536,0.132376,0.052174,0.271186,0.472005,4.382813,male
0.057666,0.110991,5.53266,0.317131,0.25427,0.132198,0.047761,0.277457,1.173109,5.71875,male
0.057826,0.108625,9.443009,0.316923,0.243616,0.139392,0.048731,0.27907,1.120175,8.882813,male
0.062186,0.116838,4.490983,0.335836,0.2275,0.136126,0.057007,0.262295,0.660937,7.007813,male
0.058613,0.108141,8.509636,0.376187,0.245897,0.131556,0.05074,0.27907,0.686655,6,male
0.071724,0.114646,3.6392,0.639314,0.246047,0.135477,0.048193,0.277457,1.009993,8.296875,male
0.062454,0.113623,5.003141,0.330105,0.239871,0.140711,0.053631,0.27907,0.878634,8.109375,male
0.056888,0.095373,7.081906,0.38119,0.240411,0.126411,0.047572,0.27907,0.970313,7.21875,male
0.060125,0.114834,4.369828,0.358923,0.236021,0.132129,0.047013,0.269663,0.776042,7.78125,male
0.062536,0.11739,5.711265,0.439595,0.126069,0.123962,0.047337,0.271186,0.617746,5.554688,male
0.06251,0.116865,7.600014,0.400099,0.245656,0.134046,0.050104,0.27907,0.514453,2.578125,male
0.060052,0.112079,5.695456,0.345079,0.134101,0.136617,0.047105,0.274286,0.683254,2.90625,male
0.058647,0.111288,4.914151,0.274199,0.252846,0.133797,0.049485,0.274286,0.677246,4.921875,male
0.070485,0.120556,4.455862,0.516266,0.254236,0.144159,0.047059,0.27907,0.464844,2.742188,male
0.059864,0.105869,4.485614,0.423057,0.235036,0.138978,0.047714,0.27907,0.904576,8.109375,male
0.055758,0.108025,5.523682,0.319154,0.242407,0.134776,0.048682,0.27907,1.050327,6.515625,male
0.059821,0.102281,4.716952,0.467346,0.243438,0.144614,0.048583,0.275862,0.780523,4.382813,male
0.057787,0.10993,6.286534,0.38132,0.12669,0.141513,0.047431,0.27907,0.682413,5.414063,male
0.068893,0.119671,6.812098,0.496525,0.119671,0.140189,0.04878,0.27907,0.858526,6.070313,male
0.05761,0.106133,6.041469,0.333138,0.249067,0.129941,0.048193,0.277457,1.057221,7.828125,male
0.060961,0.116956,6.353742,0.293515,0.239858,0.130457,0.047198,0.272727,1.148438,8.179688,male
0.063821,0.128963,9.679929,0.255776,0.277095,0.12999,0.047105,0.27907,1.614509,7.757813,male
0.057848,0.106715,11.945638,0.322637,0.233249,0.121225,0.047013,0.27907,0.862981,5.484375,male
0.060382,0.115829,9.423684,0.353812,0.118222,0.115284,0.047105,0.277457,1.007813,5.578125,male
0.061802,0.120066,5.898395,0.358082,0.250331,0.126696,0.047105,0.274286,1.468387,6,male
0.058964,0.116161,12.561528,0.259824,0.117461,0.115723,0.048731,0.27907,2.141113,15.679688,male
0.059924,0.118428,5.083589,0.254671,0.126352,0.118072,0.047856,0.275862,1.336436,9.351563,male
0.065011,0.126402,5.475924,0.301958,0.136361,0.128071,0.048241,0.27907,1.034598,6.257813,male
0.061697,0.124983,7.107624,0.294794,0.258685,0.113616,0.046921,0.269663,0.962573,5.929688,male
0.058576,0.108273,4.916549,0.322004,0.24223,0.115817,0.047904,0.275862,0.465049,3.914063,male
0.061788,0.120458,8.594533,0.27017,0.249886,0.119335,0.053993,0.241206,0.731534,4.3125,male
0.060102,0.113015,5.099056,0.290761,0.232949,0.126699,0.04893,0.277457,1.202955,5.695313,male
0.061187,0.115683,4.069687,0.296101,0.234199,0.114107,0.046921,0.27907,1.998958,10.828125,male
0.06123,0.11619,6.359253,0.297798,0.23381,0.117574,0.047151,0.275862,0.87832,5.039063,male
0.061665,0.120794,5.194025,0.313936,0.256245,0.127036,0.047809,0.27907,1.69077,6.515625,male
0.060087,0.118089,3.853906,0.234247,0.230181,0.131572,0.047105,0.269663,1.019271,6.28125,male
0.060805,0.113457,3.248249,0.285062,0.28,0.12795,0.047337,0.275862,1.072574,5.226563,male
0.061835,0.118617,5.035443,0.25821,0.244496,0.11814,0.047904,0.274286,1.210938,12.1875,male
0.059568,0.119075,7.191449,0.275661,0.243132,0.124312,0.048096,0.265193,0.553571,3.023438,male
0.058996,0.112828,4.918061,0.272303,0.23963,0.124133,0.047525,0.27907,1.164258,6.421875,male
0.06324,0.12317,4.96739,0.228162,0.122801,0.12853,0.047666,0.277457,1.333426,6.140625,male
0.059483,0.114521,3.896406,0.265144,0.13863,0.123779,0.047337,0.27907,0.885417,5.601563,male
0.059779,0.114317,6.749477,0.319014,0.115827,0.129153,0.047714,0.27907,1.770064,6.445313,male
0.061099,0.113191,4.497078,0.375838,0.117163,0.12987,0.047714,0.275862,1.099159,6.257813,male
0.060701,0.117566,5.704529,0.265427,0.241947,0.129866,0.047904,0.27907,1.042019,6.09375,male
0.063526,0.12283,4.034461,0.303123,0.273396,0.117279,0.047013,0.277457,1.248302,8.578125,male
0.063805,0.124872,4.445023,0.330403,0.127073,0.120762,0.04898,0.271186,1.043285,4.78125,male
0.059433,0.114991,6.266926,0.298725,0.244936,0.127857,0.047572,0.274286,0.75558,4.851563,male
0.06171,0.112074,11.587861,0.301941,0.115053,0.120308,0.049587,0.277457,0.897017,5.132813,male
0.063279,0.120321,6.853354,0.314426,0.118447,0.129999,0.047198,0.27907,1.105312,5.0625,male
0.060701,0.116632,7.920343,0.350055,0.122105,0.11486,0.047619,0.262295,1.027832,6.234375,male
0.059709,0.116141,7.061099,0.302066,0.239486,0.130177,0.048096,0.277457,1.398607,5.484375,male
0.058555,0.107968,6.9022,0.319341,0.231616,0.123088,0.047525,0.263736,1.163885,5.882813,male
0.060648,0.118066,3.903595,0.258821,0.268627,0.118799,0.046921,0.277457,0.934821,6.023438,male
0.062371,0.121194,6.409304,0.341227,0.121194,0.133712,0.047337,0.27907,1.199898,5.742188,male
0.060349,0.11933,4.707373,0.271228,0.132542,0.129198,0.048632,0.277457,1.728157,7.96875,male
0.058979,0.114521,4.477905,0.321227,0.243836,0.123771,0.047105,0.274286,1.387747,6.375,male
0.062717,0.123333,5.524932,0.289835,0.125714,0.124123,0.04883,0.27907,1.601042,9.421875,male
0.061932,0.121032,5.343527,0.320893,0.12871,0.142393,0.046967,0.277457,1.25657,6.75,male
0.05856,0.110142,5.75766,0.346787,0.138894,0.13141,0.04893,0.266667,0.899414,6.140625,male
0.060065,0.110537,4.461628,0.33316,0.118665,0.122174,0.047198,0.266667,0.735539,5.625,male
0.060371,0.118052,4.183805,0.333551,0.125297,0.127748,0.047151,0.274286,0.771524,3.28125,male
0.059662,0.112311,5.82067,0.224701,0.225139,0.118303,0.047059,0.244898,0.747142,4.570313,male
0.063053,0.128274,8.16789,0.259881,0.267077,0.131275,0.048,0.27907,0.744141,6.351563,male
0.058112,0.103908,4.8907,0.33036,0.12046,0.136466,0.047059,0.27907,1.119549,6.328125,male
0.060757,0.114906,6.921315,0.359334,0.117107,0.130205,0.048096,0.274286,1.341518,5.414063,male
0.060036,0.116599,6.586838,0.318323,0.244496,0.117582,0.048632,0.268156,0.987305,5.320313,male
0.058779,0.11114,5.913888,0.362197,0.115083,0.118564,0.04893,0.27907,1.154297,6.210938,male
0.058749,0.108046,5.728474,0.360257,0.235402,0.130961,0.047714,0.277457,1.177604,5.273438,male
0.061119,0.120623,6.988439,0.363159,0.125467,0.12143,0.047809,0.275862,1.200457,5.15625,male
0.058267,0.110393,6.573956,0.39068,0.120967,0.115361,0.047337,0.27907,1.430186,10.125,male
0.057408,0.10781,3.836777,0.315567,0.127737,0.13541,0.049689,0.27907,1.539663,6.445313,male
0.058199,0.106738,4.655507,0.288528,0.138014,0.121991,0.049793,0.277457,1.217607,5.15625,male
0.060449,0.115035,6.257323,0.257295,0.115035,0.122026,0.047059,0.277457,1.108696,5.367188,male
0.061813,0.118165,4.776715,0.347968,0.12159,0.119706,0.047761,0.27907,0.90671,6.46875,male
0.060896,0.116345,8.599214,0.285795,0.246207,0.13874,0.048436,0.27907,1.230741,5.179688,male
0.061816,0.119759,3.318952,0.365046,0.114137,0.126003,0.048534,0.268156,1.323153,7.664063,male
0.061472,0.11336,3.327012,0.29826,0.119406,0.128656,0.047337,0.277457,1.211825,14.789063,male
0.060049,0.119556,6.272353,0.290546,0.118004,0.118063,0.047151,0.274286,0.845465,5.0625,male
0.06103,0.116732,3.501999,0.332871,0.270535,0.129015,0.047809,0.27907,0.61443,3.421875,male
0.062654,0.121035,6.261814,0.286869,0.141065,0.131446,0.047291,0.277457,1.801758,6.890625,male
0.061938,0.105693,5.050654,0.579929,0.217352,0.126664,0.049536,0.27907,0.89444,4.96875,male
0.061242,0.112889,2.742803,0.504383,0.239111,0.116963,0.046967,0.27907,1.115829,12.023438,male
0.060655,0.107286,4.316387,0.42544,0.195878,0.121234,0.047244,0.274286,0.734965,5.507813,male
0.060227,0.109277,3.310726,0.46535,0.25207,0.118595,0.047013,0.27907,1.217578,11.71875,male
0.057513,0.083703,4.557756,0.470492,0.20607,0.119759,0.048583,0.277457,1.223958,6.867188,male
0.063853,0.10618,2.709537,0.58514,0.253258,0.126365,0.047431,0.277457,0.884885,5.976563,male
0.056961,0.103019,4.524848,0.337593,0.197673,0.113175,0.048534,0.265193,0.45625,1.851563,male
0.06016,0.102816,2.79263,0.466344,0.193033,0.137609,0.047244,0.27907,1.206581,9.75,male
0.059458,0.097783,4.001734,0.42813,0.19857,0.123698,0.047525,0.277457,0.454385,1.804688,male
0.056793,0.098519,3.577717,0.361181,0.225728,0.116814,0.047059,0.277457,1.262223,6.164063,male
0.061916,0.093915,5.902027,0.5389,0.189576,0.120586,0.046921,0.275862,1.318548,9.234375,male
0.058953,0.093217,4.020002,0.324354,0.252174,0.117905,0.046921,0.272727,1.222592,10.96875,male
0.056074,0.078532,4.355919,0.287709,0.201468,0.112953,0.046921,0.277457,1.019752,10.78125,male
0.064867,0.118887,5.605141,0.465066,0.268521,0.127269,0.047198,0.271186,1.5375,7.007813,male
0.057836,0.092206,4.340606,0.377467,0.218836,0.118711,0.047105,0.277457,0.89446,7.21875,male
0.061455,0.099406,6.374442,0.472934,0.21505,0.114454,0.047856,0.271186,1.147995,5.953125,male
0.066063,0.111498,3.057429,0.582503,0.230525,0.120661,0.047619,0.27907,0.960085,8.0625,male
0.061774,0.106889,3.256364,0.463263,0.276041,0.130267,0.047013,0.27907,1.856618,10.382813,male
0.055136,0.076,5.457945,0.360438,0.198222,0.112663,0.047856,0.277457,0.996842,8.742188,male
0.05718,0.095556,9.477488,0.398213,0.233333,0.127979,0.047337,0.27907,1.146267,7.242188,male
0.060491,0.11301,3.992715,0.393175,0.198241,0.117401,0.047244,0.277457,0.949006,5.296875,male
0.070569,0.124918,11.566791,0.577478,0.255626,0.128908,0.047337,0.27907,1.202206,20.484375,male
0.06327,0.111858,5.026753,0.569762,0.241883,0.133683,0.047904,0.27907,1.174688,8.367188,male
0.062285,0.107515,10.819056,0.539557,0.240616,0.114683,0.047478,0.277457,0.56284,5.460938,male
0.05431,0.090769,5.237955,0.370395,0.199615,0.128651,0.047291,0.27907,1.570313,6.585938,male
0.059264,0.109949,5.648946,0.366502,0.259848,0.131676,0.047904,0.277457,0.460938,2.554688,male
0.05683,0.094535,3.52217,0.379832,0.19628,0.123908,0.047525,0.272727,1.036855,6.023438,male
0.086939,0.145274,5.93578,0.599417,0.277589,0.128292,0.048583,0.27907,1.46131,9.1875,male
0.056555,0.099534,6.88862,0.286311,0.246387,0.126432,0.047198,0.27907,0.589453,6.1875,male
0.059889,0.089541,6.513033,0.45028,0.206972,0.11971,0.046921,0.27907,0.921307,4.476563,male
0.058705,0.113353,4.896696,0.328954,0.260544,0.122496,0.048485,0.27907,0.903942,6.398438,male
0.05574,0.084205,3.813859,0.425658,0.228313,0.130962,0.047013,0.27907,1.43764,6.140625,male
0.054843,0.090455,6.841584,0.250356,0.225316,0.110514,0.047809,0.272727,0.842882,4.429688,male
0.05646,0.103478,3.701668,0.349014,0.196443,0.119088,0.046967,0.275862,1.131204,6.585938,male
0.059267,0.105698,3.23728,0.417277,0.250883,0.119681,0.047105,0.268156,1.101074,5.15625,male
0.060324,0.113291,3.121155,0.397331,0.200051,0.129917,0.048096,0.27907,1.271034,4.898438,male
0.05615,0.080257,10.139554,0.303314,0.247249,0.12282,0.047198,0.27907,0.84942,5.0625,male
0.053151,0.087339,8.698719,0.227555,0.222202,0.136609,0.047856,0.27907,0.881696,6.070313,male
0.055359,0.099077,9.884823,0.294491,0.242556,0.131356,0.047059,0.27907,0.98207,6,male
0.059671,0.11428,6.154369,0.406614,0.259248,0.12477,0.047478,0.27907,0.765067,5.132813,male
0.057447,0.095875,5.502262,0.423014,0.242231,0.130248,0.046921,0.277457,1.463041,6.28125,male
0.060469,0.101818,5.70872,0.410656,0.234965,0.135463,0.047059,0.27907,1.299844,11.367188,male
0.058805,0.102707,6.265021,0.380896,0.26869,0.104783,0.047105,0.274286,1.719769,9.539063,male
0.057683,0.097689,4.493445,0.366638,0.239867,0.11918,0.047337,0.27907,0.916903,7.078125,male
0.058945,0.101359,3.045236,0.425201,0.272569,0.134244,0.046921,0.27907,1.71434,8.8125,male
0.058535,0.096433,3.964651,0.469122,0.248659,0.123764,0.047761,0.27907,0.858507,4.59375,male
0.061517,0.114947,10.76243,0.463175,0.257404,0.111046,0.047952,0.272727,1.166278,11.367188,male
0.060825,0.111023,5.879052,0.38886,0.276093,0.130017,0.047151,0.27907,1.206653,11.390625,male
0.053962,0.094621,3.007737,0.327491,0.269379,0.134786,0.047105,0.274286,0.726563,8.765625,male
0.059887,0.105128,4.134485,0.375769,0.237473,0.119049,0.047105,0.27907,1.441002,11.0625,male
0.057833,0.08656,7.492205,0.482851,0.220261,0.137189,0.046921,0.275862,1.466589,6.421875,male
0.060897,0.074744,10.318722,0.528765,0.161107,0.136946,0.047809,0.275862,0.916932,3.65625,male
0.05974,0.109135,4.116852,0.357593,0.245213,0.133017,0.047198,0.27907,1.477818,6.726563,male
0.058442,0.104893,4.649872,0.337028,0.274841,0.125785,0.047761,0.277457,1.49858,9.867188,male
0.06094,0.112243,5.270863,0.421471,0.26136,0.144152,0.047105,0.27907,1.151634,5.742188,male
0.059408,0.102308,3.438813,0.432531,0.257308,0.126553,0.047761,0.274286,1.313756,5.8125,male
0.058981,0.109505,5.190499,0.337848,0.271683,0.124146,0.047013,0.277457,1.835658,5.976563,male
0.057479,0.091643,6.78862,0.341054,0.250362,0.128239,0.047809,0.27907,0.71804,4.289063,male
0.056171,0.091031,11.243334,0.320214,0.25426,0.12304,0.046967,0.272727,1.707705,11.578125,male
0.059136,0.1148,11.28992,0.392967,0.24045,0.110624,0.047856,0.275862,1.017379,9.1875,male
0.060833,0.11777,8.898583,0.408695,0.25777,0.130035,0.048193,0.27907,1.263281,6.257813,male
0.056058,0.093012,6.137897,0.321172,0.229398,0.113894,0.047291,0.275862,0.516146,2.976563,male
0.054545,0.100205,5.44535,0.338377,0.208562,0.12519,0.047198,0.275862,0.496003,5.015625,male
0.059125,0.117153,8.277156,0.371407,0.246458,0.134224,0.047478,0.26087,1.235085,14.578125,male
0.057396,0.101364,3.541235,0.396078,0.230455,0.135571,0.047809,0.277457,1.306895,6.28125,male
0.05322,0.093205,7.260472,0.339382,0.214411,0.125153,0.047244,0.277457,0.795573,6.046875,male
0.057047,0.109062,6.218785,0.353393,0.205215,0.116158,0.05101,0.266667,0.536133,1.640625,male
0.056685,0.108138,6.111322,0.302582,0.253352,0.12405,0.047059,0.27907,1.309943,7.6875,male
0.062187,0.1225,5.058238,0.392266,0.131486,0.125472,0.047198,0.27907,1.155469,5.085938,male
0.055248,0.103158,4.495481,0.348257,0.230724,0.123986,0.047059,0.275862,1.40625,7.875,male
0.055987,0.099123,5.494938,0.33088,0.23171,0.133929,0.047761,0.272727,1.142708,8.015625,male
0.057716,0.102756,7.846657,0.369606,0.237821,0.124894,0.04829,0.27907,1.907292,8.484375,male
0.059108,0.11397,3.95452,0.372746,0.253735,0.12032,0.046921,0.277457,1.116279,6.234375,male
0.059419,0.111831,3.953758,0.389962,0.220272,0.125343,0.047337,0.272727,1.280401,4.617188,male
0.057609,0.105827,7.871708,0.322959,0.222677,0.138659,0.047525,0.277457,1.199707,8.015625,male
0.057469,0.111049,6.627321,0.382121,0.12142,0.120722,0.04893,0.277457,1.032315,4.804688,male
0.05855,0.102237,6.079223,0.324772,0.211382,0.138987,0.047856,0.27907,1.136958,6.375,male
0.053286,0.090137,9.861357,0.264242,0.232055,0.133339,0.047856,0.263736,1.082261,5.390625,male
0.057873,0.105946,3.791078,0.385365,0.235135,0.128077,0.04829,0.277457,0.928486,6.46875,male
0.05522,0.101494,4.267665,0.367568,0.217679,0.134417,0.047105,0.27907,0.748471,6.46875,male
0.05564,0.080825,4.257557,0.427925,0.160495,0.130937,0.047105,0.277457,1.07134,6.445313,male
0.060888,0.11551,3.468774,0.387203,0.218776,0.133846,0.047013,0.275862,1.443954,6.09375,male
0.055352,0.099917,7.080974,0.268735,0.206805,0.12436,0.051447,0.277457,0.683594,4.59375,male
0.058724,0.111043,3.460094,0.316278,0.223521,0.141119,0.048241,0.277457,1.053571,9.398438,male
0.05798,0.109796,4.559953,0.300784,0.237143,0.124402,0.048241,0.268156,1.240017,8.015625,male
0.057151,0.109388,3.954167,0.316783,0.25551,0.121535,0.05074,0.274286,0.978516,5.273438,male
0.057035,0.106715,8.255809,0.3334,0.210889,0.127889,0.047714,0.277457,1.090144,6.210938,male
0.057378,0.11043,4.616233,0.256309,0.244411,0.120554,0.049281,0.274286,1.032393,5.8125,male
0.056983,0.098391,3.435651,0.353041,0.228046,0.123836,0.047013,0.272727,1.168708,5.4375,male
0.057408,0.111034,4.839692,0.316256,0.222947,0.120371,0.047013,0.27907,0.927455,5.15625,male
0.058942,0.112,6.720521,0.367184,0.2576,0.111458,0.048,0.27907,0.888338,3.960938,male
0.056155,0.104844,4.956173,0.379893,0.223834,0.126774,0.049638,0.27907,0.865809,3.84375,male
0.057938,0.114892,4.027977,0.319752,0.251076,0.121207,0.048048,0.277457,1.325955,5.15625,male
0.058005,0.09641,3.609033,0.403566,0.114359,0.117747,0.047059,0.274286,1.184766,8.625,male
0.059244,0.112487,3.731001,0.318986,0.24007,0.125576,0.047105,0.27907,0.670673,3.796875,male
0.056051,0.093789,14.451888,0.266642,0.215805,0.132016,0.047291,0.27907,1.107677,7.78125,male
0.057834,0.111608,5.287497,0.291057,0.25014,0.124676,0.047244,0.277457,1.468229,21.515625,male
0.054728,0.094286,4.601248,0.325613,0.215238,0.119274,0.047525,0.27907,0.850731,5.320313,male
0.055071,0.094357,4.908253,0.348963,0.22953,0.126507,0.050847,0.27907,0.778888,3.515625,male
0.05726,0.104174,6.102966,0.349812,0.257132,0.125493,0.047856,0.27907,1.192116,5.109375,male
0.058855,0.112998,7.724104,0.320267,0.257763,0.122073,0.047244,0.277457,1.117188,8.085938,male
0.056171,0.106667,5.250872,0.276504,0.233778,0.129463,0.051392,0.277457,1.123402,5.625,male
0.05833,0.107327,7.405759,0.390463,0.11802,0.119594,0.047384,0.277457,0.5,2.953125,male
0.05883,0.113431,3.405238,0.300151,0.240146,0.130253,0.048048,0.27907,1.386541,8.25,male
0.058293,0.112091,4.86042,0.387348,0.250956,0.127914,0.046921,0.27907,0.758333,3.304688,male
0.058959,0.108889,3.569725,0.363369,0.227556,0.139322,0.050473,0.27907,0.792092,4.96875,male
0.058645,0.114019,4.261363,0.344199,0.246729,0.124478,0.047904,0.275862,1.190199,5.882813,male
0.060561,0.117247,7.813419,0.33425,0.256633,0.12914,0.046967,0.268156,1.63919,8.015625,male
0.057401,0.094357,7.3142,0.326233,0.225141,0.131099,0.047059,0.277457,0.780869,4.148438,male
0.05312,0.06402,5.031443,0.391769,0.208241,0.141497,0.050686,0.271186,1.523438,7.523438,male
0.060483,0.116394,5.002659,0.321622,0.255225,0.13574,0.05042,0.275862,1.005632,4.21875,male
0.055813,0.092161,3.697728,0.298507,0.20402,0.132548,0.051064,0.258065,0.790409,3.257813,male
0.060286,0.111019,3.94909,0.364269,0.237643,0.130279,0.047478,0.271186,1.311035,6.820313,male
0.058861,0.113035,5.037667,0.319884,0.109584,0.123877,0.047952,0.27907,0.511949,2.390625,male
0.062084,0.121642,6.349982,0.312727,0.250331,0.123837,0.047337,0.277457,0.822443,4.125,male
0.057016,0.104604,2.627216,0.353845,0.123623,0.143059,0.048387,0.277457,1.173018,5.273438,male
0.060364,0.105,3.204754,0.479158,0.226579,0.129221,0.046967,0.277457,1.024816,5.320313,male
0.056132,0.101013,4.962816,0.312039,0.118143,0.124497,0.047666,0.272727,0.789063,5.390625,male
0.061596,0.113333,3.251373,0.373547,0.276444,0.11822,0.046921,0.27907,1.195791,5.320313,male
0.058998,0.099592,4.698105,0.414762,0.140816,0.137282,0.047809,0.27907,1.078635,4.875,male
0.061894,0.122444,6.788811,0.316993,0.130997,0.124137,0.051447,0.27907,1.64755,8.25,male
0.063133,0.11945,4.492164,0.425155,0.259878,0.129447,0.047478,0.277457,1.621676,17.507813,male
0.060012,0.108763,4.610664,0.375117,0.145645,0.137188,0.047619,0.27907,1.643229,8.15625,male
0.063908,0.102462,4.987761,0.543193,0.224755,0.135787,0.049332,0.277457,0.777644,3.703125,male
0.06815,0.114446,4.568239,0.599018,0.148955,0.133196,0.047105,0.271186,1.479992,21.867188,male
0.062837,0.123795,6.592611,0.322955,0.268311,0.127262,0.050686,0.271186,0.768466,9,male
0.060262,0.114642,5.407981,0.32003,0.139472,0.12019,0.047198,0.265193,0.697115,5.226563,male
0.056614,0.101379,6.492757,0.36238,0.111034,0.1264,0.047105,0.27907,1.521802,8.71875,male
0.054442,0.103385,5.302011,0.342237,0.126359,0.134925,0.047714,0.277457,0.782012,3.28125,male
0.058971,0.113464,7.637563,0.387035,0.238824,0.11768,0.047059,0.268156,1.245916,5.648438,male
0.05645,0.062637,10.954648,0.455424,0.158874,0.145813,0.04913,0.277457,1.848899,8.882813,male
0.065304,0.123478,8.655728,0.396902,0.138261,0.147963,0.051948,0.277457,1.406822,9.46875,male
0.055903,0.093504,2.900995,0.444776,0.153285,0.128891,0.047291,0.275862,1.298564,8.929688,male
0.057107,0.110473,4.876358,0.387642,0.220143,0.121053,0.047478,0.275862,1.092088,7.921875,male
0.060316,0.104904,5.037085,0.374225,0.140386,0.133092,0.050847,0.272727,0.855938,8.71875,male
0.062669,0.106192,5.452466,0.478171,0.157771,0.142627,0.047198,0.27907,1.612926,9,male
0.062973,0.122568,9.547078,0.280634,0.138366,0.12861,0.051557,0.277457,0.510268,1.875,male
0.064755,0.106061,5.891027,0.536623,0.278072,0.127216,0.047478,0.272727,1.957482,9.023438,male
0.063862,0.113015,9.782019,0.422546,0.139769,0.137665,0.048338,0.277457,1.426258,9.117188,male
0.05842,0.114012,6.580429,0.297487,0.257645,0.121381,0.049741,0.255319,0.798943,8.507813,male
0.063001,0.127273,6.681799,0.261759,0.272855,0.12361,0.047291,0.269663,1.190168,7.429688,male
0.06875,0.118381,6.083564,0.62313,0.124258,0.127634,0.047714,0.271186,1.913699,8.882813,male
0.059432,0.114074,4.566551,0.31571,0.248313,0.117966,0.04918,0.252632,1.089489,8.320313,male
0.066958,0.103575,4.276509,0.608689,0.276035,0.138419,0.048048,0.27907,1.474276,8.578125,male
0.0523,0.078604,14.605096,0.390899,0.167405,0.134166,0.047666,0.275862,1.81875,8.414063,male
0.066605,0.125142,8.078101,0.399076,0.277489,0.146308,0.047761,0.27907,1.079654,9.679688,male
0.063315,0.1069,3.684284,0.552206,0.135832,0.124913,0.04883,0.27907,1.436384,8.648438,male
0.061567,0.109511,3.290739,0.439954,0.261333,0.140013,0.051502,0.27907,1.227726,8.789063,male
0.058097,0.104448,4.518897,0.334492,0.24028,0.137307,0.04913,0.275862,2.805246,10.265625,male
0.060901,0.10836,4.885299,0.462239,0.276278,0.14326,0.047431,0.274286,1.70166,9.984375,male
0.064872,0.117997,6.104316,0.443069,0.148946,0.144218,0.050209,0.277457,0.967797,8.460938,male
0.059244,0.110842,4.315597,0.357517,0.125731,0.129154,0.048534,0.274286,0.950684,8.203125,male
0.061889,0.105845,5.678051,0.471991,0.244718,0.132252,0.046921,0.277457,1.752656,12.539063,male
0.066113,0.117807,10.552628,0.409281,0.279585,0.141515,0.048144,0.27907,1.452615,9.75,male
0.063799,0.115405,7.082269,0.416642,0.28,0.117274,0.047572,0.277457,1.962209,9.140625,male
0.062776,0.106628,3.176279,0.494107,0.234419,0.125217,0.047198,0.274286,1.217708,8.671875,male
0.061937,0.121579,10.460664,0.398394,0.257434,0.129164,0.047013,0.271186,1.261623,8.8125,male
0.057748,0.100602,3.455071,0.322392,0.229947,0.12791,0.047105,0.272727,1.850361,8.953125,male
0.061142,0.106522,5.338942,0.41108,0.147609,0.128691,0.047013,0.272727,1.862413,10.289063,male
0.055536,0.089231,6.664198,0.474086,0.146374,0.129256,0.047291,0.268156,1.939328,8.4375,male
0.065589,0.113629,11.225669,0.459133,0.28,0.131644,0.047952,0.274286,0.889583,8.554688,male
0.067481,0.122595,7.443891,0.443123,0.253766,0.135909,0.050209,0.27907,1.090909,7.289063,male
0.062116,0.119269,4.409604,0.369563,0.259525,0.122926,0.047714,0.263736,0.759961,8.484375,male
0.061781,0.118479,5.596352,0.299349,0.277223,0.134915,0.048682,0.27907,0.861328,4.992188,male
0.061626,0.120541,7.249202,0.314099,0.136728,0.128868,0.047525,0.274286,1.464478,7.921875,male
