@relation 'voice-weka.filters.unsupervised.attribute.Remove-V-R1-2,6-7,10-11,13,20-21'

@attribute meanfreq numeric
@attribute sd numeric
@attribute IQR numeric
@attribute skew numeric
@attribute sfm numeric
@attribute mode numeric
@attribute meanfun numeric
@attribute modindx numeric
@attribute label {male,female}

@data
0.156767,0.057688,0.102177,4.022339,0.395987,0.10437,0.103781,0.526004,male
0.154152,0.062903,0.102074,2.967369,0.409561,0.091304,0.095919,0.471092,male
0.149878,0.061349,0.101593,2.535442,0.447821,0.095398,0.099987,0.654164,male
0.150109,0.059022,0.103123,2.611603,0.439216,0.09429,0.100917,0.460202,male
0.149457,0.060192,0.098732,3.292051,0.396658,0.097845,0.10182,0.717593,male
0.152131,0.063066,0.106992,2.72323,0.434983,0.093561,0.091687,0.879503,male
0.151532,0.058071,0.097632,3.523045,0.407681,0.094971,0.095423,0.65087,male
0.157615,0.058151,0.101405,3.106224,0.44845,0.100324,0.103799,0.202961,male
0.151472,0.058072,0.099154,3.132338,0.419743,0.100193,0.102645,0.282751,male
0.155264,0.062908,0.107314,3.299011,0.444301,0.105205,0.097132,0.685596,male
0.156515,0.063931,0.099674,3.465501,0.452212,0.092937,0.107234,0.180671,male
0.155524,0.05928,0.10188,3.354358,0.412756,0.094008,0.099888,0.932374,male
0.151684,0.060858,0.099087,3.413564,0.422863,0.096104,0.102077,0.685693,male
0.153087,0.062742,0.103892,3.493589,0.422655,0.091266,0.104469,0.723744,male
0.151356,0.062224,0.09808,3.886627,0.410619,0.093668,0.100184,0.633132,male
0.151334,0.057378,0.101387,2.907355,0.417326,0.106133,0.111855,0.315443,male
0.147806,0.062466,0.095957,3.262809,0.466958,0.094255,0.089967,0.515873,male
0.147937,0.058078,0.098903,3.946192,0.406526,0.099129,0.099679,0.833448,male
0.159023,0.065191,0.101767,3.229614,0.406344,0.092704,0.093707,0.582566,male
0.155587,0.060045,0.105643,2.458806,0.429374,0.10251,0.100835,0.469205,male
0.151272,0.063319,0.098092,3.535282,0.395373,0.093605,0.094116,0.505942,male
0.148921,0.061142,0.097954,3.290935,0.422697,0.093333,0.092335,0.509797,male
0.168052,0.057332,0.09675,1.287736,0.427081,0.101669,0.107049,0.134397,male
0.163779,0.058915,0.103362,0.844096,0.484771,0.169844,0.109519,0.280374,male
0.178051,0.061258,0.10886,0.704773,0.476213,0.097869,0.1021,0.194763,male
0.159452,0.065155,0.104935,1.846582,0.678931,0.196262,0.102026,0.115803,male
0.167685,0.061149,0.109185,1.302937,0.497412,0.178424,0.09251,0.24498,male
0.16045,0.062498,0.102506,1.628531,0.562567,0.093683,0.095362,0.173078,male
0.167117,0.058039,0.104129,1.931578,0.421615,0.09306,0.094747,0.208764,male
0.158041,0.071937,0.117344,1.516033,0.736562,0.113859,0.094828,0.212523,male
0.163541,0.061634,0.107609,1.426578,0.566975,0.175915,0.094894,0.177775,male
0.162439,0.059944,0.098406,1.123454,0.607524,0.095971,0.095971,0.227421,male
0.160561,0.059973,0.098304,1.615806,0.473016,0.093057,0.093142,0.110344,male
0.170136,0.060067,0.109435,1.802772,0.43756,0.109435,0.095223,0.091431,male
0.168854,0.060913,0.106505,1.246994,0.529282,0.193645,0.101997,0.207139,male
0.17547,0.060201,0.107895,0.813396,0.477383,0.094474,0.094563,0.287558,male
0.168885,0.059112,0.099528,1.84053,0.45665,0.091268,0.102131,0.13961,male
0.159195,0.058804,0.097971,1.641321,0.537197,0.097101,0.107602,0.405641,male
0.165598,0.059191,0.098701,1.300794,0.529781,0.198442,0.090731,0.213098,male
0.157277,0.062267,0.101347,1.71604,0.608264,0.097576,0.088247,0.27381,male
0.165462,0.059223,0.101161,1.320005,0.509378,0.100258,0.10746,0.172249,male
0.169633,0.057877,0.103176,2.48553,0.415658,0.207047,0.096447,0.1325,male
0.166018,0.058283,0.103688,1.350262,0.50935,0.213343,0.097317,0.188178,male
0.169554,0.056787,0.098776,2.649155,0.439121,0.194286,0.089936,0.148459,male
0.165977,0.057358,0.101369,1.144319,0.480574,0.096429,0.095782,0.22352,male
0.158722,0.060709,0.101061,1.538917,0.585031,0.098163,0.093762,0.137463,male
0.162896,0.059464,0.100896,1.769611,0.540446,0.095547,0.099938,0.209282,male
0.164228,0.061163,0.103438,1.283485,0.528957,0.089375,0.090841,0.211656,male
0.165912,0.057054,0.101429,1.662557,0.433663,0.179796,0.098069,0.206661,male
0.165455,0.057518,0.097365,1.299597,0.47587,0.091215,0.093657,0.100952,male
0.168505,0.058454,0.101524,1.129116,0.485339,0.170931,0.095611,0.206736,male
0.165659,0.060267,0.101687,1.806696,0.525731,0.185802,0.088102,0.085555,male
0.166234,0.059915,0.099964,0.968032,0.53574,0.207638,0.110691,0.191372,male
0.158368,0.063235,0.105976,1.24042,0.662516,0.092032,0.101888,0.169274,male
0.172391,0.061313,0.108517,0.831556,0.505929,0.109633,0.096195,0.231143,male
0.166689,0.060383,0.104689,1.251522,0.497156,0.183766,0.093941,0.150504,male
0.163515,0.060055,0.096986,1.038176,0.555714,0.090137,0.104608,0.130865,male
0.1659,0.059151,0.103713,1.484594,0.534496,0.102922,0.106505,0.210996,male
0.169798,0.058299,0.104683,1.412736,0.415544,0.096435,0.095642,0.199175,male
0.171959,0.058045,0.101818,2.074882,0.477426,0.213369,0.095896,0.174249,male
0.153896,0.068373,0.108712,1.97127,0.678546,0.208939,0.106673,0.178089,male
0.175528,0.058275,0.108581,1.22213,0.39212,0.188284,0.097599,0.100358,male
0.165049,0.060078,0.10554,1.577942,0.511419,0.210907,0.096537,0.236631,male
0.166046,0.057188,0.099226,1.529905,0.444206,0.186667,0.095105,0.178901,male
0.162337,0.058206,0.096287,2.127226,0.426868,0.195134,0.095852,0.155348,male
0.167255,0.058456,0.100017,1.087497,0.465095,0.185644,0.102845,0.158713,male
0.167021,0.057011,0.100853,2.312101,0.420416,0.201264,0.100181,0.170199,male
0.166974,0.059212,0.099823,2.466065,0.380135,0.193729,0.099268,0.141313,male
0.168149,0.059979,0.103433,1.089375,0.464072,0.194851,0.102813,0.22163,male
0.171169,0.058155,0.107032,1.520067,0.441864,0.217677,0.090459,0.211491,male
0.165863,0.058406,0.099115,2.218335,0.472284,0.192373,0.098008,0.170643,male
0.163002,0.058707,0.102551,1.550271,0.481643,0.194156,0.108706,0.210836,male
0.166742,0.058613,0.106222,1.509476,0.492509,0.232222,0.112381,0.133957,male
0.161421,0.066231,0.110943,1.870453,0.648565,0.210943,0.103951,0.225608,male
0.169332,0.059449,0.103806,1.111904,0.464443,0.170038,0.098358,0.254022,male
0.169796,0.061886,0.108727,1.442787,0.574297,0.215407,0.106667,0.16337,male
0.176309,0.059555,0.109777,1.49536,0.466217,0.225459,0.106554,0.128947,male
0.172459,0.059078,0.102229,1.47399,0.360737,0.209887,0.09112,0.074115,male
0.170752,0.057957,0.097454,1.387754,0.406652,0.102341,0.108998,0.232593,male
0.164849,0.058072,0.102,1.748303,0.412915,0.1796,0.092866,0.081296,male
0.168243,0.05605,0.097661,1.362941,0.379061,0.193846,0.104901,0.125907,male
0.169342,0.066743,0.117097,1.154277,0.610794,0.100645,0.091426,0.292819,male
0.165553,0.056396,0.1018,2.091552,0.408379,0.205585,0.098589,0.214193,male
0.165439,0.05803,0.095435,2.458537,0.462378,0.184565,0.103017,0.335311,male
0.172235,0.061148,0.105033,0.737618,0.504262,0.097116,0.106114,0.272602,male
0.16658,0.05808,0.103983,2.718282,0.496538,0.105726,0.107544,0.538889,male
0.159347,0.060202,0.099514,1.566082,0.576993,0.18644,0.097704,0.263953,male
0.168424,0.058088,0.106337,1.616606,0.446893,0.184989,0.099661,0.073824,male
0.173225,0.057845,0.101535,1.5547,0.434304,0.211168,0.108406,0.280718,male
0.164942,0.05795,0.098083,0.992801,0.515562,0.100696,0.098031,0.17246,male
0.169951,0.058802,0.100669,1.518671,0.465467,0.093696,0.094131,0.196183,male
0.165341,0.058728,0.099671,1.492307,0.46886,0.094486,0.091481,0.124224,male
0.162047,0.059955,0.101243,1.835464,0.558938,0.088588,0.101179,0.174479,male
0.149864,0.068283,0.113366,1.725931,0.720948,0.08878,0.108321,0.156291,male
0.168317,0.061271,0.108438,1.282387,0.558679,0.205,0.107577,0.163302,male
0.157993,0.059855,0.096459,3.288006,0.454409,0.084402,0.083562,0.235294,male
0.174646,0.063535,0.113497,1.478088,0.541199,0.116492,0.09596,0.13873,male
0.175236,0.058125,0.105,1.621233,0.4495,0.214062,0.109785,0.244025,male
0.173666,0.059837,0.106372,1.392077,0.487285,0.194982,0.10557,0.207054,male
0.161859,0.063808,0.106693,1.595648,0.631759,0.094076,0.096396,0.215278,male
0.161132,0.05833,0.095379,2.173082,0.465252,0.095379,0.093313,0.128797,male
0.167336,0.057891,0.104681,2.292164,0.405275,0.104681,0.093851,0.259789,male
0.162429,0.05926,0.095702,2.0819,0.496574,0.180034,0.086479,0.209821,male
0.173483,0.058914,0.108101,1.280841,0.443394,0.121215,0.095161,0.287246,male
0.164389,0.058062,0.099365,1.631305,0.437833,0.185849,0.103429,0.360694,male
0.168022,0.060113,0.105415,1.167498,0.541345,0.202373,0.110438,0.211436,male
0.18036,0.053766,0.071579,1.473165,0.395065,0.186526,0.132277,0.128314,male
0.191151,0.061364,0.092331,1.623606,0.424339,0.276135,0.131276,0.127586,male
0.176482,0.058527,0.082605,1.750256,0.453263,0.195249,0.136086,0.099374,male
0.182517,0.060163,0.10736,1.002362,0.400688,0.181292,0.115765,0.129979,male
0.173202,0.064381,0.105701,1.5399,0.567318,0.180339,0.104842,0.14608,male
0.175609,0.054744,0.076194,1.703629,0.422329,0.182304,0.111494,0.105593,male
0.173765,0.062098,0.102366,2.179191,0.509159,0.207742,0.143545,0.187095,male
0.168763,0.065099,0.096344,2.140769,0.636394,0.193118,0.123732,0.123889,male
0.184749,0.056475,0.101211,1.781203,0.39023,0.223486,0.137278,0.126825,male
0.180792,0.054554,0.083509,1.879483,0.376618,0.204269,0.121079,0.152481,male
0.184388,0.05721,0.102215,1.431906,0.342121,0.190452,0.109408,0.103387,male
0.178491,0.055165,0.079671,2.57184,0.432742,0.198487,0.125876,0.116057,male
0.184012,0.063713,0.119846,1.545898,0.490398,0.193625,0.123233,0.162082,male
0.19027,0.06096,0.110436,0.807526,0.435852,0.182269,0.129624,0.091002,male
0.179085,0.055681,0.09069,1.245531,0.424564,0.197735,0.114158,0.048631,male
0.185876,0.060596,0.09694,0.801535,0.507903,0.206957,0.135327,0.159569,male
0.181055,0.057149,0.067765,1.715516,0.430192,0.205176,0.121781,0.07634,male
0.180643,0.059385,0.096133,1.009724,0.507142,0.1834,0.123788,0.171688,male
0.183981,0.056717,0.077552,2.013467,0.391708,0.20876,0.122804,0.164302,male
0.192943,0.05785,0.086459,1.313445,0.444268,0.230028,0.11919,0.072258,male
0.172044,0.05668,0.095495,2.134566,0.377553,0.2016,0.110124,0.074898,male
0.173716,0.056888,0.087297,1.716455,0.448023,0.17738,0.119002,0.125148,male
0.173449,0.065077,0.113501,1.545382,0.47477,0.09005,0.127933,0.149465,male
0.170723,0.06243,0.099209,1.138764,0.535215,0.195959,0.122621,0.090463,male
0.188543,0.06014,0.088554,1.36461,0.405334,0.18006,0.11189,0.033654,male
0.170043,0.064568,0.108808,1.909811,0.599683,0.194888,0.121086,0.055352,male
0.180651,0.062565,0.110538,0.975189,0.553038,0.194584,0.125289,0.149005,male
0.178873,0.058085,0.082113,1.867983,0.406653,0.192277,0.11611,0.107527,male
0.174274,0.057816,0.102421,1.932602,0.368086,0.199316,0.117072,0.079036,male
0.17767,0.065541,0.114052,1.595868,0.511311,0.181638,0.113763,0.154923,male
0.182362,0.05816,0.084113,1.98309,0.32594,0.205484,0.11175,0.099194,male
0.175634,0.059548,0.104712,1.326789,0.4536,0.198814,0.124858,0.081641,male
0.178536,0.057605,0.068174,2.532186,0.396396,0.200139,0.133616,0.201587,male
0.172349,0.064659,0.104342,1.801046,0.529761,0.095248,0.121945,0.132951,male
0.164825,0.071676,0.111634,3.173261,0.642715,0.187887,0.126561,0.094979,male
0.174892,0.055032,0.087774,2.040028,0.351681,0.201442,0.112162,0.087485,male
0.168164,0.066334,0.102779,1.637325,0.666764,0.19307,0.131662,0.132177,male
0.171409,0.060725,0.099524,2.048768,0.500631,0.195238,0.117953,0.082481,male
0.178765,0.060927,0.089042,1.367685,0.503261,0.278391,0.112632,0.070951,male
0.177694,0.060016,0.108556,1.556355,0.350958,0.168449,0.117193,0.136842,male
0.179716,0.056663,0.101776,0.852466,0.370795,0.219028,0.11862,0.093263,male
0.173709,0.05989,0.101124,1.087833,0.535186,0.17506,0.119022,0.178197,male
0.173721,0.056625,0.099454,1.291862,0.416446,0.191257,0.120717,0.107167,male
0.178254,0.053752,0.101776,1.912809,0.296863,0.18995,0.114361,0.110749,male
0.166184,0.069486,0.105933,3.465663,0.528209,0.18849,0.114281,0.118837,male
0.178721,0.058594,0.109686,1.09419,0.432669,0.23557,0.118034,0.136331,male
0.168699,0.062555,0.102603,2.053356,0.532074,0.195137,0.130612,0.118554,male
0.166479,0.06118,0.093333,2.481266,0.519853,0.186667,0.113172,0.142239,male
0.170614,0.055681,0.062609,1.942939,0.416499,0.18029,0.124998,0.056871,male
0.182888,0.059898,0.105455,0.838535,0.480908,0.188571,0.147472,0.212164,male
0.173799,0.059243,0.094274,1.968138,0.497888,0.199839,0.128333,0.135591,male
0.176938,0.058304,0.098391,2.269791,0.418024,0.188046,0.125012,0.092479,male
0.177681,0.061212,0.080348,2.264748,0.436254,0.17433,0.129441,0.078927,male
0.167732,0.066225,0.112598,0.822981,0.634648,0.173381,0.126107,0.123384,male
0.181036,0.059325,0.092081,0.981244,0.501282,0.205302,0.112473,0.133216,male
0.174992,0.054608,0.091073,1.833907,0.368655,0.197647,0.106992,0.057669,male
0.177527,0.057601,0.096684,1.513345,0.47395,0.188581,0.121319,0.171409,male
0.176746,0.057544,0.085525,3.889408,0.458455,0.195564,0.145738,0.111688,male
0.171548,0.065805,0.106105,2.971078,0.598326,0.201684,0.122666,0.128571,male
0.175583,0.060828,0.080835,2.147123,0.44241,0.181148,0.108809,0.13967,male
0.182465,0.072545,0.120177,1.732922,0.590015,0.277212,0.124486,0.178471,male
0.160308,0.058925,0.094,1.424574,0.534223,0.187,0.087385,0.299192,male
0.153382,0.070908,0.113505,1.645454,0.735318,0.093493,0.101207,0.484706,male
0.197027,0.060146,0.120235,2.539508,0.320608,0.253647,0.132535,0.13768,male
0.181556,0.065929,0.104625,2.254151,0.547279,0.230689,0.149406,0.194195,male
0.189057,0.073953,0.124962,1.737638,0.564269,0.271528,0.133624,0.081738,male
0.183171,0.064423,0.113054,1.87546,0.520098,0.236237,0.144831,0.087638,male
0.201951,0.059686,0.112089,2.01031,0.351252,0.252975,0.132171,0.063738,male
0.202284,0.061547,0.114309,1.764681,0.356969,0.236436,0.128484,0.139246,male
0.194957,0.062558,0.11799,2.085208,0.356487,0.254742,0.134626,0.097561,male
0.199756,0.059357,0.110847,2.291258,0.309004,0.244746,0.132326,0.092572,male
0.194016,0.058312,0.107134,1.661019,0.323756,0.23561,0.126112,0.107867,male
0.203815,0.062501,0.113105,2.633372,0.4147,0.257526,0.128788,0.126311,male
0.186891,0.065908,0.114192,2.025951,0.455339,0.232273,0.131759,0.055592,male
0.17149,0.070961,0.117015,2.306294,0.594687,0.125373,0.120089,0.073648,male
0.180849,0.066607,0.116115,2.058292,0.536473,0.125669,0.134678,0.06108,male
0.198585,0.058691,0.109303,2.74325,0.371899,0.248061,0.128649,0.070271,male
0.194211,0.057748,0.106589,1.594901,0.306216,0.245564,0.127156,0.128863,male
0.195171,0.06378,0.111924,1.350175,0.455479,0.233713,0.124392,0.12606,male
0.193039,0.058895,0.110303,2.124454,0.370345,0.119141,0.12636,0.059441,male
0.189761,0.059864,0.11795,2.470608,0.332664,0.1295,0.134529,0.07683,male
0.186119,0.058504,0.105845,1.275123,0.361052,0.140751,0.125718,0.056807,male
0.194248,0.066108,0.125543,2.570418,0.472265,0.26288,0.146746,0.115354,male
0.198869,0.061917,0.117218,2.199088,0.386698,0.252441,0.146562,0.103631,male
0.193155,0.066995,0.114021,2.613076,0.462571,0.140361,0.14349,0.108333,male
0.185935,0.062721,0.095877,1.328383,0.498184,0.159796,0.128266,0.080263,male
0.195201,0.061043,0.109356,1.613701,0.345574,0.143805,0.138504,0.133224,male
0.207271,0.05826,0.111793,1.575405,0.24438,0.249982,0.121028,0.06561,male
0.189288,0.068131,0.119055,1.862475,0.483751,0.252661,0.128718,0.086056,male
0.188985,0.06587,0.11828,1.723786,0.471986,0.131613,0.124753,0.06498,male
0.188839,0.05906,0.108784,2.057125,0.372922,0.142838,0.140678,0.109003,male
0.201541,0.062986,0.121627,1.688261,0.346882,0.265508,0.146439,0.088041,male
0.190852,0.053774,0.103133,1.180835,0.314299,0.147,0.130284,0.194872,male
0.183465,0.074338,0.124698,1.710739,0.630813,0.266297,0.154437,0.144271,male
0.18999,0.066268,0.121288,2.29765,0.413779,0.134364,0.13614,0.052863,male
0.190402,0.062087,0.116086,1.53415,0.37864,0.27257,0.123889,0.070419,male
0.19571,0.061262,0.116667,1.705532,0.372033,0.266389,0.14259,0.092322,male
0.192632,0.059166,0.110687,1.461954,0.378217,0.126,0.133211,0.071341,male
0.182869,0.072266,0.121268,1.944517,0.537491,0.245,0.134021,0.092722,male
0.201081,0.059303,0.120775,2.016638,0.270385,0.259645,0.125249,0.070354,male
0.19893,0.060499,0.114959,1.778224,0.340677,0.245474,0.140248,0.119841,male
0.179407,0.058756,0.094062,1.661863,0.453987,0.168984,0.13503,0.088526,male
0.18156,0.078562,0.129348,1.9766,0.551486,0.247536,0.132376,0.05914,male
0.193197,0.057666,0.110991,1.598351,0.317131,0.25427,0.132198,0.158054,male
0.197955,0.057826,0.108625,2.275941,0.316923,0.243616,0.139392,0.100803,male
0.195745,0.062186,0.116838,1.554589,0.335836,0.2275,0.136126,0.084787,male
0.196337,0.058613,0.108141,2.151597,0.376187,0.245897,0.131556,0.046383,male
0.173165,0.071724,0.114646,1.260991,0.639314,0.246047,0.135477,0.121124,male
0.19521,0.062454,0.113623,1.691218,0.330105,0.239871,0.140711,0.072693,male
0.203381,0.056888,0.095373,1.967355,0.38119,0.240411,0.126411,0.099785,male
0.199583,0.060125,0.114834,1.464041,0.358923,0.236021,0.132129,0.052467,male
0.191324,0.062536,0.11739,1.749536,0.439595,0.126069,0.123962,0.085891,male
0.1923,0.06251,0.116865,2.000917,0.400099,0.245656,0.134046,0.073649,male
0.191374,0.060052,0.112079,1.609767,0.345079,0.134101,0.136617,0.158849,male
0.19415,0.058647,0.111288,1.542249,0.274199,0.252846,0.133797,0.06266,male
0.19522,0.070485,0.120556,1.524647,0.516266,0.254236,0.144159,0.128176,male
0.195376,0.059864,0.105869,1.352433,0.423057,0.235036,0.138978,0.047911,male
0.196317,0.055758,0.108025,1.696781,0.319154,0.242407,0.134776,0.151917,male
0.19072,0.059821,0.102281,1.36022,0.467346,0.243438,0.144614,0.094935,male
0.188358,0.057787,0.10993,1.774852,0.38132,0.12669,0.141513,0.082386,male
0.190409,0.068893,0.119671,1.976591,0.496525,0.119671,0.140189,0.119724,male
0.192154,0.05761,0.106133,1.793204,0.333138,0.249067,0.129941,0.082173,male
0.201241,0.060961,0.116956,1.854916,0.293515,0.239858,0.130457,0.101817,male
0.204075,0.063821,0.128963,2.473283,0.255776,0.277095,0.12999,0.116383,male
0.185769,0.057848,0.106715,2.656461,0.322637,0.233249,0.121225,0.103133,male
0.187477,0.060382,0.115829,2.456932,0.353812,0.118222,0.115284,0.097363,male
0.189515,0.061802,0.120066,1.76146,0.358082,0.250331,0.126696,0.155447,male
0.193832,0.058964,0.116161,2.884966,0.259824,0.117461,0.115723,0.110022,male
0.189063,0.059924,0.118428,1.636993,0.254671,0.126352,0.118072,0.129313,male
0.191921,0.065011,0.126402,1.780259,0.301958,0.136361,0.128071,0.112131,male
0.201306,0.061697,0.124983,2.110824,0.294794,0.258685,0.113616,0.093623,male
0.195938,0.058576,0.108273,1.514256,0.322004,0.24223,0.115817,0.066265,male
0.196839,0.061788,0.120458,2.194058,0.27017,0.249886,0.119335,0.090164,male
0.193357,0.060102,0.113015,1.47378,0.290761,0.232949,0.126699,0.158274,male
0.198357,0.061187,0.115683,1.401521,0.296101,0.234199,0.114107,0.13418,male
0.191381,0.06123,0.11619,1.863735,0.297798,0.23381,0.117574,0.069385,male
0.200303,0.061665,0.120794,1.619882,0.313936,0.256245,0.127036,0.179513,male
0.203363,0.060087,0.118089,1.375516,0.234247,0.230181,0.131572,0.128839,male
0.194851,0.060805,0.113457,1.164646,0.285062,0.28,0.12795,0.119417,male
0.200434,0.061835,0.118617,1.665957,0.25821,0.244496,0.11814,0.056815,male
0.195848,0.059568,0.119075,2.043298,0.275661,0.243132,0.124312,0.090039,male
0.195954,0.058996,0.112828,1.521795,0.272303,0.23963,0.124133,0.11781,male
0.19406,0.06324,0.12317,1.621701,0.228162,0.122801,0.12853,0.152414,male
0.197885,0.059483,0.114521,1.270725,0.265144,0.13863,0.123779,0.090336,male
0.193424,0.059779,0.114317,1.963306,0.319014,0.115827,0.129153,0.148332,male
0.187944,0.061099,0.113191,1.441852,0.375838,0.117163,0.12987,0.138346,male
0.200861,0.060701,0.117566,1.716889,0.265427,0.241947,0.129866,0.110214,male
0.19959,0.063526,0.12283,1.412181,0.303123,0.273396,0.117279,0.072929,male
0.197852,0.063805,0.124872,1.521387,0.330403,0.127073,0.120762,0.13938,male
0.194961,0.059433,0.114991,1.883823,0.298725,0.244936,0.127857,0.122509,male
0.193492,0.06171,0.112074,2.559984,0.301941,0.115053,0.120308,0.089777,male
0.186507,0.063279,0.120321,1.855088,0.314426,0.118447,0.129999,0.093437,male
0.179101,0.060701,0.116632,2.044891,0.350055,0.122105,0.11486,0.128816,male
0.191024,0.059709,0.116141,1.949876,0.302066,0.239486,0.130177,0.191805,male
0.192621,0.058555,0.107968,1.853651,0.319341,0.231616,0.123088,0.113925,male
0.199217,0.060648,0.118066,1.368589,0.258821,0.268627,0.118799,0.082265,male
0.189232,0.062371,0.121194,1.797703,0.341227,0.121194,0.133712,0.122029,male
0.194003,0.060349,0.11933,1.541593,0.271228,0.132542,0.129198,0.118497,male
0.18527,0.058979,0.114521,1.427291,0.321227,0.243836,0.123771,0.135916,male
0.194875,0.062717,0.123333,1.770326,0.289835,0.125714,0.124123,0.102974,male
0.192809,0.061932,0.121032,1.652428,0.320893,0.12871,0.142393,0.127936,male
0.182508,0.05856,0.110142,1.717847,0.346787,0.138894,0.13141,0.087053,male
0.189983,0.060065,0.110537,1.406457,0.33316,0.118665,0.122174,0.092663,male
0.189426,0.060371,0.118052,1.345431,0.333551,0.125297,0.127748,0.15811,male
0.191591,0.059662,0.112311,1.745914,0.224701,0.225139,0.118303,0.085323,male
0.198937,0.063053,0.128274,2.168024,0.259881,0.267077,0.131275,0.022487,male
0.185699,0.058112,0.103908,1.46461,0.33036,0.12046,0.136466,0.129035,male
0.188291,0.060757,0.114906,1.924342,0.359334,0.117107,0.130205,0.112298,male
0.186219,0.060036,0.116599,1.967394,0.318323,0.244496,0.117582,0.14073,male
0.185463,0.058779,0.11114,1.744132,0.362197,0.115083,0.118564,0.097931,male
0.191353,0.058749,0.108046,1.589302,0.360257,0.235402,0.130961,0.089068,male
0.18916,0.061119,0.120623,1.946461,0.363159,0.125467,0.12143,0.096611,male
0.17733,0.058267,0.110393,1.838588,0.39068,0.120967,0.115361,0.087394,male
0.186101,0.057408,0.10781,1.187954,0.315567,0.127737,0.13541,0.103907,male
0.183046,0.058199,0.106738,1.502227,0.288528,0.138014,0.121991,0.111193,male
0.194845,0.060449,0.115035,1.743653,0.257295,0.115035,0.122026,0.105483,male
0.189798,0.061813,0.118165,1.531487,0.347968,0.12159,0.119706,0.077121,male
0.198811,0.060896,0.116345,2.171919,0.285795,0.246207,0.13874,0.138876,male
0.190479,0.061816,0.119759,1.163423,0.365046,0.114137,0.126003,0.135188,male
0.185584,0.061472,0.11336,1.171893,0.29826,0.119406,0.128656,0.053925,male
0.195705,0.060049,0.119556,1.950215,0.290546,0.118004,0.118063,0.094335,male
0.191583,0.06103,0.116732,1.154871,0.332871,0.270535,0.129015,0.112986,male
0.188229,0.062654,0.121035,1.870762,0.286869,0.141065,0.131446,0.152575,male
0.174255,0.061938,0.105693,1.455816,0.579929,0.217352,0.126664,0.167498,male
0.184245,0.061242,0.112889,0.727083,0.504383,0.239111,0.116963,0.09482,male
0.184517,0.060655,0.107286,1.150054,0.42544,0.195878,0.121234,0.0848,male
0.185126,0.060227,0.109277,0.944242,0.46535,0.25207,0.118595,0.083095,male
0.179949,0.057513,0.083703,1.191318,0.470492,0.20607,0.119759,0.107426,male
0.179557,0.063853,0.10618,0.693656,0.58514,0.253258,0.126365,0.072477,male
0.191936,0.056961,0.103019,1.325097,0.337593,0.197673,0.113175,0.075937,male
0.18321,0.06016,0.102816,0.757472,0.466344,0.193033,0.137609,0.092697,male
0.187147,0.059458,0.097783,1.187414,0.42813,0.19857,0.123698,0.142468,male
0.190236,0.056793,0.098519,1.093068,0.361181,0.225728,0.116814,0.1011,male
0.180529,0.061916,0.093915,1.578945,0.5389,0.189576,0.120586,0.124857,male
0.204944,0.058953,0.093217,1.26355,0.324354,0.252174,0.117905,0.073174,male
0.194628,0.056074,0.078532,1.269865,0.287709,0.201468,0.112953,0.064249,male
0.19857,0.064867,0.118887,1.665818,0.465066,0.268521,0.127269,0.139262,male
0.186393,0.057836,0.092206,1.218774,0.377467,0.218836,0.118711,0.061335,male
0.189003,0.061455,0.099406,1.620451,0.472934,0.21505,0.114454,0.119684,male
0.180996,0.066063,0.111498,0.894757,0.582503,0.230525,0.120661,0.090796,male
0.189496,0.061774,0.106889,0.924131,0.463263,0.276041,0.130267,0.103815,male
0.184339,0.055136,0.076,1.65534,0.360438,0.198222,0.112663,0.068793,male
0.191782,0.05718,0.095556,2.328114,0.398213,0.233333,0.127979,0.095952,male
0.189995,0.060491,0.11301,1.16015,0.393175,0.198241,0.117401,0.088526,male
0.192989,0.070569,0.124918,2.682818,0.577478,0.255626,0.128908,0.055165,male
0.183886,0.06327,0.111858,1.274873,0.569762,0.241883,0.133683,0.120914,male
0.186643,0.062285,0.107515,2.266485,0.539557,0.240616,0.114683,0.064723,male
0.190589,0.05431,0.090769,1.464558,0.370395,0.199615,0.128651,0.142394,male
0.201403,0.059264,0.109949,1.54477,0.366502,0.259848,0.131676,0.094961,male
0.189253,0.05683,0.094535,0.865943,0.379832,0.19628,0.123908,0.090495,male
0.179678,0.086939,0.145274,1.704785,0.599417,0.277589,0.128292,0.108847,male
0.197688,0.056555,0.099534,1.748615,0.286311,0.246387,0.126432,0.065883,male
0.187692,0.059889,0.089541,1.710997,0.45028,0.206972,0.11971,0.118526,male
0.197889,0.058705,0.113353,1.421407,0.328954,0.260544,0.122496,0.07411,male
0.18622,0.05574,0.084205,1.004209,0.425658,0.228313,0.130962,0.178349,male
0.203858,0.054843,0.090455,1.839251,0.250356,0.225316,0.110514,0.089723,male
0.193322,0.05646,0.103478,1.231102,0.349014,0.196443,0.119088,0.10881,male
0.188941,0.059267,0.105698,0.77982,0.417277,0.250883,0.119681,0.079643,male
0.189991,0.060324,0.113291,0.961993,0.397331,0.200051,0.129917,0.09814,male
0.211378,0.05615,0.080257,2.466231,0.303314,0.247249,0.12282,0.103193,male
0.202644,0.053151,0.087339,2.230655,0.227555,0.222202,0.136609,0.029227,male
0.198476,0.055359,0.099077,2.347196,0.294491,0.242556,0.131356,0.08,male
0.193664,0.059671,0.11428,1.683756,0.406614,0.259248,0.12477,0.073681,male
