@relation 'voice-weka.filters.unsupervised.attribute.Remove-V-R6,10-13,21'

@attribute IQR numeric
@attribute sfm numeric
@attribute mode numeric
@attribute centroid numeric
@attribute meanfun numeric
@attribute label {male,female}

@data
0.110114,0.72489,0.095172,0.148933,0.090796,male
0.11514,0.695731,0.096668,0.147381,0.10293,male
0.133158,0.58601,0,0.13271,0.091647,male
0.162548,0.619477,0,0.115557,0.094867,male
0.142054,0.573355,0,0.133108,0.095087,male
0.169839,0.503555,0,0.133405,0.106904,male
0.162829,0.626267,0,0.126406,0.085909,male
0.141214,0.471193,0,0.130042,0.079667,male
0.173473,0.47278,0,0.128899,0.09035,male
0.100166,0.491839,0,0.138851,0.093863,male
0.078596,0.459351,0,0.133108,0.090806,male
0.119451,0.500551,0,0.135604,0.082046,male
0.100259,0.727164,0.170211,0.129003,0.139353,male
0.114918,0.712792,0.137512,0.12583,0.136684,male
0.099443,0.440613,0.139473,0.169635,0.13041,male
0.056032,0.564341,0.116547,0.145676,0.120921,male
0.073236,0.665345,0.128248,0.150661,0.118407,male
0.160889,0.494854,0,0.137412,0.074021,male
0.140081,0.482367,0,0.148505,0.07818,male
0.180797,0.463574,0,0.129495,0.074482,male
0.123378,0.439875,0,0.141017,0.07161,male
0.196168,0.503365,0,0.124435,0.076402,male
0.134645,0.466323,0,0.140373,0.064367,male
0.126801,0.505871,0,0.142133,0.073123,male
0.13821,0.514852,0,0.13693,0.074692,male
0.162115,0.475373,0,0.129409,0.066564,male
0.138363,0.517811,0,0.141598,0.070249,male
0.127154,0.62518,0.08117,0.155171,0.08169,male
0.130295,0.63499,0.160867,0.16471,0.085799,male
0.105845,0.539666,0.195925,0.169446,0.085485,male
0.114235,0.569749,0.179774,0.171525,0.08549,male
0.117427,0.644403,0.176362,0.165676,0.086315,male
0.114102,0.565059,0.182413,0.175237,0.092577,male
0.134043,0.560883,0.175745,0.173356,0.091687,male
0.1197,0.645684,0.166399,0.167689,0.085795,male
0.116072,0.576871,0.171933,0.177154,0.086956,male
0.107706,0.642862,0.17575,0.167092,0.08217,male
0.148063,0.608108,0,0.13544,0.100477,male
0.124611,0.735872,0.060054,0.111337,0.084689,male
0.117105,0.739691,0.060054,0.12649,0.089792,male
0.11133,0.734525,0.059947,0.143504,0.090472,male
0.12476,0.699169,0.026089,0.098401,0.103,male
0.127537,0.783048,0.060039,0.133789,0.097054,male
0.115645,0.77135,0.060122,0.142108,0.101574,male
0.117871,0.752876,0.060048,0.125047,0.099438,male
0.131345,0.712753,0.059938,0.118012,0.100264,male
0.104593,0.668256,0.060054,0.146409,0.1017,male
0.104354,0.63319,0.060185,0.147246,0.083905,male
0.121072,0.762796,0.01084,0.136545,0.107764,male
0.149023,0.718049,0.003056,0.131649,0.113352,male
0.175939,0.704403,0.006371,0.13662,0.104033,male
0.145683,0.717076,0.111904,0.136358,0.109437,male
0.177605,0.701852,0.006796,0.113998,0.106895,male
0.134815,0.776187,0.093515,0.13428,0.111085,male
0.158992,0.771338,0.007597,0.131287,0.121896,male
0.122783,0.774461,0.110852,0.146211,0.111739,male
0.142247,0.771718,0.007442,0.114048,0.11299,male
0.141757,0.748406,0.100948,0.130484,0.098338,male
0.152596,0.715571,0.131996,0.163449,0.126163,male
0.179369,0.599405,0.134409,0.158352,0.129129,male
0.120686,0.417451,0.258785,0.194226,0.126885,male
0.127056,0.539688,0.261606,0.183167,0.124997,male
0.115617,0.651537,0.28,0.166508,0.111286,male
0.124273,0.4032,0.131575,0.190604,0.128034,male
0.12304,0.62389,0.137366,0.174152,0.12909,male
0.128874,0.562798,0.26223,0.173095,0.132628,male
0.127065,0.524415,0.260847,0.180052,0.131713,male
0.115507,0.463954,0.255793,0.187741,0.132164,male
0.147884,0.61403,0,0.174623,0.114102,male
0.107096,0.543858,0.252976,0.195127,0.132863,male
0.099364,0.617207,0.279703,0.187103,0.131938,male
0.131863,0.573847,0,0.179253,0.123312,male
0.048941,0.551163,0.198432,0.183002,0.171644,male
0.094747,0.446186,0.265387,0.204096,0.130455,male
0.118494,0.516567,0.242048,0.187881,0.122244,male
0.0974,0.337573,0,0.170904,0.117811,male
0.090664,0.35113,0,0.16931,0.115181,male
0.102676,0.336755,0.121839,0.167901,0.094817,male
0.095019,0.340567,0,0.169668,0.103282,male
0.075932,0.342792,0.189534,0.172243,0.094401,male
0.101835,0.336295,0,0.169736,0.125937,male
0.085846,0.369568,0,0.168791,0.104965,male
0.093402,0.333114,0,0.1691,0.102248,male
0.101034,0.359122,0.119824,0.165102,0.085567,male
0.10376,0.279632,0.118256,0.1693,0.102432,male
0.117438,0.701337,0.228705,0.161799,0.098397,male
0.120037,0.783588,0.087532,0.141996,0.09564,male
0.10737,0.661867,0.189401,0.151755,0.098609,male
0.114201,0.7796,0.107322,0.155791,0.11859,male
0.147541,0.776759,0.195884,0.132079,0.110245,male
0.124238,0.755512,0.124702,0.156414,0.116346,male
0.163987,0.768141,0.023064,0.134506,0.106786,male
0.126349,0.704163,0.260249,0.169412,0.111484,male
0.113582,0.705632,0.215141,0.155246,0.099438,male
0.110968,0.753901,0.28,0.149887,0.11471,male
0.128201,0.729219,0.272739,0.159722,0.103969,male
0.126526,0.762334,0.118057,0.157421,0.120527,male
0.114662,0.717781,0.231115,0.170625,0.123096,male
0.145478,0.715838,0.109019,0.113848,0.111043,male
0.117403,0.673122,0.228636,0.167498,0.10426,male
0.115969,0.677622,0.121921,0.165147,0.110623,male
0.125622,0.745048,0.27773,0.146445,0.112855,male
0.106834,0.600748,0.191069,0.169186,0.114004,male
0.154241,0.831347,0.242802,0.136066,0.09925,male
0.121871,0.688634,0.234341,0.157534,0.095537,male
0.111008,0.72172,0.1095,0.156781,0.093388,male
0.127321,0.720682,0.271459,0.159333,0.109994,male
0.101728,0.700491,0.242102,0.164565,0.119315,male
0.138265,0.744773,0.237026,0.146241,0.100752,male
0.132957,0.778517,0.103054,0.138546,0.107425,male
0.124686,0.748328,0.10405,0.141419,0.107725,male
0.116969,0.766288,0.148794,0.135682,0.108887,male
0.115895,0.746184,0.215403,0.161038,0.10393,male
0.152575,0.772289,0.018443,0.112448,0.120959,male
0.111762,0.675391,0.103439,0.155224,0.093939,male
0.101065,0.363008,0,0.162411,0.10105,male
0.143275,0.826099,0.102913,0.12493,0.124463,male
0.138168,0.813088,0.126073,0.141965,0.103187,male
0.131114,0.625043,0.109317,0.176506,0.122958,male
0.106087,0.622826,0.106667,0.160626,0.104068,male
0.123483,0.716882,0.124394,0.156032,0.111528,male
0.114191,0.601207,0.011166,0.074675,0.178503,male
0.150218,0.617675,0.010956,0.092579,0.160002,male
0.136824,0.690904,0.011561,0.101278,0.169234,male
0.130505,0.731009,0.01359,0.091436,0.161466,male
0.138043,0.609028,0.198526,0.137206,0.168194,male
0.083224,0.664616,0.190468,0.15267,0.160876,male
0.055106,0.553174,0.209255,0.171713,0.177866,male
0.126082,0.66067,0.199402,0.143809,0.169236,male
0.084208,0.71483,0.200915,0.152846,0.179051,male
0.092141,0.594163,0.185134,0.151463,0.17777,male
0.116222,0.675556,0,0.138446,0.124298,male
0.121182,0.593444,0.232755,0.157953,0.104608,male
0.134568,0.748813,0.007243,0.097986,0.104386,male
0.155784,0.729774,0,0.141078,0.110159,male
0.119428,0.708361,0,0.146506,0.120496,male
0.111525,0.65743,0,0.158623,0.10374,male
0.110636,0.667946,0,0.159792,0.111994,male
0.16766,0.715289,0,0.113669,0.114494,male
0.115572,0.671322,0,0.151171,0.113307,male
0.121013,0.678299,0,0.161333,0.124322,male
0.091554,0.598873,0.100587,0.12748,0.071739,male
0.109975,0.556836,0.110446,0.155193,0.101183,male
0.100472,0.552073,0.09807,0.146755,0.0957,male
0.114506,0.631026,0.108241,0.155219,0.101876,male
0.071489,0.213013,0.193803,0.165369,0.115972,male
0.097367,0.249337,0.122686,0.174186,0.125268,male
0.083452,0.213391,0.135776,0.171727,0.120801,male
0.089589,0.205177,0.125677,0.176459,0.114119,male
0.090615,0.23436,0.120065,0.177695,0.115067,male
0.08821,0.229564,0.198994,0.176352,0.117233,male
0.099155,0.389775,0.094498,0.156121,0.099671,male
0.105712,0.424896,0.089992,0.152186,0.097133,male
0.100266,0.398488,0.093917,0.152267,0.095382,male
0.099642,0.41603,0.093485,0.149791,0.102147,male
0.098384,0.42165,0.09474,0.155785,0.099036,male
0.105727,0.489013,0.103858,0.156147,0.11041,male
0.098034,0.418336,0.0949,0.149948,0.094895,male
0.10526,0.438488,0.094872,0.159003,0.10036,male
0.099654,0.315548,0.098847,0.159321,0.100271,male
0.098721,0.377501,0.09195,0.15624,0.098263,male
0.098034,0.358091,0.09781,0.150052,0.096564,male
0.101047,0.401103,0.101277,0.150672,0.097339,male
0.099896,0.4032,0.098031,0.151922,0.109456,male
0.10311,0.424031,0.098598,0.153063,0.109356,male
0.097967,0.412893,0.095361,0.15014,0.09949,male
0.106125,0.418999,0.105178,0.155867,0.102148,male
0.098227,0.416014,0.093471,0.15513,0.096316,male
0.100208,0.445363,0.099583,0.153817,0.105999,male
0.100645,0.39098,0.10043,0.153716,0.096178,male
0.097213,0.409349,0.090139,0.153085,0.092268,male
0.100598,0.420846,0.095344,0.157644,0.097985,male
0.108084,0.411582,0.087487,0.155181,0.079302,male
0.101798,0.422901,0.099828,0.153943,0.096415,male
0.100962,0.4084,0.100064,0.153965,0.095803,male
0.100255,0.424736,0.096479,0.157915,0.094728,male
0.113245,0.394809,0.091796,0.162173,0.093961,male
0.098589,0.391122,0.093964,0.156166,0.095125,male
0.110606,0.421144,0.106191,0.162065,0.095149,male
0.096662,0.411598,0.094265,0.152737,0.090786,male
0.101511,0.42659,0.101511,0.154292,0.09849,male
0.102177,0.395987,0.10437,0.156767,0.103781,male
0.102074,0.409561,0.091304,0.154152,0.095919,male
0.101593,0.447821,0.095398,0.149878,0.099987,male
0.103123,0.439216,0.09429,0.150109,0.100917,male
0.098732,0.396658,0.097845,0.149457,0.10182,male
0.106992,0.434983,0.093561,0.152131,0.091687,male
0.097632,0.407681,0.094971,0.151532,0.095423,male
0.101405,0.44845,0.100324,0.157615,0.103799,male
0.099154,0.419743,0.100193,0.151472,0.102645,male
0.107314,0.444301,0.105205,0.155264,0.097132,male
0.099674,0.452212,0.092937,0.156515,0.107234,male
0.10188,0.412756,0.094008,0.155524,0.099888,male
0.099087,0.422863,0.096104,0.151684,0.102077,male
0.103892,0.422655,0.091266,0.153087,0.104469,male
0.09808,0.410619,0.093668,0.151356,0.100184,male
0.101387,0.417326,0.106133,0.151334,0.111855,male
0.095957,0.466958,0.094255,0.147806,0.089967,male
0.098903,0.406526,0.099129,0.147937,0.099679,male
0.101767,0.406344,0.092704,0.159023,0.093707,male
0.105643,0.429374,0.10251,0.155587,0.100835,male
0.098092,0.395373,0.093605,0.151272,0.094116,male
0.097954,0.422697,0.093333,0.148921,0.092335,male
0.09675,0.427081,0.101669,0.168052,0.107049,male
0.103362,0.484771,0.169844,0.163779,0.109519,male
0.10886,0.476213,0.097869,0.178051,0.1021,male
0.104935,0.678931,0.196262,0.159452,0.102026,male
0.109185,0.497412,0.178424,0.167685,0.09251,male
0.102506,0.562567,0.093683,0.16045,0.095362,male
0.104129,0.421615,0.09306,0.167117,0.094747,male
0.117344,0.736562,0.113859,0.158041,0.094828,male
0.107609,0.566975,0.175915,0.163541,0.094894,male
0.098406,0.607524,0.095971,0.162439,0.095971,male
0.098304,0.473016,0.093057,0.160561,0.093142,male
0.109435,0.43756,0.109435,0.170136,0.095223,male
0.106505,0.529282,0.193645,0.168854,0.101997,male
0.107895,0.477383,0.094474,0.17547,0.094563,male
0.099528,0.45665,0.091268,0.168885,0.102131,male
0.097971,0.537197,0.097101,0.159195,0.107602,male
0.098701,0.529781,0.198442,0.165598,0.090731,male
0.101347,0.608264,0.097576,0.157277,0.088247,male
0.101161,0.509378,0.100258,0.165462,0.10746,male
0.103176,0.415658,0.207047,0.169633,0.096447,male
0.103688,0.50935,0.213343,0.166018,0.097317,male
0.098776,0.439121,0.194286,0.169554,0.089936,male
0.101369,0.480574,0.096429,0.165977,0.095782,male
0.101061,0.585031,0.098163,0.158722,0.093762,male
0.100896,0.540446,0.095547,0.162896,0.099938,male
0.103438,0.528957,0.089375,0.164228,0.090841,male
0.101429,0.433663,0.179796,0.165912,0.098069,male
0.097365,0.47587,0.091215,0.165455,0.093657,male
0.101524,0.485339,0.170931,0.168505,0.095611,male
0.101687,0.525731,0.185802,0.165659,0.088102,male
0.099964,0.53574,0.207638,0.166234,0.110691,male
0.105976,0.662516,0.092032,0.158368,0.101888,male
0.108517,0.505929,0.109633,0.172391,0.096195,male
0.104689,0.497156,0.183766,0.166689,0.093941,male
0.096986,0.555714,0.090137,0.163515,0.104608,male
0.103713,0.534496,0.102922,0.1659,0.106505,male
0.104683,0.415544,0.096435,0.169798,0.095642,male
0.101818,0.477426,0.213369,0.171959,0.095896,male
0.108712,0.678546,0.208939,0.153896,0.106673,male
0.108581,0.39212,0.188284,0.175528,0.097599,male
0.10554,0.511419,0.210907,0.165049,0.096537,male
0.099226,0.444206,0.186667,0.166046,0.095105,male
0.096287,0.426868,0.195134,0.162337,0.095852,male
0.100017,0.465095,0.185644,0.167255,0.102845,male
0.100853,0.420416,0.201264,0.167021,0.100181,male
0.099823,0.380135,0.193729,0.166974,0.099268,male
0.103433,0.464072,0.194851,0.168149,0.102813,male
0.107032,0.441864,0.217677,0.171169,0.090459,male
0.099115,0.472284,0.192373,0.165863,0.098008,male
0.102551,0.481643,0.194156,0.163002,0.108706,male
0.106222,0.492509,0.232222,0.166742,0.112381,male
0.110943,0.648565,0.210943,0.161421,0.103951,male
0.103806,0.464443,0.170038,0.169332,0.098358,male
0.108727,0.574297,0.215407,0.169796,0.106667,male
0.109777,0.466217,0.225459,0.176309,0.106554,male
0.102229,0.360737,0.209887,0.172459,0.09112,male
0.097454,0.406652,0.102341,0.170752,0.108998,male
0.102,0.412915,0.1796,0.164849,0.092866,male
0.097661,0.379061,0.193846,0.168243,0.104901,male
0.117097,0.610794,0.100645,0.169342,0.091426,male
0.1018,0.408379,0.205585,0.165553,0.098589,male
0.095435,0.462378,0.184565,0.165439,0.103017,male
0.105033,0.504262,0.097116,0.172235,0.106114,male
0.103983,0.496538,0.105726,0.16658,0.107544,male
0.099514,0.576993,0.18644,0.159347,0.097704,male
0.106337,0.446893,0.184989,0.168424,0.099661,male
0.101535,0.434304,0.211168,0.173225,0.108406,male
0.098083,0.515562,0.100696,0.164942,0.098031,male
0.100669,0.465467,0.093696,0.169951,0.094131,male
0.099671,0.46886,0.094486,0.165341,0.091481,male
0.101243,0.558938,0.088588,0.162047,0.101179,male
0.113366,0.720948,0.08878,0.149864,0.108321,male
0.108438,0.558679,0.205,0.168317,0.107577,male
0.096459,0.454409,0.084402,0.157993,0.083562,male
0.113497,0.541199,0.116492,0.174646,0.09596,male
0.105,0.4495,0.214062,0.175236,0.109785,male
0.106372,0.487285,0.194982,0.173666,0.10557,male
0.106693,0.631759,0.094076,0.161859,0.096396,male
0.095379,0.465252,0.095379,0.161132,0.093313,male
0.104681,0.405275,0.104681,0.167336,0.093851,male
0.095702,0.496574,0.180034,0.162429,0.086479,male
0.108101,0.443394,0.121215,0.173483,0.095161,male
0.099365,0.437833,0.185849,0.164389,0.103429,male
0.105415,0.541345,0.202373,0.168022,0.110438,male
0.071579,0.395065,0.186526,0.18036,0.132277,male
0.092331,0.424339,0.276135,0.191151,0.131276,male
0.082605,0.453263,0.195249,0.176482,0.136086,male
0.10736,0.400688,0.181292,0.182517,0.115765,male
0.105701,0.567318,0.180339,0.173202,0.104842,male
0.076194,0.422329,0.182304,0.175609,0.111494,male
0.102366,0.509159,0.207742,0.173765,0.143545,male
0.096344,0.636394,0.193118,0.168763,0.123732,male
0.101211,0.39023,0.223486,0.184749,0.137278,male
0.083509,0.376618,0.204269,0.180792,0.121079,male
0.102215,0.342121,0.190452,0.184388,0.109408,male
0.079671,0.432742,0.198487,0.178491,0.125876,male
0.119846,0.490398,0.193625,0.184012,0.123233,male
0.110436,0.435852,0.182269,0.19027,0.129624,male
0.09069,0.424564,0.197735,0.179085,0.114158,male
0.09694,0.507903,0.206957,0.185876,0.135327,male
0.067765,0.430192,0.205176,0.181055,0.121781,male
0.096133,0.507142,0.1834,0.180643,0.123788,male
0.077552,0.391708,0.20876,0.183981,0.122804,male
0.086459,0.444268,0.230028,0.192943,0.11919,male
0.095495,0.377553,0.2016,0.172044,0.110124,male
0.087297,0.448023,0.17738,0.173716,0.119002,male
0.113501,0.47477,0.09005,0.173449,0.127933,male
0.099209,0.535215,0.195959,0.170723,0.122621,male
0.088554,0.405334,0.18006,0.188543,0.11189,male
0.108808,0.599683,0.194888,0.170043,0.121086,male
0.110538,0.553038,0.194584,0.180651,0.125289,male
0.082113,0.406653,0.192277,0.178873,0.11611,male
0.102421,0.368086,0.199316,0.174274,0.117072,male
0.114052,0.511311,0.181638,0.17767,0.113763,male
0.084113,0.32594,0.205484,0.182362,0.11175,male
0.104712,0.4536,0.198814,0.175634,0.124858,male
0.068174,0.396396,0.200139,0.178536,0.133616,male
0.104342,0.529761,0.095248,0.172349,0.121945,male
0.111634,0.642715,0.187887,0.164825,0.126561,male
0.087774,0.351681,0.201442,0.174892,0.112162,male
0.102779,0.666764,0.19307,0.168164,0.131662,male
0.099524,0.500631,0.195238,0.171409,0.117953,male
0.089042,0.503261,0.278391,0.178765,0.112632,male
0.108556,0.350958,0.168449,0.177694,0.117193,male
0.101776,0.370795,0.219028,0.179716,0.11862,male
0.101124,0.535186,0.17506,0.173709,0.119022,male
0.099454,0.416446,0.191257,0.173721,0.120717,male
0.101776,0.296863,0.18995,0.178254,0.114361,male
0.105933,0.528209,0.18849,0.166184,0.114281,male
0.109686,0.432669,0.23557,0.178721,0.118034,male
0.102603,0.532074,0.195137,0.168699,0.130612,male
0.093333,0.519853,0.186667,0.166479,0.113172,male
0.062609,0.416499,0.18029,0.170614,0.124998,male
0.105455,0.480908,0.188571,0.182888,0.147472,male
0.094274,0.497888,0.199839,0.173799,0.128333,male
0.098391,0.418024,0.188046,0.176938,0.125012,male
0.080348,0.436254,0.17433,0.177681,0.129441,male
0.112598,0.634648,0.173381,0.167732,0.126107,male
0.092081,0.501282,0.205302,0.181036,0.112473,male
0.091073,0.368655,0.197647,0.174992,0.106992,male
0.096684,0.47395,0.188581,0.177527,0.121319,male
0.085525,0.458455,0.195564,0.176746,0.145738,male
0.106105,0.598326,0.201684,0.171548,0.122666,male
0.080835,0.44241,0.181148,0.175583,0.108809,male
0.120177,0.590015,0.277212,0.182465,0.124486,male
0.094,0.534223,0.187,0.160308,0.087385,male
0.113505,0.735318,0.093493,0.153382,0.101207,male
0.120235,0.320608,0.253647,0.197027,0.132535,male
0.104625,0.547279,0.230689,0.181556,0.149406,male
0.124962,0.564269,0.271528,0.189057,0.133624,male
0.113054,0.520098,0.236237,0.183171,0.144831,male
0.112089,0.351252,0.252975,0.201951,0.132171,male
0.114309,0.356969,0.236436,0.202284,0.128484,male
0.11799,0.356487,0.254742,0.194957,0.134626,male
0.110847,0.309004,0.244746,0.199756,0.132326,male
0.107134,0.323756,0.23561,0.194016,0.126112,male
0.113105,0.4147,0.257526,0.203815,0.128788,male
0.114192,0.455339,0.232273,0.186891,0.131759,male
0.117015,0.594687,0.125373,0.17149,0.120089,male
0.116115,0.536473,0.125669,0.180849,0.134678,male
0.109303,0.371899,0.248061,0.198585,0.128649,male
0.106589,0.306216,0.245564,0.194211,0.127156,male
0.111924,0.455479,0.233713,0.195171,0.124392,male
0.110303,0.370345,0.119141,0.193039,0.12636,male
0.11795,0.332664,0.1295,0.189761,0.134529,male
0.105845,0.361052,0.140751,0.186119,0.125718,male
0.125543,0.472265,0.26288,0.194248,0.146746,male
0.117218,0.386698,0.252441,0.198869,0.146562,male
0.114021,0.462571,0.140361,0.193155,0.14349,male
0.095877,0.498184,0.159796,0.185935,0.128266,male
0.109356,0.345574,0.143805,0.195201,0.138504,male
0.111793,0.24438,0.249982,0.207271,0.121028,male
0.119055,0.483751,0.252661,0.189288,0.128718,male
0.11828,0.471986,0.131613,0.188985,0.124753,male
0.108784,0.372922,0.142838,0.188839,0.140678,male
0.121627,0.346882,0.265508,0.201541,0.146439,male
0.103133,0.314299,0.147,0.190852,0.130284,male
0.124698,0.630813,0.266297,0.183465,0.154437,male
0.121288,0.413779,0.134364,0.18999,0.13614,male
0.116086,0.37864,0.27257,0.190402,0.123889,male
0.116667,0.372033,0.266389,0.19571,0.14259,male
0.110687,0.378217,0.126,0.192632,0.133211,male
0.121268,0.537491,0.245,0.182869,0.134021,male
0.120775,0.270385,0.259645,0.201081,0.125249,male
0.114959,0.340677,0.245474,0.19893,0.140248,male
0.094062,0.453987,0.168984,0.179407,0.13503,male
0.129348,0.551486,0.247536,0.18156,0.132376,male
0.110991,0.317131,0.25427,0.193197,0.132198,male
0.108625,0.316923,0.243616,0.197955,0.139392,male
0.116838,0.335836,0.2275,0.195745,0.136126,male
0.108141,0.376187,0.245897,0.196337,0.131556,male
0.114646,0.639314,0.246047,0.173165,0.135477,male
0.113623,0.330105,0.239871,0.19521,0.140711,male
0.095373,0.38119,0.240411,0.203381,0.126411,male
0.114834,0.358923,0.236021,0.199583,0.132129,male
0.11739,0.439595,0.126069,0.191324,0.123962,male
0.116865,0.400099,0.245656,0.1923,0.134046,male
0.112079,0.345079,0.134101,0.191374,0.136617,male
0.111288,0.274199,0.252846,0.19415,0.133797,male
0.120556,0.516266,0.254236,0.19522,0.144159,male
0.105869,0.423057,0.235036,0.195376,0.138978,male
0.108025,0.319154,0.242407,0.196317,0.134776,male
0.102281,0.467346,0.243438,0.19072,0.144614,male
0.10993,0.38132,0.12669,0.188358,0.141513,male
0.119671,0.496525,0.119671,0.190409,0.140189,male
0.106133,0.333138,0.249067,0.192154,0.129941,male
0.116956,0.293515,0.239858,0.201241,0.130457,male
0.128963,0.255776,0.277095,0.204075,0.12999,male
0.106715,0.322637,0.233249,0.185769,0.121225,male
0.115829,0.353812,0.118222,0.187477,0.115284,male
0.120066,0.358082,0.250331,0.189515,0.126696,male
0.116161,0.259824,0.117461,0.193832,0.115723,male
0.118428,0.254671,0.126352,0.189063,0.118072,male
0.126402,0.301958,0.136361,0.191921,0.128071,male
0.124983,0.294794,0.258685,0.201306,0.113616,male
0.108273,0.322004,0.24223,0.195938,0.115817,male
0.120458,0.27017,0.249886,0.196839,0.119335,male
0.113015,0.290761,0.232949,0.193357,0.126699,male
0.115683,0.296101,0.234199,0.198357,0.114107,male
0.11619,0.297798,0.23381,0.191381,0.117574,male
0.120794,0.313936,0.256245,0.200303,0.127036,male
0.118089,0.234247,0.230181,0.203363,0.131572,male
0.113457,0.285062,0.28,0.194851,0.12795,male
0.118617,0.25821,0.244496,0.200434,0.11814,male
0.119075,0.275661,0.243132,0.195848,0.124312,male
0.112828,0.272303,0.23963,0.195954,0.124133,male
0.12317,0.228162,0.122801,0.19406,0.12853,male
0.114521,0.265144,0.13863,0.197885,0.123779,male
0.114317,0.319014,0.115827,0.193424,0.129153,male
0.113191,0.375838,0.117163,0.187944,0.12987,male
0.117566,0.265427,0.241947,0.200861,0.129866,male
0.12283,0.303123,0.273396,0.19959,0.117279,male
0.124872,0.330403,0.127073,0.197852,0.120762,male
0.114991,0.298725,0.244936,0.194961,0.127857,male
0.112074,0.301941,0.115053,0.193492,0.120308,male
0.120321,0.314426,0.118447,0.186507,0.129999,male
0.116632,0.350055,0.122105,0.179101,0.11486,male
0.116141,0.302066,0.239486,0.191024,0.130177,male
0.107968,0.319341,0.231616,0.192621,0.123088,male
0.118066,0.258821,0.268627,0.199217,0.118799,male
0.121194,0.341227,0.121194,0.189232,0.133712,male
0.11933,0.271228,0.132542,0.194003,0.129198,male
0.114521,0.321227,0.243836,0.18527,0.123771,male
0.123333,0.289835,0.125714,0.194875,0.124123,male
0.121032,0.320893,0.12871,0.192809,0.142393,male
0.110142,0.346787,0.138894,0.182508,0.13141,male
0.110537,0.33316,0.118665,0.189983,0.122174,male
0.118052,0.333551,0.125297,0.189426,0.127748,male
0.112311,0.224701,0.225139,0.191591,0.118303,male
0.128274,0.259881,0.267077,0.198937,0.131275,male
0.103908,0.33036,0.12046,0.185699,0.136466,male
0.114906,0.359334,0.117107,0.188291,0.130205,male
0.116599,0.318323,0.244496,0.186219,0.117582,male
0.11114,0.362197,0.115083,0.185463,0.118564,male
0.108046,0.360257,0.235402,0.191353,0.130961,male
0.120623,0.363159,0.125467,0.18916,0.12143,male
0.110393,0.39068,0.120967,0.17733,0.115361,male
0.10781,0.315567,0.127737,0.186101,0.13541,male
0.106738,0.288528,0.138014,0.183046,0.121991,male
0.115035,0.257295,0.115035,0.194845,0.122026,male
0.118165,0.347968,0.12159,0.189798,0.119706,male
0.116345,0.285795,0.246207,0.198811,0.13874,male
0.119759,0.365046,0.114137,0.190479,0.126003,male
0.11336,0.29826,0.119406,0.185584,0.128656,male
0.119556,0.290546,0.118004,0.195705,0.118063,male
0.116732,0.332871,0.270535,0.191583,0.129015,male
0.121035,0.286869,0.141065,0.188229,0.131446,male
0.105693,0.579929,0.217352,0.174255,0.126664,male
0.112889,0.504383,0.239111,0.184245,0.116963,male
0.107286,0.42544,0.195878,0.184517,0.121234,male
0.109277,0.46535,0.25207,0.185126,0.118595,male
0.083703,0.470492,0.20607,0.179949,0.119759,male
0.10618,0.58514,0.253258,0.179557,0.126365,male
0.103019,0.337593,0.197673,0.191936,0.113175,male
0.102816,0.466344,0.193033,0.18321,0.137609,male
0.097783,0.42813,0.19857,0.187147,0.123698,male
0.098519,0.361181,0.225728,0.190236,0.116814,male
0.093915,0.5389,0.189576,0.180529,0.120586,male
0.093217,0.324354,0.252174,0.204944,0.117905,male
0.078532,0.287709,0.201468,0.194628,0.112953,male
0.118887,0.465066,0.268521,0.19857,0.127269,male
0.092206,0.377467,0.218836,0.186393,0.118711,male
0.099406,0.472934,0.21505,0.189003,0.114454,male
0.111498,0.582503,0.230525,0.180996,0.120661,male
0.106889,0.463263,0.276041,0.189496,0.130267,male
0.076,0.360438,0.198222,0.184339,0.112663,male
0.095556,0.398213,0.233333,0.191782,0.127979,male
0.11301,0.393175,0.198241,0.189995,0.117401,male
0.124918,0.577478,0.255626,0.192989,0.128908,male
0.111858,0.569762,0.241883,0.183886,0.133683,male
0.107515,0.539557,0.240616,0.186643,0.114683,male
0.090769,0.370395,0.199615,0.190589,0.128651,male
0.109949,0.366502,0.259848,0.201403,0.131676,male
0.094535,0.379832,0.19628,0.189253,0.123908,male
0.145274,0.599417,0.277589,0.179678,0.128292,male
0.099534,0.286311,0.246387,0.197688,0.126432,male
0.089541,0.45028,0.206972,0.187692,0.11971,male
0.113353,0.328954,0.260544,0.197889,0.122496,male
0.084205,0.425658,0.228313,0.18622,0.130962,male
0.090455,0.250356,0.225316,0.203858,0.110514,male
0.103478,0.349014,0.196443,0.193322,0.119088,male
0.105698,0.417277,0.250883,0.188941,0.119681,male
0.113291,0.397331,0.200051,0.189991,0.129917,male
0.080257,0.303314,0.247249,0.211378,0.12282,male
0.087339,0.227555,0.222202,0.202644,0.136609,male
0.099077,0.294491,0.242556,0.198476,0.131356,male
0.11428,0.406614,0.259248,0.193664,0.12477,male
0.095875,0.423014,0.242231,0.192668,0.130248,male
0.101818,0.410656,0.234965,0.19673,0.135463,male
0.102707,0.380896,0.26869,0.204842,0.104783,male
0.097689,0.366638,0.239867,0.200977,0.11918,male
0.101359,0.425201,0.272569,0.19234,0.134244,male
0.096433,0.469122,0.248659,0.19322,0.123764,male
0.114947,0.463175,0.257404,0.194966,0.111046,male
0.111023,0.38886,0.276093,0.198727,0.130017,male
0.094621,0.327491,0.269379,0.195424,0.134786,male
