@relation 'voice-weka.filters.unsupervised.attribute.Remove-V-R6,9-10,13,17,21'

@attribute IQR numeric
@attribute sp.ent numeric
@attribute sfm numeric
@attribute meanfun numeric
@attribute mindom numeric
@attribute label {male,female}

@data
0.127404,0.929504,0.58209,0.130284,0.007813,male
0.093976,0.93658,0.566637,0.117122,0.007813,male
0.137309,0.949458,0.659317,0.116985,0.007813,male
0.125843,0.943545,0.627002,0.128543,0.007813,male
0.106433,0.964298,0.730375,0.102371,0.023438,male
0.1149,0.965827,0.737769,0.084839,0.007813,male
0.113281,0.953487,0.667288,0.088671,0.007813,male
0.108961,0.950159,0.648723,0.093508,0.007813,male
0.104956,0.963083,0.727169,0.09586,0.007813,male
0.111688,0.95933,0.708367,0.096817,0.007813,male
0.110114,0.96397,0.72489,0.090796,0.007813,male
0.11514,0.957589,0.695731,0.10293,0.015625,male
0.133158,0.912579,0.58601,0.091647,0.007813,male
0.162548,0.922941,0.619477,0.094867,0.007813,male
0.142054,0.907382,0.573355,0.095087,0.007813,male
0.169839,0.888299,0.503555,0.106904,0.007813,male
0.162829,0.911996,0.626267,0.085909,0.007813,male
0.141214,0.862424,0.471193,0.079667,0.007813,male
0.173473,0.865278,0.47278,0.09035,0.007813,male
0.100166,0.887582,0.491839,0.093863,0.007813,male
0.078596,0.875579,0.459351,0.090806,0.007813,male
0.119451,0.88704,0.500551,0.082046,0.007813,male
0.100259,0.964036,0.727164,0.139353,0.03125,male
0.114918,0.967389,0.712792,0.136684,0.007813,male
0.099443,0.918329,0.440613,0.13041,0.117188,male
0.056032,0.935388,0.564341,0.120921,0.023438,male
0.073236,0.954526,0.665345,0.118407,0.007813,male
0.160889,0.833948,0.494854,0.074021,0.007813,male
0.140081,0.853311,0.482367,0.07818,0.007813,male
0.180797,0.814499,0.463574,0.074482,0.007813,male
0.123378,0.844113,0.439875,0.07161,0.007813,male
0.196168,0.815757,0.503365,0.076402,0.007813,male
0.134645,0.842626,0.466323,0.064367,0.007813,male
0.126801,0.855927,0.505871,0.073123,0.007813,male
0.13821,0.851999,0.514852,0.074692,0.007813,male
0.162115,0.821235,0.475373,0.066564,0.007813,male
0.138363,0.853837,0.517811,0.070249,0.007813,male
0.127154,0.944387,0.62518,0.08169,0.007813,male
0.130295,0.947678,0.63499,0.085799,0.007813,male
0.105845,0.923859,0.539666,0.085485,0.007813,male
0.114235,0.937555,0.569749,0.08549,0.0625,male
0.117427,0.946567,0.644403,0.086315,0.007813,male
0.114102,0.942771,0.565059,0.092577,0.007813,male
0.134043,0.926939,0.560883,0.091687,0.007813,male
0.1197,0.951842,0.645684,0.085795,0.007813,male
0.116072,0.945122,0.576871,0.086956,0.03125,male
0.107706,0.952904,0.642862,0.08217,0.070313,male
0.148063,0.917047,0.608108,0.100477,0.007813,male
0.124611,0.962835,0.735872,0.084689,0.007813,male
0.117105,0.961528,0.739691,0.089792,0.007813,male
0.11133,0.961517,0.734525,0.090472,0.007813,male
0.12476,0.956937,0.699169,0.103,0.015625,male
0.127537,0.973127,0.783048,0.097054,0.03125,male
0.115645,0.970401,0.77135,0.101574,0.007813,male
0.117871,0.966506,0.752876,0.099438,0.023438,male
0.131345,0.959288,0.712753,0.100264,0.007813,male
0.104593,0.949021,0.668256,0.1017,0.054688,male
0.104354,0.940379,0.63319,0.083905,0.007813,male
0.121072,0.968367,0.762796,0.107764,0.007813,male
0.149023,0.957859,0.718049,0.113352,0.007813,male
0.175939,0.961351,0.704403,0.104033,0.007813,male
0.145683,0.958707,0.717076,0.109437,0.007813,male
0.177605,0.953356,0.701852,0.106895,0.007813,male
0.134815,0.968709,0.776187,0.111085,0.007813,male
0.158992,0.970869,0.771338,0.121896,0.007813,male
0.122783,0.971442,0.774461,0.111739,0.007813,male
0.142247,0.970014,0.771718,0.11299,0.007813,male
0.141757,0.966638,0.748406,0.098338,0.007813,male
0.152596,0.960502,0.715571,0.126163,0.007813,male
0.179369,0.941864,0.599405,0.129129,0.046875,male
0.120686,0.902565,0.417451,0.126885,0.140625,male
0.127056,0.928584,0.539688,0.124997,0.007813,male
0.115617,0.948443,0.651537,0.111286,0.007813,male
0.124273,0.909428,0.4032,0.128034,0.007813,male
0.12304,0.93943,0.62389,0.12909,0.046875,male
0.128874,0.933829,0.562798,0.132628,0.039063,male
0.127065,0.92059,0.524415,0.131713,0.117188,male
0.115507,0.922336,0.463954,0.132164,0.046875,male
0.147884,0.926627,0.61403,0.114102,0.007813,male
0.107096,0.924806,0.543858,0.132863,0.007813,male
0.099364,0.942872,0.617207,0.131938,0.007813,male
0.131863,0.916256,0.573847,0.123312,0.007813,male
0.048941,0.916782,0.551163,0.171644,0.007813,male
0.094747,0.906929,0.446186,0.130455,0.007813,male
0.118494,0.910193,0.516567,0.122244,0.007813,male
0.0974,0.901721,0.337573,0.117811,0.007813,male
0.090664,0.902348,0.35113,0.115181,0.007813,male
0.102676,0.89124,0.336755,0.094817,0.007813,male
0.095019,0.903493,0.340567,0.103282,0.007813,male
0.075932,0.875927,0.342792,0.094401,0.007813,male
0.101835,0.892121,0.336295,0.125937,0.007813,male
0.085846,0.910045,0.369568,0.104965,0.007813,male
0.093402,0.900882,0.333114,0.102248,0.007813,male
0.101034,0.886586,0.359122,0.085567,0.007813,male
0.10376,0.873494,0.279632,0.102432,0.007813,male
0.117438,0.961455,0.701337,0.098397,0.007813,male
0.120037,0.973287,0.783588,0.09564,0.007813,male
0.10737,0.95021,0.661867,0.098609,0.007813,male
0.114201,0.972617,0.7796,0.11859,0.007813,male
0.147541,0.974282,0.776759,0.110245,0.023438,male
0.124238,0.969736,0.755512,0.116346,0.007813,male
0.163987,0.971676,0.768141,0.106786,0.03125,male
0.126349,0.957457,0.704163,0.111484,0.03125,male
0.113582,0.960913,0.705632,0.099438,0.015625,male
0.110968,0.969179,0.753901,0.11471,0.039063,male
0.128201,0.965917,0.729219,0.103969,0.03125,male
0.126526,0.970941,0.762334,0.120527,0.007813,male
0.114662,0.963756,0.717781,0.123096,0.007813,male
0.145478,0.965313,0.715838,0.111043,0.007813,male
0.117403,0.954933,0.673122,0.10426,0.007813,male
0.115969,0.95891,0.677622,0.110623,0.007813,male
0.125622,0.96832,0.745048,0.112855,0.015625,male
0.106834,0.949379,0.600748,0.114004,0.109375,male
0.154241,0.981997,0.831347,0.09925,0.015625,male
0.121871,0.956395,0.688634,0.095537,0.03125,male
0.111008,0.96343,0.72172,0.093388,0.007813,male
0.127321,0.963302,0.720682,0.109994,0.03125,male
0.101728,0.961163,0.700491,0.119315,0.007813,male
0.138265,0.967901,0.744773,0.100752,0.007813,male
0.132957,0.974481,0.778517,0.107425,0.007813,male
0.124686,0.967774,0.748328,0.107725,0.007813,male
0.116969,0.968273,0.766288,0.108887,0.023438,male
0.115895,0.969534,0.746184,0.10393,0.007813,male
0.152575,0.966289,0.772289,0.120959,0.007813,male
0.111762,0.951795,0.675391,0.093939,0.007813,male
0.101065,0.891543,0.363008,0.10105,0.007813,male
0.143275,0.976533,0.826099,0.124463,0.007813,male
0.138168,0.9749,0.813088,0.103187,0.007813,male
0.131114,0.941809,0.625043,0.122958,0.007813,male
0.106087,0.946449,0.622826,0.104068,0.007813,male
0.123483,0.960077,0.716882,0.111528,0.007813,male
0.114191,0.933538,0.601207,0.178503,0.007813,male
0.150218,0.931496,0.617675,0.160002,0.007813,male
0.136824,0.958994,0.690904,0.169234,0.007813,male
0.130505,0.956468,0.731009,0.161466,0.007813,male
0.138043,0.937677,0.609028,0.168194,0.007813,male
0.083224,0.940401,0.664616,0.160876,0.007813,male
0.055106,0.920936,0.553174,0.177866,0.03125,male
0.126082,0.946048,0.66067,0.169236,0.007813,male
0.084208,0.953125,0.71483,0.179051,0.007813,male
0.092141,0.93201,0.594163,0.17777,0.007813,male
0.116222,0.951547,0.675556,0.124298,0.007813,male
0.121182,0.930487,0.593444,0.104608,0.007813,male
0.134568,0.959707,0.748813,0.104386,0.007813,male
0.155784,0.961655,0.729774,0.110159,0.007813,male
0.119428,0.958059,0.708361,0.120496,0.007813,male
0.111525,0.950714,0.65743,0.10374,0.007813,male
0.110636,0.949564,0.667946,0.111994,0.007813,male
0.16766,0.958253,0.715289,0.114494,0.007813,male
0.115572,0.952031,0.671322,0.113307,0.007813,male
0.121013,0.95753,0.678299,0.124322,0.007813,male
0.091554,0.930031,0.598873,0.071739,0.015625,male
0.109975,0.930959,0.556836,0.101183,0.007813,male
0.100472,0.919335,0.552073,0.0957,0.007813,male
0.114506,0.949193,0.631026,0.101876,0.007813,male
0.071489,0.89182,0.213013,0.115972,0.007813,male
0.097367,0.918021,0.249337,0.125268,0.007813,male
0.083452,0.909151,0.213391,0.120801,0.007813,male
0.089589,0.91716,0.205177,0.114119,0.101563,male
0.090615,0.915824,0.23436,0.115067,0.101563,male
0.08821,0.917414,0.229564,0.117233,0.007813,male
0.099155,0.887308,0.389775,0.099671,0.102539,male
0.105712,0.893313,0.424896,0.097133,0.092773,male
0.100266,0.885277,0.398488,0.095382,0.097656,male
0.099642,0.883207,0.41603,0.102147,0.004883,male
0.098384,0.908597,0.42165,0.099036,0.097656,male
0.105727,0.912332,0.489013,0.11041,0.004883,male
0.098034,0.897885,0.418336,0.094895,0.097656,male
0.10526,0.915975,0.438488,0.10036,0.092773,male
0.099654,0.867335,0.315548,0.100271,0.097656,male
0.098721,0.888509,0.377501,0.098263,0.029297,male
0.098034,0.856594,0.358091,0.096564,0.097656,male
0.101047,0.885868,0.401103,0.097339,0.097656,male
0.099896,0.891983,0.4032,0.109456,0.097656,male
0.10311,0.90296,0.424031,0.109356,0.102539,male
0.097967,0.885942,0.412893,0.09949,0.004883,male
0.106125,0.906638,0.418999,0.102148,0.097656,male
0.098227,0.888959,0.416014,0.096316,0.087891,male
0.100208,0.896026,0.445363,0.105999,0.092773,male
0.100645,0.888124,0.39098,0.096178,0.004883,male
0.097213,0.892878,0.409349,0.092268,0.092773,male
0.100598,0.898706,0.420846,0.097985,0.004883,male
0.108084,0.89777,0.411582,0.079302,0.004883,male
0.101798,0.892002,0.422901,0.096415,0.097656,male
0.100962,0.900475,0.4084,0.095803,0.097656,male
0.100255,0.893061,0.424736,0.094728,0.097656,male
0.113245,0.903632,0.394809,0.093961,0.087891,male
0.098589,0.883183,0.391122,0.095125,0.004883,male
0.110606,0.910273,0.421144,0.095149,0.092773,male
0.096662,0.889844,0.411598,0.090786,0.092773,male
0.101511,0.892389,0.42659,0.09849,0.097656,male
0.102177,0.881434,0.395987,0.103781,0.102539,male
0.102074,0.895739,0.409561,0.095919,0.097656,male
0.101593,0.909933,0.447821,0.099987,0.087891,male
0.103123,0.905954,0.439216,0.100917,0.097656,male
0.098732,0.888853,0.396658,0.10182,0.102539,male
0.106992,0.903949,0.434983,0.091687,0.078125,male
0.097632,0.893303,0.407681,0.095423,0.087891,male
0.101405,0.909153,0.44845,0.103799,0.048828,male
0.099154,0.898198,0.419743,0.102645,0.092773,male
0.107314,0.905249,0.444301,0.097132,0.092773,male
0.099674,0.906056,0.452212,0.107234,0.004883,male
0.10188,0.895831,0.412756,0.099888,0.097656,male
0.099087,0.892649,0.422863,0.102077,0.102539,male
0.103892,0.8934,0.422655,0.104469,0.097656,male
0.09808,0.892498,0.410619,0.100184,0.087891,male
0.101387,0.895498,0.417326,0.111855,0.102539,male
0.095957,0.910381,0.466958,0.089967,0.097656,male
0.098903,0.879665,0.406526,0.099679,0.097656,male
0.101767,0.896248,0.406344,0.093707,0.004883,male
0.105643,0.905334,0.429374,0.100835,0.102539,male
0.098092,0.891534,0.395373,0.094116,0.092773,male
0.097954,0.898404,0.422697,0.092335,0.092773,male
0.09675,0.924868,0.427081,0.107049,0.007813,male
0.103362,0.934391,0.484771,0.109519,0.007813,male
0.10886,0.943048,0.476213,0.1021,0.101563,male
0.104935,0.951345,0.678931,0.102026,0.085938,male
0.109185,0.935955,0.497412,0.09251,0.007813,male
0.102506,0.939591,0.562567,0.095362,0.078125,male
0.104129,0.913573,0.421615,0.094747,0.085938,male
0.117344,0.95773,0.736562,0.094828,0.046875,male
0.107609,0.943897,0.566975,0.094894,0.007813,male
0.098406,0.94924,0.607524,0.095971,0.078125,male
0.098304,0.926595,0.473016,0.093142,0.03125,male
0.109435,0.908573,0.43756,0.095223,0.09375,male
0.106505,0.936689,0.529282,0.101997,0.09375,male
0.107895,0.937291,0.477383,0.094563,0.046875,male
0.099528,0.93365,0.45665,0.102131,0.007813,male
0.097971,0.935981,0.537197,0.107602,0.007813,male
0.098701,0.940523,0.529781,0.090731,0.09375,male
0.101347,0.933378,0.608264,0.088247,0.09375,male
0.101161,0.936471,0.509378,0.10746,0.007813,male
0.103176,0.907188,0.415658,0.096447,0.09375,male
0.103688,0.935346,0.50935,0.097317,0.007813,male
0.098776,0.917171,0.439121,0.089936,0.101563,male
0.101369,0.940428,0.480574,0.095782,0.007813,male
0.101061,0.939419,0.585031,0.093762,0.054688,male
0.100896,0.939312,0.540446,0.099938,0.03125,male
0.103438,0.941115,0.528957,0.090841,0.007813,male
0.101429,0.925396,0.433663,0.098069,0.007813,male
0.097365,0.938387,0.47587,0.093657,0.09375,male
0.101524,0.942892,0.485339,0.095611,0.085938,male
0.101687,0.929765,0.525731,0.088102,0.070313,male
0.099964,0.948221,0.53574,0.110691,0.007813,male
0.105976,0.953462,0.662516,0.101888,0.007813,male
0.108517,0.9454,0.505929,0.096195,0.09375,male
0.104689,0.941058,0.497156,0.093941,0.09375,male
0.096986,0.946958,0.555714,0.104608,0.007813,male
0.103713,0.937855,0.534496,0.106505,0.007813,male
0.104683,0.926255,0.415544,0.095642,0.007813,male
0.101818,0.930059,0.477426,0.095896,0.101563,male
0.108712,0.947457,0.678546,0.106673,0.039063,male
0.108581,0.921925,0.39212,0.097599,0.09375,male
0.10554,0.933683,0.511419,0.096537,0.09375,male
0.099226,0.931908,0.444206,0.095105,0.007813,male
0.096287,0.921533,0.426868,0.095852,0.046875,male
0.100017,0.938019,0.465095,0.102845,0.007813,male
0.100853,0.908148,0.420416,0.100181,0.007813,male
0.099823,0.907266,0.380135,0.099268,0.09375,male
0.103433,0.93818,0.464072,0.102813,0.09375,male
0.107032,0.925692,0.441864,0.090459,0.09375,male
0.099115,0.928958,0.472284,0.098008,0.101563,male
0.102551,0.930426,0.481643,0.108706,0.09375,male
0.106222,0.934789,0.492509,0.112381,0.046875,male
0.110943,0.938712,0.648565,0.103951,0.054688,male
0.103806,0.938708,0.464443,0.098358,0.085938,male
0.108727,0.938946,0.574297,0.106667,0.09375,male
0.109777,0.924788,0.466217,0.106554,0.09375,male
0.102229,0.919637,0.360737,0.09112,0.085938,male
0.097454,0.924298,0.406652,0.108998,0.09375,male
0.102,0.925696,0.412915,0.092866,0.039063,male
0.097661,0.921736,0.379061,0.104901,0.109375,male
0.117097,0.943721,0.610794,0.091426,0.09375,male
0.1018,0.915376,0.408379,0.098589,0.007813,male
0.095435,0.909782,0.462378,0.103017,0.085938,male
0.105033,0.943537,0.504262,0.106114,0.09375,male
0.103983,0.907749,0.496538,0.107544,0.109375,male
0.099514,0.942561,0.576993,0.097704,0.015625,male
0.106337,0.926774,0.446893,0.099661,0.101563,male
0.101535,0.921118,0.434304,0.108406,0.109375,male
0.098083,0.941826,0.515562,0.098031,0.046875,male
0.100669,0.934683,0.465467,0.094131,0.007813,male
0.099671,0.925328,0.46886,0.091481,0.070313,male
0.101243,0.937675,0.558938,0.101179,0.023438,male
0.113366,0.956283,0.720948,0.108321,0.007813,male
0.108438,0.939594,0.558679,0.107577,0.03125,male
0.096459,0.901596,0.454409,0.083562,0.101563,male
0.113497,0.931257,0.541199,0.09596,0.09375,male
0.105,0.920791,0.4495,0.109785,0.101563,male
0.106372,0.931155,0.487285,0.10557,0.023438,male
0.106693,0.947076,0.631759,0.096396,0.039063,male
0.095379,0.919444,0.465252,0.093313,0.085938,male
0.104681,0.905717,0.405275,0.093851,0.101563,male
0.095702,0.927351,0.496574,0.086479,0.09375,male
0.108101,0.926355,0.443394,0.095161,0.007813,male
0.099365,0.917179,0.437833,0.103429,0.101563,male
0.105415,0.939275,0.541345,0.110438,0.007813,male
0.071579,0.918149,0.395065,0.132277,0.023438,male
0.092331,0.922947,0.424339,0.131276,0.023438,male
0.082605,0.922014,0.453263,0.136086,0.023438,male
0.10736,0.932693,0.400688,0.115765,0.023438,male
0.105701,0.933333,0.567318,0.104842,0.023438,male
0.076194,0.914107,0.422329,0.111494,0.023438,male
0.102366,0.911912,0.509159,0.143545,0.023438,male
0.096344,0.948945,0.636394,0.123732,0.023438,male
0.101211,0.900624,0.39023,0.137278,0.023438,male
0.083509,0.915947,0.376618,0.121079,0.023438,male
0.102215,0.921448,0.342121,0.109408,0.023438,male
0.079671,0.911292,0.432742,0.125876,0.023438,male
0.119846,0.923034,0.490398,0.123233,0.023438,male
0.110436,0.93116,0.435852,0.129624,0.023438,male
0.09069,0.926295,0.424564,0.114158,0.023438,male
0.09694,0.939016,0.507903,0.135327,0.023438,male
0.067765,0.913423,0.430192,0.121781,0.023438,male
0.096133,0.938805,0.507142,0.123788,0.023438,male
0.077552,0.91197,0.391708,0.122804,0.023438,male
0.086459,0.922132,0.444268,0.11919,0.023438,male
0.095495,0.890898,0.377553,0.110124,0.023438,male
0.087297,0.919203,0.448023,0.119002,0.023438,male
0.113501,0.920972,0.47477,0.127933,0.023438,male
0.099209,0.940813,0.535215,0.122621,0.023438,male
0.088554,0.91835,0.405334,0.11189,0.023438,male
0.108808,0.934264,0.599683,0.121086,0.023438,male
0.110538,0.937486,0.553038,0.125289,0.023438,male
0.082113,0.908829,0.406653,0.11611,0.023438,male
0.102421,0.918013,0.368086,0.117072,0.023438,male
0.114052,0.919955,0.511311,0.113763,0.023438,male
0.084113,0.877243,0.32594,0.11175,0.023438,male
0.104712,0.924591,0.4536,0.124858,0.023438,male
0.068174,0.903636,0.396396,0.133616,0.023438,male
0.104342,0.919737,0.529761,0.121945,0.023438,male
0.111634,0.935247,0.642715,0.126561,0.09375,male
0.087774,0.905661,0.351681,0.112162,0.023438,male
0.102779,0.950347,0.666764,0.131662,0.023438,male
0.099524,0.909827,0.500631,0.117953,0.023438,male
0.089042,0.930066,0.503261,0.112632,0.023438,male
0.108556,0.893264,0.350958,0.117193,0.023438,male
0.101776,0.922717,0.370795,0.11862,0.117188,male
0.101124,0.938267,0.535186,0.119022,0.023438,male
0.099454,0.914316,0.416446,0.120717,0.023438,male
0.101776,0.891691,0.296863,0.114361,0.023438,male
0.105933,0.906954,0.528209,0.114281,0.023438,male
0.109686,0.926339,0.432669,0.118034,0.023438,male
0.102603,0.920136,0.532074,0.130612,0.023438,male
0.093333,0.916918,0.519853,0.113172,0.023438,male
0.062609,0.901121,0.416499,0.124998,0.023438,male
0.105455,0.936616,0.480908,0.147472,0.023438,male
0.094274,0.920133,0.497888,0.128333,0.023438,male
0.098391,0.895977,0.418024,0.125012,0.023438,male
0.080348,0.899282,0.436254,0.129441,0.023438,male
0.112598,0.95321,0.634648,0.126107,0.023438,male
0.092081,0.935146,0.501282,0.112473,0.023438,male
0.091073,0.899892,0.368655,0.106992,0.023438,male
0.096684,0.921581,0.47395,0.121319,0.023438,male
0.085525,0.89627,0.458455,0.145738,0.023438,male
0.106105,0.935738,0.598326,0.122666,0.023438,male
0.080835,0.901593,0.44241,0.108809,0.023438,male
0.120177,0.939798,0.590015,0.124486,0.140625,male
0.094,0.935771,0.534223,0.087385,0.085938,male
0.113505,0.963071,0.735318,0.101207,0.027344,male
0.120235,0.885384,0.320608,0.132535,0.023438,male
0.104625,0.9268,0.547279,0.149406,0.023438,male
0.124962,0.932643,0.564269,0.133624,0.023438,male
0.113054,0.922505,0.520098,0.144831,0.023438,male
0.112089,0.891333,0.351252,0.132171,0.023438,male
0.114309,0.896098,0.356969,0.128484,0.023438,male
0.11799,0.885969,0.356487,0.134626,0.023438,male
0.110847,0.882981,0.309004,0.132326,0.023438,male
0.107134,0.898994,0.323756,0.126112,0.023438,male
0.113105,0.90161,0.4147,0.128788,0.023438,male
0.114192,0.906023,0.455339,0.131759,0.023438,male
0.117015,0.936195,0.594687,0.120089,0.023438,male
0.116115,0.925317,0.536473,0.134678,0.023438,male
0.109303,0.891771,0.371899,0.128649,0.023438,male
0.106589,0.902017,0.306216,0.127156,0.023438,male
0.111924,0.916566,0.455479,0.124392,0.023438,male
0.110303,0.900591,0.370345,0.12636,0.023438,male
0.11795,0.898308,0.332664,0.134529,0.023438,male
0.105845,0.908131,0.361052,0.125718,0.023438,male
0.125543,0.913041,0.472265,0.146746,0.023438,male
0.117218,0.897517,0.386698,0.146562,0.023438,male
0.114021,0.906532,0.462571,0.14349,0.023438,male
0.095877,0.924279,0.498184,0.128266,0.023438,male
0.109356,0.894348,0.345574,0.138504,0.023438,male
0.111793,0.871855,0.24438,0.121028,0.023438,male
0.119055,0.912827,0.483751,0.128718,0.023438,male
0.11828,0.914484,0.471986,0.124753,0.023438,male
0.108784,0.898752,0.372922,0.140678,0.023438,male
0.121627,0.886686,0.346882,0.146439,0.023438,male
0.103133,0.896658,0.314299,0.130284,0.023438,male
0.124698,0.945124,0.630813,0.154437,0.023438,male
0.121288,0.895766,0.413779,0.13614,0.023438,male
0.116086,0.902127,0.37864,0.123889,0.023438,male
0.116667,0.900786,0.372033,0.14259,0.023438,male
0.110687,0.904051,0.378217,0.133211,0.023438,male
0.121268,0.925274,0.537491,0.134021,0.023438,male
0.120775,0.890206,0.270385,0.125249,0.023438,male
0.114959,0.89624,0.340677,0.140248,0.023438,male
0.094062,0.914112,0.453987,0.13503,0.070313,male
0.129348,0.927683,0.551486,0.132376,0.023438,male
0.110991,0.897719,0.317131,0.132198,0.070313,male
0.108625,0.884934,0.316923,0.139392,0.023438,male
0.116838,0.880383,0.335836,0.136126,0.023438,male
0.108141,0.898985,0.376187,0.131556,0.023438,male
0.114646,0.946769,0.639314,0.135477,0.023438,male
0.113623,0.88004,0.330105,0.140711,0.023438,male
0.095373,0.903996,0.38119,0.126411,0.023438,male
0.114834,0.894713,0.358923,0.132129,0.023438,male
0.11739,0.908318,0.439595,0.123962,0.023438,male
0.116865,0.899887,0.400099,0.134046,0.023438,male
0.112079,0.89994,0.345079,0.136617,0.023438,male
0.111288,0.885758,0.274199,0.133797,0.140625,male
0.120556,0.918393,0.516266,0.144159,0.023438,male
0.105869,0.916396,0.423057,0.138978,0.023438,male
0.108025,0.900923,0.319154,0.134776,0.023438,male
0.102281,0.920968,0.467346,0.144614,0.023438,male
0.10993,0.904997,0.38132,0.141513,0.023438,male
0.119671,0.916128,0.496525,0.140189,0.023438,male
0.106133,0.890991,0.333138,0.129941,0.023438,male
0.116956,0.879404,0.293515,0.130457,0.023438,male
0.128963,0.857613,0.255776,0.12999,0.023438,male
0.106715,0.886244,0.322637,0.121225,0.140625,male
0.115829,0.878781,0.353812,0.115284,0.023438,male
0.120066,0.896845,0.358082,0.126696,0.023438,male
0.116161,0.856161,0.259824,0.115723,0.351563,male
0.118428,0.87851,0.254671,0.118072,0.023438,male
0.126402,0.879829,0.301958,0.128071,0.023438,male
0.124983,0.874539,0.294794,0.113616,0.140625,male
0.108273,0.897376,0.322004,0.115817,0.023438,male
0.120458,0.867974,0.27017,0.119335,0.023438,male
0.113015,0.895911,0.290761,0.126699,0.023438,male
0.115683,0.883969,0.296101,0.114107,0.023438,male
0.11619,0.880981,0.297798,0.117574,0.023438,male
0.120794,0.886318,0.313936,0.127036,0.023438,male
0.118089,0.877562,0.234247,0.131572,0.023438,male
0.113457,0.889112,0.285062,0.12795,0.164063,male
0.118617,0.875986,0.25821,0.11814,0.023438,male
0.119075,0.882148,0.275661,0.124312,0.023438,male
0.112828,0.885605,0.272303,0.124133,0.023438,male
0.12317,0.868906,0.228162,0.12853,0.023438,male
0.114521,0.89065,0.265144,0.123779,0.023438,male
0.114317,0.88464,0.319014,0.129153,0.023438,male
0.113191,0.900608,0.375838,0.12987,0.023438,male
0.117566,0.872884,0.265427,0.129866,0.023438,male
0.12283,0.891061,0.303123,0.117279,0.023438,male
0.124872,0.883658,0.330403,0.120762,0.023438,male
0.114991,0.879062,0.298725,0.127857,0.023438,male
0.112074,0.876795,0.301941,0.120308,0.023438,male
0.120321,0.891677,0.314426,0.129999,0.023438,male
0.116632,0.892616,0.350055,0.11486,0.023438,male
0.116141,0.889087,0.302066,0.130177,0.023438,male
0.107968,0.895598,0.319341,0.123088,0.117188,male
0.118066,0.887228,0.258821,0.118799,0.1875,male
0.121194,0.899747,0.341227,0.133712,0.023438,male
0.11933,0.885241,0.271228,0.129198,0.1875,male
0.114521,0.892917,0.321227,0.123771,0.023438,male
0.123333,0.877777,0.289835,0.124123,0.023438,male
0.121032,0.889119,0.320893,0.142393,0.164063,male
0.110142,0.890895,0.346787,0.13141,0.023438,male
0.110537,0.903181,0.33316,0.122174,0.023438,male
0.118052,0.905015,0.333551,0.127748,0.023438,male
0.112311,0.869062,0.224701,0.118303,0.023438,male
0.128274,0.87083,0.259881,0.131275,0.023438,male
0.103908,0.902048,0.33036,0.136466,0.023438,male
0.114906,0.898536,0.359334,0.130205,0.023438,male
0.116599,0.88497,0.318323,0.117582,0.023438,male
0.11114,0.903567,0.362197,0.118564,0.023438,male
0.108046,0.908792,0.360257,0.130961,0.023438,male
0.120623,0.896269,0.363159,0.12143,0.023438,male
0.110393,0.907352,0.39068,0.115361,0.023438,male
0.10781,0.904656,0.315567,0.13541,0.023438,male
0.106738,0.887244,0.288528,0.121991,0.023438,male
0.115035,0.879717,0.257295,0.122026,0.140625,male
0.118165,0.898457,0.347968,0.119706,0.023438,male
0.116345,0.879918,0.285795,0.13874,0.023438,male
0.119759,0.898945,0.365046,0.126003,0.023438,male
0.11336,0.896847,0.29826,0.128656,0.023438,male
0.119556,0.873643,0.290546,0.118063,0.023438,male
0.116732,0.904858,0.332871,0.129015,0.023438,male
0.121035,0.874688,0.286869,0.131446,0.023438,male
0.105693,0.937345,0.579929,0.126664,0.023438,male
0.112889,0.93973,0.504383,0.116963,0.023438,male
0.107286,0.933637,0.42544,0.121234,0.023438,male
0.109277,0.936163,0.46535,0.118595,0.023438,male
0.083703,0.933462,0.470492,0.119759,0.023438,male
0.10618,0.949332,0.58514,0.126365,0.023438,male
0.103019,0.910125,0.337593,0.113175,0.023438,male
0.102816,0.93497,0.466344,0.137609,0.023438,male
0.097783,0.925742,0.42813,0.123698,0.023438,male
0.098519,0.924571,0.361181,0.116814,0.140625,male
0.093915,0.934765,0.5389,0.120586,0.023438,male
0.093217,0.912255,0.324354,0.117905,0.023438,male
0.078532,0.911932,0.287709,0.112953,0.023438,male
0.118887,0.920925,0.465066,0.127269,0.023438,male
0.092206,0.927702,0.377467,0.118711,0.023438,male
0.099406,0.928735,0.472934,0.114454,0.023438,male
0.111498,0.947684,0.582503,0.120661,0.023438,male
0.106889,0.935802,0.463263,0.130267,0.023438,male
0.076,0.910281,0.360438,0.112663,0.023438,male
0.095556,0.914135,0.398213,0.127979,0.023438,male
0.11301,0.924797,0.393175,0.117401,0.023438,male
0.124918,0.927718,0.577478,0.128908,0.023438,male
0.111858,0.943409,0.569762,0.133683,0.023438,male
0.107515,0.935159,0.539557,0.114683,0.023438,male
0.090769,0.917451,0.370395,0.128651,0.023438,male
0.109949,0.917532,0.366502,0.131676,0.023438,male
0.094535,0.930304,0.379832,0.123908,0.023438,male
0.145274,0.944813,0.599417,0.128292,0.023438,male
0.099534,0.910723,0.286311,0.126432,0.023438,male
0.089541,0.928892,0.45028,0.11971,0.023438,male
0.113353,0.913793,0.328954,0.122496,0.023438,male
0.084205,0.932649,0.425658,0.130962,0.023438,male
0.090455,0.889536,0.250356,0.110514,0.023438,male
0.103478,0.90736,0.349014,0.119088,0.023438,male
