@relation 'voice-weka.filters.unsupervised.attribute.Remove-V-R2-6,10,13,19,21'

@attribute sd numeric
@attribute median numeric
@attribute Q25 numeric
@attribute Q75 numeric
@attribute IQR numeric
@attribute sfm numeric
@attribute meanfun numeric
@attribute dfrange numeric
@attribute label {male,female}

@data
0.058071,0.151257,0.098246,0.195877,0.097632,0.407681,0.095423,0.688477,male
0.058151,0.165838,0.102703,0.204108,0.101405,0.44845,0.103799,3.706055,male
0.058072,0.143638,0.099985,0.199139,0.099154,0.419743,0.102645,2.094727,male
0.062908,0.151833,0.101222,0.208536,0.107314,0.444301,0.097132,0.742188,male
0.063931,0.172399,0.095117,0.194791,0.099674,0.452212,0.107234,3.959961,male
0.05928,0.163052,0.100755,0.202635,0.10188,0.412756,0.099888,0.678711,male
0.060858,0.146606,0.096743,0.19583,0.099087,0.422863,0.102077,0.693359,male
0.062742,0.149968,0.098576,0.202468,0.103892,0.422655,0.104469,0.712891,male
0.062224,0.149828,0.094871,0.192951,0.09808,0.410619,0.100184,0.693359,male
0.057378,0.139784,0.102034,0.203421,0.101387,0.417326,0.111855,0.742188,male
0.062466,0.131064,0.095532,0.191489,0.095957,0.466958,0.089967,0.703125,male
0.058078,0.137516,0.098677,0.197581,0.098903,0.406526,0.099679,0.708008,male
0.065191,0.175968,0.094592,0.196359,0.101767,0.406344,0.093707,0.771484,male
0.060045,0.161151,0.101167,0.206811,0.105643,0.429374,0.100835,0.737305,male
0.063319,0.13949,0.094421,0.192513,0.098092,0.395373,0.094116,0.74707,male
0.061142,0.135842,0.09495,0.192904,0.097954,0.422697,0.092335,0.722656,male
0.057332,0.178331,0.110688,0.207438,0.09675,0.427081,0.107049,2.304688,male
0.058915,0.165477,0.112582,0.215945,0.103362,0.484771,0.109519,3.34375,male
0.061258,0.186579,0.122991,0.23185,0.10886,0.476213,0.1021,4.039063,male
0.065155,0.16957,0.103888,0.208822,0.104935,0.678931,0.102026,3.640625,male
0.061149,0.17462,0.111087,0.220272,0.109185,0.497412,0.09251,6.5,male
0.062498,0.168462,0.100195,0.202701,0.102506,0.562567,0.095362,6.773438,male
0.058039,0.18202,0.107408,0.211537,0.104129,0.421615,0.094747,3.828125,male
0.071937,0.148133,0.108631,0.225975,0.117344,0.736562,0.094828,4.242188,male
0.061634,0.171578,0.10788,0.215489,0.107609,0.566975,0.094894,5.453125,male
0.059944,0.167797,0.109971,0.208377,0.098406,0.607524,0.095971,6.789063,male
0.059973,0.168166,0.099684,0.197988,0.098304,0.473016,0.093142,3.296875,male
0.060067,0.181679,0.109435,0.21887,0.109435,0.43756,0.095223,3.523438,male
0.060913,0.181869,0.108075,0.214579,0.106505,0.529282,0.101997,3.453125,male
0.060201,0.187632,0.114737,0.222632,0.107895,0.477383,0.094563,3.65625,male
0.059112,0.177581,0.114808,0.214336,0.099528,0.45665,0.102131,3.609375,male
0.058804,0.168406,0.101159,0.19913,0.097971,0.537197,0.107602,3.65625,male
0.059191,0.175844,0.110909,0.20961,0.098701,0.529781,0.090731,6.8125,male
0.062267,0.172054,0.099461,0.200808,0.101347,0.608264,0.088247,0.1875,male
0.059223,0.173419,0.108086,0.209247,0.101161,0.509378,0.10746,6.53125,male
0.057877,0.18933,0.10665,0.209826,0.103176,0.415658,0.096447,0.46875,male
0.058283,0.177134,0.109037,0.212726,0.103688,0.50935,0.097317,3.601563,male
0.056787,0.185714,0.109796,0.208571,0.098776,0.439121,0.089936,2.460938,male
0.057358,0.174284,0.110656,0.212025,0.101369,0.480574,0.095782,3.679688,male
0.060709,0.171151,0.10088,0.20194,0.101061,0.585031,0.093762,3.648438,male
0.059464,0.175784,0.104954,0.20585,0.100896,0.540446,0.099938,6.109375,male
0.061163,0.170937,0.105313,0.20875,0.103438,0.528957,0.090841,6.632813,male
0.057054,0.178776,0.106939,0.208367,0.101429,0.433663,0.098069,3.734375,male
0.057518,0.175461,0.110073,0.207438,0.097365,0.47587,0.093657,6.429688,male
0.058454,0.173518,0.112948,0.214473,0.101524,0.485339,0.095611,6.726563,male
0.060267,0.174856,0.106296,0.207984,0.101687,0.525731,0.088102,4.25,male
0.059915,0.167602,0.112895,0.21286,0.099964,0.53574,0.110691,5.710938,male
0.063235,0.165843,0.103001,0.208977,0.105976,0.662516,0.101888,3.6875,male
0.061313,0.177512,0.114545,0.223062,0.108517,0.505929,0.096195,3.664063,male
0.060383,0.174316,0.111901,0.21659,0.104689,0.497156,0.093941,6.203125,male
0.060055,0.164384,0.113973,0.210959,0.096986,0.555714,0.104608,3.882813,male
0.059151,0.175231,0.108728,0.212441,0.103713,0.534496,0.106505,3.53125,male
0.058299,0.183142,0.109758,0.214441,0.104683,0.415544,0.095642,3.789063,male
0.058045,0.179305,0.116043,0.217861,0.101818,0.477426,0.095896,3.570313,male
0.068373,0.170758,0.101288,0.21,0.108712,0.678546,0.106673,6.6875,male
0.058275,0.188284,0.116898,0.225479,0.108581,0.39212,0.097599,2.390625,male
0.060078,0.178088,0.105885,0.211425,0.10554,0.511419,0.096537,4.828125,male
0.057188,0.177352,0.108921,0.208147,0.099226,0.444206,0.095105,3.757813,male
0.058206,0.174065,0.100225,0.196512,0.096287,0.426868,0.095852,3.4375,male
0.058456,0.176681,0.110632,0.210649,0.100017,0.465095,0.102845,6.679688,male
0.057011,0.187109,0.106603,0.207457,0.100853,0.420416,0.100181,2.359375,male
0.059212,0.17865,0.102686,0.202509,0.099823,0.380135,0.099268,3.484375,male
0.059979,0.168993,0.111791,0.215224,0.103433,0.464072,0.102813,3.609375,male
0.058155,0.185613,0.111097,0.218129,0.107032,0.441864,0.090459,6.390625,male
0.058406,0.181561,0.10745,0.206565,0.099115,0.472284,0.098008,6.484375,male
0.058707,0.173992,0.103128,0.205679,0.102551,0.481643,0.108706,4.8125,male
0.058613,0.175333,0.112222,0.218444,0.106222,0.492509,0.112381,6.804688,male
0.066231,0.181132,0.106415,0.217358,0.110943,0.648565,0.103951,3.890625,male
0.059449,0.174708,0.112722,0.216528,0.103806,0.464443,0.098358,3.828125,male
0.061886,0.181503,0.11048,0.219207,0.108727,0.574297,0.106667,3.382813,male
0.059555,0.19072,0.118462,0.228238,0.109777,0.466217,0.106554,3.4375,male
0.059078,0.178675,0.111729,0.213958,0.102229,0.360737,0.09112,2.796875,male
0.057957,0.182834,0.115565,0.213018,0.097454,0.406652,0.108998,3.585938,male
0.058072,0.1788,0.1034,0.2054,0.102,0.412915,0.092866,3.609375,male
0.05605,0.177323,0.109758,0.207418,0.097661,0.379061,0.104901,5.851563,male
0.066743,0.180323,0.109677,0.226774,0.117097,0.610794,0.091426,3.875,male
0.056396,0.182367,0.105174,0.206974,0.1018,0.408379,0.098589,6.992188,male
0.05803,0.181622,0.103844,0.199279,0.095435,0.462378,0.103017,5.34375,male
0.061148,0.179981,0.1177,0.222733,0.105033,0.504262,0.106114,3.578125,male
0.05808,0.183568,0.108631,0.212614,0.103983,0.496538,0.107544,0.117188,male
0.060202,0.169939,0.103256,0.20277,0.099514,0.576993,0.097704,3.75,male
0.058088,0.183101,0.111056,0.217393,0.106337,0.446893,0.099661,3.828125,male
0.057845,0.189989,0.117108,0.218643,0.101535,0.434304,0.108406,4.132813,male
0.05795,0.170755,0.111145,0.209228,0.098083,0.515562,0.098031,3.460938,male
0.058802,0.179331,0.113743,0.214412,0.100669,0.465467,0.094131,6.921875,male
0.058728,0.176008,0.103128,0.202798,0.099671,0.46886,0.091481,2.570313,male
0.059955,0.172746,0.107571,0.208814,0.101243,0.558938,0.101179,6.976563,male
0.068283,0.162195,0.093561,0.206927,0.113366,0.720948,0.108321,3.710938,male
0.061271,0.173125,0.112187,0.220625,0.108438,0.558679,0.107577,3.617188,male
0.059855,0.166571,0.094226,0.190686,0.096459,0.454409,0.083562,2.390625,male
0.063535,0.182973,0.116492,0.229989,0.113497,0.541199,0.09596,2.375,male
0.058125,0.192812,0.116562,0.221562,0.105,0.4495,0.109785,6.210938,male
0.059837,0.191989,0.114555,0.220927,0.106372,0.487285,0.10557,3.648438,male
0.063808,0.170709,0.110033,0.216726,0.106693,0.631759,0.096396,3.75,male
0.05833,0.170301,0.09947,0.194849,0.095379,0.465252,0.093313,3.804688,male
0.057891,0.182128,0.10766,0.21234,0.104681,0.405275,0.093851,3.710938,male
0.05926,0.173401,0.105651,0.201354,0.095702,0.496574,0.086479,3.625,male
0.058914,0.183241,0.119797,0.227899,0.108101,0.443394,0.095161,3.460938,male
0.058062,0.177875,0.104272,0.203636,0.099365,0.437833,0.103429,3.640625,male
0.060113,0.176397,0.114175,0.21959,0.105415,0.541345,0.110438,2.203125,male
0.053766,0.189474,0.141895,0.213474,0.071579,0.395065,0.132277,4.125,male
0.061364,0.192393,0.149877,0.242209,0.092331,0.424339,0.131276,2.578125,male
0.058527,0.184521,0.128199,0.210805,0.082605,0.453263,0.136086,5.882813,male
0.060163,0.184045,0.130169,0.237528,0.10736,0.400688,0.115765,3.726563,male
0.064381,0.182496,0.11131,0.217011,0.105701,0.567318,0.104842,6.609375,male
0.054744,0.183706,0.135559,0.211753,0.076194,0.422329,0.111494,7.59375,male
0.062098,0.194409,0.108817,0.211183,0.102366,0.509159,0.143545,4.710938,male
0.065099,0.187957,0.11828,0.214624,0.096344,0.636394,0.123732,2.34375,male
0.056475,0.196257,0.124844,0.226055,0.101211,0.39023,0.137278,4.921875,male
0.054554,0.194854,0.133041,0.21655,0.083509,0.376618,0.121079,8.203125,male
0.05721,0.1922,0.127988,0.230203,0.102215,0.342121,0.109408,7.359375,male
0.055165,0.193882,0.132171,0.211842,0.079671,0.432742,0.125876,6.773438,male
0.063713,0.193985,0.124165,0.24401,0.119846,0.490398,0.123233,3.679688,male
0.06096,0.194974,0.133403,0.243839,0.110436,0.435852,0.129624,6.820313,male
0.055681,0.188814,0.125381,0.216071,0.09069,0.424564,0.114158,7.992188,male
0.060596,0.19343,0.138422,0.235362,0.09694,0.507903,0.135327,6.164063,male
0.057149,0.190588,0.144941,0.212706,0.067765,0.430192,0.121781,3.585938,male
0.059385,0.185267,0.131133,0.227267,0.096133,0.507142,0.123788,7.992188,male
0.056717,0.198841,0.141578,0.21913,0.077552,0.391708,0.122804,5.390625,male
0.05785,0.207025,0.148725,0.235184,0.086459,0.444268,0.11919,7.265625,male
0.05668,0.186863,0.109642,0.205137,0.095495,0.377553,0.110124,4.59375,male
0.056888,0.18063,0.122123,0.20942,0.087297,0.448023,0.119002,8.648438,male
0.065077,0.178693,0.110687,0.224188,0.113501,0.47477,0.127933,5.15625,male
0.06243,0.174641,0.116837,0.216047,0.099209,0.535215,0.122621,7.734375,male
0.06014,0.191867,0.149699,0.238253,0.088554,0.405334,0.11189,6.375,male
0.064568,0.19247,0.106874,0.215682,0.108808,0.599683,0.121086,7.476563,male
0.062565,0.198238,0.121958,0.232496,0.110538,0.553038,0.125289,7.007813,male
0.058085,0.188707,0.130055,0.212168,0.082113,0.406653,0.11611,2.179688,male
0.057816,0.191211,0.116053,0.218474,0.102421,0.368086,0.117072,5.320313,male
0.065541,0.181638,0.114655,0.228707,0.114052,0.511311,0.113763,3.46875,male
0.05816,0.193629,0.127016,0.211129,0.084113,0.32594,0.11175,7.265625,male
0.059548,0.192817,0.118089,0.222801,0.104712,0.4536,0.124858,1.898438,male
0.057605,0.188939,0.138296,0.20647,0.068174,0.396396,0.133616,7.59375,male
0.064659,0.187145,0.105299,0.209641,0.104342,0.529761,0.121945,6.960938,male
0.071676,0.178736,0.098824,0.210458,0.111634,0.642715,0.126561,3.234375,male
0.055032,0.183887,0.119373,0.207147,0.087774,0.351681,0.112162,7.007813,male
0.066334,0.179142,0.110463,0.213242,0.102779,0.666764,0.131662,6.984375,male
0.060725,0.19,0.109048,0.208571,0.099524,0.500631,0.117953,4.3125,male
0.060927,0.183448,0.131418,0.22046,0.089042,0.503261,0.112632,7.476563,male
0.060016,0.186417,0.110802,0.219358,0.108556,0.350958,0.117193,4.453125,male
0.056663,0.188543,0.121943,0.223719,0.101776,0.370795,0.11862,6.140625,male
0.05989,0.17983,0.117819,0.218944,0.101124,0.535186,0.119022,3.773438,male
0.056625,0.185137,0.114754,0.214208,0.099454,0.416446,0.120717,5.601563,male
0.053752,0.190419,0.117253,0.219028,0.101776,0.296863,0.114361,5.648438,male
0.069486,0.182025,0.09698,0.202913,0.105933,0.528209,0.114281,2.226563,male
0.058594,0.186512,0.120331,0.230017,0.109686,0.432669,0.118034,7.945313,male
0.062555,0.187945,0.105479,0.208082,0.102603,0.532074,0.130612,5.648438,male
0.06118,0.181754,0.108684,0.202018,0.093333,0.519853,0.113172,6.070313,male
0.055681,0.17913,0.132754,0.195362,0.062609,0.416499,0.124998,3.445313,male
0.059898,0.189091,0.127273,0.232727,0.105455,0.480908,0.147472,5.226563,male
0.059243,0.18629,0.116855,0.211129,0.094274,0.497888,0.128333,7.007813,male
0.058304,0.191264,0.115402,0.213793,0.098391,0.418024,0.125012,5.53125,male
0.061212,0.182609,0.133913,0.214261,0.080348,0.436254,0.129441,8.15625,male
0.066225,0.171886,0.112598,0.225196,0.112598,0.634648,0.126107,6,male
0.059325,0.189329,0.132953,0.225034,0.092081,0.501282,0.112473,5.695313,male
0.054608,0.188443,0.118685,0.209758,0.091073,0.368655,0.106992,3.609375,male
0.057601,0.190017,0.120615,0.217299,0.096684,0.47395,0.121319,7.546875,male
0.057544,0.19284,0.124747,0.210272,0.085525,0.458455,0.145738,6.84375,male
0.065805,0.189053,0.110316,0.216421,0.106105,0.598326,0.122666,7.617188,male
0.060828,0.180661,0.126609,0.207443,0.080835,0.44241,0.108809,7.242188,male
0.072545,0.192655,0.131947,0.252124,0.120177,0.590015,0.124486,5.101563,male
0.058925,0.165,0.103667,0.197667,0.094,0.534223,0.087385,3.515625,male
0.070908,0.155609,0.098136,0.211641,0.113505,0.735318,0.101207,0.664063,male
0.060146,0.217824,0.133,0.253235,0.120235,0.320608,0.132535,8.25,male
0.065929,0.19124,0.13121,0.235835,0.104625,0.547279,0.149406,4.992188,male
0.073953,0.213918,0.130893,0.255855,0.124962,0.564269,0.133624,3.304688,male
0.064423,0.203415,0.124805,0.237858,0.113054,0.520098,0.144831,3.539063,male
0.059686,0.23038,0.140886,0.252975,0.112089,0.351252,0.132171,8.742188,male
0.061547,0.231223,0.135904,0.250213,0.114309,0.356969,0.128484,9.421875,male
0.062558,0.22768,0.130619,0.248608,0.11799,0.356487,0.134626,5.789063,male
0.059357,0.228475,0.134915,0.245763,0.110847,0.309004,0.132326,8.0625,male
0.058312,0.216829,0.136585,0.24372,0.107134,0.323756,0.126112,3.5625,male
0.062501,0.226579,0.142947,0.256053,0.113105,0.4147,0.128788,3.65625,male
0.065908,0.219899,0.127626,0.241818,0.114192,0.455339,0.131759,8.414063,male
0.070961,0.174129,0.119801,0.236816,0.117015,0.594687,0.120089,5.554688,male
0.066607,0.186667,0.126404,0.24252,0.116115,0.536473,0.134678,5.25,male
0.058691,0.222864,0.138048,0.247351,0.109303,0.371899,0.128649,5.601563,male
0.057748,0.213587,0.136515,0.243104,0.106589,0.306216,0.127156,9.445313,male
0.06378,0.223469,0.137344,0.249268,0.111924,0.455479,0.124392,5.882813,male
0.058895,0.215303,0.132222,0.242525,0.110303,0.370345,0.12636,10.054688,male
0.059864,0.1995,0.1309,0.24885,0.11795,0.332664,0.134529,7.851563,male
0.058504,0.170777,0.136247,0.242091,0.105845,0.361052,0.125718,12,male
0.066108,0.203152,0.134293,0.259837,0.125543,0.472265,0.146746,9.445313,male
0.061917,0.224882,0.136693,0.253911,0.117218,0.386698,0.146562,5.648438,male
0.066995,0.209278,0.138196,0.252216,0.114021,0.462571,0.14349,5.695313,male
0.062721,0.179353,0.141193,0.23707,0.095877,0.498184,0.128266,3.75,male
0.061043,0.215908,0.1402,0.249557,0.109356,0.345574,0.138504,1.78125,male
0.05826,0.236007,0.143882,0.255675,0.111793,0.24438,0.121028,6.914063,male
0.068131,0.202835,0.13052,0.249575,0.119055,0.483751,0.128718,5.882813,male
0.06587,0.20043,0.132043,0.250323,0.11828,0.471986,0.124753,9.398438,male
0.05906,0.176419,0.140473,0.249257,0.108784,0.372922,0.140678,7.289063,male
0.062986,0.226174,0.135601,0.257227,0.121627,0.346882,0.146439,8.296875,male
0.053774,0.187133,0.147,0.250133,0.103133,0.314299,0.130284,0.585938,male
0.074338,0.189103,0.129266,0.253964,0.124698,0.630813,0.154437,5.296875,male
0.066268,0.180354,0.134815,0.256103,0.121288,0.413779,0.13614,5.460938,male
0.062087,0.178773,0.13791,0.253997,0.116086,0.37864,0.123889,9.609375,male
0.061262,0.195903,0.139028,0.255694,0.116667,0.372033,0.14259,2.648438,male
0.059166,0.181125,0.140875,0.251563,0.110687,0.378217,0.133211,9.609375,male
0.072266,0.19669,0.125704,0.246972,0.121268,0.537491,0.134021,8.296875,male
0.059303,0.220291,0.136607,0.257383,0.120775,0.270385,0.125249,2.648438,male
0.060499,0.221572,0.139621,0.25458,0.114959,0.340677,0.140248,8.859375,male
0.058756,0.168984,0.143281,0.237344,0.094062,0.453987,0.13503,3.914063,male
0.078562,0.183623,0.12529,0.254638,0.129348,0.551486,0.132376,4.359375,male
0.057666,0.206847,0.136216,0.247207,0.110991,0.317131,0.132198,5.648438,male
0.057826,0.225687,0.135518,0.244143,0.108625,0.316923,0.139392,8.859375,male
0.062186,0.224926,0.133309,0.250147,0.116838,0.335836,0.136126,6.984375,male
0.058613,0.223013,0.137756,0.245897,0.108141,0.376187,0.131556,5.976563,male
0.071724,0.160945,0.128315,0.242961,0.114646,0.639314,0.135477,8.273438,male
0.062454,0.219581,0.137069,0.250692,0.113623,0.330105,0.140711,8.085938,male
0.056888,0.227455,0.150437,0.24581,0.095373,0.38119,0.126411,7.195313,male
0.060125,0.227225,0.135358,0.250192,0.114834,0.358923,0.132129,7.757813,male
0.062536,0.214682,0.127896,0.245285,0.11739,0.439595,0.123962,5.53125,male
0.06251,0.21799,0.130221,0.247087,0.116865,0.400099,0.134046,2.554688,male
0.060052,0.182472,0.138427,0.250506,0.112079,0.345079,0.136617,2.882813,male
0.058647,0.218569,0.136216,0.247504,0.111288,0.274199,0.133797,4.78125,male
0.070485,0.226528,0.136111,0.256667,0.120556,0.516266,0.144159,2.71875,male
0.059864,0.215007,0.140204,0.246073,0.105869,0.423057,0.138978,8.085938,male
0.055758,0.212593,0.135247,0.243272,0.108025,0.319154,0.134776,6.492188,male
0.059821,0.186512,0.14162,0.243901,0.102281,0.467346,0.144614,4.359375,male
0.057787,0.184366,0.132606,0.242535,0.10993,0.38132,0.141513,5.390625,male
0.068893,0.220164,0.12811,0.247781,0.119671,0.496525,0.140189,6.046875,male
0.05761,0.195733,0.1408,0.246933,0.106133,0.333138,0.129941,7.804688,male
0.060961,0.230938,0.133805,0.250761,0.116956,0.293515,0.130457,8.15625,male
0.063821,0.232946,0.137676,0.266639,0.128963,0.255776,0.12999,7.734375,male
0.057848,0.183956,0.130091,0.236806,0.106715,0.322637,0.121225,5.34375,male
0.060382,0.216821,0.12253,0.238359,0.115829,0.353812,0.115284,5.554688,male
0.061802,0.209073,0.126556,0.246623,0.120066,0.358082,0.126696,5.976563,male
0.058964,0.227988,0.124396,0.240557,0.116161,0.259824,0.115723,15.328125,male
0.059924,0.218805,0.126352,0.24478,0.118428,0.254671,0.118072,9.328125,male
0.065011,0.189603,0.132531,0.258933,0.126402,0.301958,0.128071,6.234375,male
0.061697,0.232042,0.132249,0.257232,0.124983,0.294794,0.113616,5.789063,male
0.058576,0.221583,0.136978,0.245252,0.108273,0.322004,0.115817,3.890625,male
0.061788,0.226819,0.130069,0.250526,0.120458,0.27017,0.119335,4.289063,male
0.060102,0.21911,0.132389,0.245404,0.113015,0.290761,0.126699,5.671875,male
0.061187,0.228533,0.136459,0.252142,0.115683,0.296101,0.114107,10.804688,male
0.06123,0.220476,0.127619,0.24381,0.11619,0.297798,0.117574,5.015625,male
0.061665,0.229964,0.135451,0.256245,0.120794,0.313936,0.127036,6.492188,male
0.060087,0.227414,0.136079,0.254168,0.118089,0.234247,0.131572,6.257813,male
0.060805,0.212342,0.137398,0.250855,0.113457,0.285062,0.12795,5.0625,male
0.061835,0.232795,0.135562,0.254179,0.118617,0.25821,0.11814,12.164063,male
0.059568,0.223203,0.129537,0.248612,0.119075,0.275661,0.124312,3,male
0.058996,0.221516,0.134566,0.247394,0.112828,0.272303,0.124133,6.398438,male
0.06324,0.226737,0.127609,0.250779,0.12317,0.228162,0.12853,6.117188,male
0.059483,0.207123,0.138082,0.252603,0.114521,0.265144,0.123779,5.578125,male
0.059779,0.223094,0.128921,0.243237,0.114317,0.319014,0.129153,6.421875,male
0.061099,0.188652,0.130567,0.243759,0.113191,0.375838,0.12987,6.234375,male
0.060701,0.228884,0.133469,0.251034,0.117566,0.265427,0.129866,6.070313,male
0.063526,0.223648,0.136918,0.259748,0.12283,0.303123,0.117279,8.554688,male
0.063805,0.22389,0.132574,0.257446,0.124872,0.330403,0.120762,4.757813,male
0.059433,0.224825,0.13046,0.245451,0.114991,0.298725,0.127857,4.828125,male
0.06171,0.224521,0.129202,0.241277,0.112074,0.301941,0.120308,5.109375,male
0.063279,0.177671,0.125569,0.24589,0.120321,0.314426,0.129999,5.039063,male
0.060701,0.169263,0.122105,0.238737,0.116632,0.350055,0.11486,6.210938,male
0.059709,0.212926,0.128296,0.244437,0.116141,0.302066,0.130177,5.460938,male
0.058555,0.21728,0.133504,0.241472,0.107968,0.319341,0.123088,5.765625,male
0.060648,0.219884,0.137563,0.255629,0.118066,0.258821,0.118799,5.835938,male
0.062371,0.180955,0.130806,0.252,0.121194,0.341227,0.133712,5.71875,male
0.060349,0.192633,0.134673,0.254003,0.11933,0.271228,0.129198,7.78125,male
0.058979,0.168219,0.129315,0.243836,0.114521,0.321227,0.123771,6.351563,male
0.062717,0.216667,0.130952,0.254286,0.123333,0.289835,0.124123,9.398438,male
0.061932,0.213613,0.131419,0.252452,0.121032,0.320893,0.142393,6.585938,male
0.05856,0.157915,0.137567,0.247709,0.110142,0.346787,0.13141,6.117188,male
0.060065,0.192221,0.133701,0.244238,0.110537,0.33316,0.122174,5.601563,male
0.060371,0.206271,0.12828,0.246332,0.118052,0.333551,0.127748,3.257813,male
0.059662,0.220998,0.130425,0.242736,0.112311,0.224701,0.118303,4.546875,male
0.063053,0.224,0.133538,0.261812,0.128274,0.259881,0.131275,6.328125,male
0.058112,0.175632,0.134713,0.238621,0.103908,0.33036,0.136466,6.304688,male
0.060757,0.196792,0.128553,0.243459,0.114906,0.359334,0.130205,5.390625,male
0.060036,0.213833,0.122248,0.238847,0.116599,0.318323,0.117582,5.296875,male
0.058779,0.198617,0.126556,0.237695,0.11114,0.362197,0.118564,6.1875,male
0.058749,0.195862,0.134253,0.242299,0.108046,0.360257,0.130961,5.25,male
0.061119,0.181176,0.130796,0.251419,0.120623,0.363159,0.12143,5.132813,male
0.058267,0.163686,0.12435,0.234743,0.110393,0.39068,0.115361,10.101563,male
0.057408,0.181387,0.130292,0.238102,0.10781,0.315567,0.13541,6.421875,male
0.058199,0.155887,0.137518,0.244255,0.106738,0.288528,0.121991,5.132813,male
0.060449,0.221748,0.128741,0.243776,0.115035,0.257295,0.122026,5.226563,male
0.061813,0.214495,0.126728,0.244893,0.118165,0.347968,0.119706,6.445313,male
0.060896,0.227862,0.133724,0.250069,0.116345,0.285795,0.13874,5.15625,male
0.061816,0.194538,0.130442,0.250201,0.119759,0.365046,0.126003,7.640625,male
0.061472,0.185155,0.128475,0.241835,0.11336,0.29826,0.128656,14.765625,male
0.060049,0.225139,0.12732,0.246876,0.119556,0.290546,0.118063,5.039063,male
0.06103,0.193634,0.134873,0.251606,0.116732,0.332871,0.129015,3.398438,male
0.062654,0.159817,0.132968,0.254003,0.121035,0.286869,0.131446,6.867188,male
0.061938,0.190076,0.11379,0.219482,0.105693,0.579929,0.126664,4.945313,male
0.061242,0.195111,0.124,0.236889,0.112889,0.504383,0.116963,12,male
0.060655,0.190595,0.132482,0.239768,0.107286,0.42544,0.121234,5.484375,male
0.060227,0.199002,0.126035,0.235312,0.109277,0.46535,0.118595,11.695313,male
0.057513,0.192049,0.134689,0.218392,0.083703,0.470492,0.119759,6.84375,male
0.063853,0.187584,0.127022,0.233202,0.10618,0.58514,0.126365,5.953125,male
0.056961,0.204277,0.132516,0.235535,0.103019,0.337593,0.113175,1.828125,male
0.06016,0.188563,0.132888,0.235704,0.102816,0.466344,0.137609,9.726563,male
0.059458,0.198236,0.130155,0.227938,0.097783,0.42813,0.123698,1.78125,male
0.056793,0.205679,0.138272,0.23679,0.098519,0.361181,0.116814,6.023438,male
0.061916,0.189576,0.131272,0.225187,0.093915,0.5389,0.120586,9.210938,male
0.058953,0.219478,0.160348,0.253565,0.093217,0.324354,0.117905,10.945313,male
0.056074,0.20188,0.163642,0.242173,0.078532,0.287709,0.112953,10.757813,male
0.064867,0.221376,0.136515,0.255403,0.118887,0.465066,0.127269,6.984375,male
0.057836,0.198858,0.136158,0.228364,0.092206,0.377467,0.118711,7.195313,male
0.061455,0.202376,0.135446,0.234851,0.099406,0.472934,0.114454,5.929688,male
0.066063,0.193239,0.124046,0.235544,0.111498,0.582503,0.120661,8.039063,male
0.061774,0.201542,0.136761,0.24365,0.106889,0.463263,0.130267,10.359375,male
0.055136,0.197333,0.140889,0.216889,0.076,0.360438,0.112663,8.71875,male
0.05718,0.213651,0.137778,0.233333,0.095556,0.398213,0.127979,7.21875,male
0.060491,0.196663,0.133213,0.246223,0.11301,0.393175,0.117401,5.273438,male
0.070569,0.222416,0.12827,0.253188,0.124918,0.577478,0.128908,20.460938,male
0.06327,0.195573,0.128244,0.240102,0.111858,0.569762,0.133683,8.34375,male
0.062285,0.203532,0.130513,0.238029,0.107515,0.539557,0.114683,5.4375,male
0.05431,0.201538,0.146538,0.237308,0.090769,0.370395,0.128651,6.5625,male
0.059264,0.217071,0.144949,0.254899,0.109949,0.366502,0.131676,2.53125,male
0.05683,0.195479,0.141803,0.236338,0.094535,0.379832,0.123908,6,male
0.086939,0.212788,0.110614,0.255888,0.145274,0.599417,0.128292,9.164063,male
0.056555,0.212774,0.146527,0.246061,0.099534,0.286311,0.126432,6.164063,male
0.059889,0.199266,0.143119,0.232661,0.089541,0.45028,0.11971,4.453125,male
0.058705,0.211903,0.136616,0.24997,0.113353,0.328954,0.122496,6.375,male
0.05574,0.192029,0.145819,0.230024,0.084205,0.425658,0.130962,6.117188,male
0.054843,0.224082,0.156241,0.246696,0.090455,0.250356,0.110514,4.40625,male
0.05646,0.205296,0.13834,0.241818,0.103478,0.349014,0.119088,6.5625,male
0.059267,0.19265,0.138405,0.244103,0.105698,0.417277,0.119681,5.132813,male
0.060324,0.204712,0.126556,0.239846,0.113291,0.397331,0.129917,4.875,male
0.05615,0.234653,0.17455,0.254807,0.080257,0.303314,0.12282,5.039063,male
0.053151,0.223058,0.156697,0.244037,0.087339,0.227555,0.136609,6.046875,male
0.055359,0.218698,0.143148,0.242225,0.099077,0.294491,0.131356,5.976563,male
0.059671,0.201086,0.134154,0.248434,0.11428,0.406614,0.12477,5.109375,male
0.057447,0.20882,0.145629,0.241505,0.095875,0.423014,0.130248,6.257813,male
0.060469,0.210294,0.140196,0.242014,0.101818,0.410656,0.135463,11.34375,male
0.058805,0.220699,0.154978,0.257686,0.102707,0.380896,0.104783,9.398438,male
0.057683,0.219333,0.148711,0.2464,0.097689,0.366638,0.11918,7.054688,male
0.058945,0.200637,0.14,0.241359,0.101359,0.425201,0.134244,8.789063,male
0.058535,0.205953,0.147405,0.243838,0.096433,0.469122,0.123764,4.40625,male
0.061517,0.210246,0.133942,0.248889,0.114947,0.463175,0.111046,11.34375,male
