@relation 'voice-weka.filters.unsupervised.attribute.Remove-V-R3-5,7,9-11,13-19,21'

@attribute median numeric
@attribute Q25 numeric
@attribute Q75 numeric
@attribute skew numeric
@attribute sp.ent numeric
@attribute sfm numeric
@attribute mode numeric
@attribute meanfun numeric
@attribute minfun numeric
@attribute maxfun numeric
@attribute meandom numeric
@attribute mindom numeric
@attribute maxdom numeric
@attribute dfrange numeric
@attribute label {male,female}

@data
0.143531,0.105484,0.228967,1.350533,0.960077,0.716882,0.124394,0.111528,0.017857,0.25,0.656829,0.007813,5.054688,5.046875,male
0.042769,0.017065,0.131257,2.18332,0.933538,0.601207,0.011166,0.178503,0.053872,0.275862,0.588216,0.007813,2.75,2.742188,male
0.066576,0.016433,0.166652,3.570619,0.931496,0.617675,0.010956,0.160002,0.02108,0.246154,0.698017,0.007813,5.703125,5.695313,male
0.080672,0.033793,0.170617,1.49759,0.958994,0.690904,0.011561,0.169234,0.019827,0.258065,0.721467,0.007813,5.875,5.867188,male
0.070372,0.023457,0.153963,2.354569,0.956468,0.731009,0.01359,0.161466,0.016529,0.246154,0.776278,0.007813,6.125,6.117188,male
0.168463,0.056747,0.19479,2.338022,0.937677,0.609028,0.198526,0.168194,0.017241,0.275862,1.289509,0.007813,6.078125,6.070313,male
0.174697,0.112097,0.195321,2.736024,0.940401,0.664616,0.190468,0.160876,0.027073,0.207792,0.971154,0.007813,7,6.992188,male
0.189894,0.15266,0.207766,2.818282,0.920936,0.553174,0.209255,0.177866,0.027165,0.271186,1.133854,0.03125,5.789063,5.757813,male
0.177024,0.074958,0.20104,2.267833,0.946048,0.66067,0.199402,0.169236,0.016807,0.235294,1.620739,0.007813,6.414063,6.40625,male
0.17498,0.115906,0.200114,2.314759,0.953125,0.71483,0.200915,0.179051,0.016701,0.271186,0.80193,0.007813,6.101563,6.09375,male
0.175596,0.105085,0.197226,2.303377,0.93201,0.594163,0.185134,0.17777,0.01837,0.262295,1.411458,0.007813,6.125,6.117188,male
0.138302,0.09487,0.211092,3.337402,0.951547,0.675556,0,0.124298,0.016145,0.266667,0.104256,0.007813,0.523438,0.515625,male
0.163356,0.106501,0.227684,2.326585,0.930487,0.593444,0.232755,0.104608,0.01658,0.258065,0.250269,0.007813,2.148438,2.140625,male
0.085963,0.022301,0.156869,3.292217,0.959707,0.748813,0.007243,0.104386,0.017563,0.258065,0.289641,0.007813,0.6875,0.679688,male
0.130392,0.069314,0.225098,1.612182,0.961655,0.729774,0,0.110159,0.022099,0.266667,0.438101,0.007813,3.882813,3.875,male
0.140556,0.095854,0.215282,1.89148,0.958059,0.708361,0,0.120496,0.024615,0.258065,0.350883,0.007813,4.117188,4.109375,male
0.155127,0.108263,0.219788,1.327341,0.950714,0.65743,0,0.10374,0.015656,0.271186,0.195313,0.007813,0.5625,0.554688,male
0.161059,0.109449,0.220085,3.043102,0.949564,0.667946,0,0.111994,0.02,0.164948,0.380859,0.007813,3.773438,3.765625,male
0.096326,0.037366,0.205026,1.302196,0.958253,0.715289,0,0.114494,0.023392,0.262295,0.21582,0.007813,0.929688,0.921875,male
0.156217,0.101613,0.217185,1.554888,0.952031,0.671322,0,0.113307,0.024806,0.213333,0.297619,0.007813,0.796875,0.789063,male
0.167222,0.108203,0.229216,1.088391,0.95753,0.678299,0,0.124322,0.021362,0.253968,0.500651,0.007813,4.710938,4.703125,male
0.111466,0.093812,0.185367,3.024085,0.930031,0.598873,0.100587,0.071739,0.01592,0.262295,0.151727,0.015625,0.679688,0.664063,male
0.142237,0.104087,0.214062,2.727343,0.930959,0.556836,0.110446,0.101183,0.017719,0.262295,0.481771,0.007813,2.585938,2.578125,male
0.123288,0.099271,0.199743,3.567623,0.919335,0.552073,0.09807,0.0957,0.016162,0.262295,0.578125,0.007813,5.3125,5.304688,male
0.148788,0.097974,0.21248,1.640513,0.949193,0.631026,0.108241,0.101876,0.016701,0.271186,0.427284,0.007813,2.320313,2.3125,male
0.181144,0.12734,0.19883,2.501694,0.89182,0.213013,0.193803,0.115972,0.030593,0.238806,0.558919,0.007813,3.539063,3.53125,male
0.182447,0.124734,0.222101,1.569726,0.918021,0.249337,0.122686,0.125268,0.024316,0.271186,0.897656,0.007813,5.398438,5.390625,male
0.15297,0.133107,0.216559,1.880941,0.909151,0.213391,0.135776,0.120801,0.016649,0.271186,0.650506,0.007813,6.960938,6.953125,male
0.187041,0.129047,0.218636,1.335153,0.91716,0.205177,0.125677,0.114119,0.016563,0.228571,0.519314,0.101563,5.390625,5.289063,male
0.191953,0.128824,0.219439,1.377182,0.915824,0.23436,0.120065,0.115067,0.019753,0.246154,0.944196,0.101563,5.296875,5.195313,male
0.19179,0.127593,0.215803,1.60428,0.917414,0.229564,0.198994,0.117233,0.017937,0.25,0.688519,0.007813,5.679688,5.671875,male
0.176965,0.095662,0.194816,3.270269,0.887308,0.389775,0.094498,0.099671,0.040486,0.25641,0.596977,0.102539,0.791016,0.688477,male
0.156973,0.096143,0.201855,3.063665,0.893313,0.424896,0.089992,0.097133,0.03876,0.263158,0.511068,0.092773,0.751953,0.65918,male
0.150837,0.096325,0.196591,3.087689,0.885277,0.398488,0.093917,0.095382,0.040816,0.163934,0.560192,0.097656,0.844727,0.74707,male
0.147068,0.097362,0.197003,3.74422,0.883207,0.41603,0.093485,0.102147,0.06993,0.25,0.46689,0.004883,0.844727,0.839844,male
0.165123,0.099534,0.197918,2.653738,0.908597,0.42165,0.09474,0.099036,0.04878,0.227273,0.609422,0.097656,2.749023,2.651367,male
0.147893,0.105104,0.210831,3.415425,0.912332,0.489013,0.103858,0.11041,0.019531,0.232558,0.830503,0.004883,3.803711,3.798828,male
0.133173,0.097362,0.195396,3.171549,0.897885,0.418336,0.0949,0.094895,0.050505,0.12987,0.313895,0.097656,0.756836,0.65918,male
0.148887,0.104336,0.209596,2.383484,0.915975,0.438488,0.094872,0.10036,0.089286,0.142857,0.572917,0.092773,3.417969,3.325195,male
0.181556,0.098646,0.1983,2.853819,0.867335,0.315548,0.098847,0.100271,0.039841,0.27027,0.480143,0.097656,0.839844,0.742188,male
0.172761,0.095881,0.194602,2.931277,0.888509,0.377501,0.09195,0.098263,0.042735,0.217391,0.425914,0.029297,0.791016,0.761719,male
0.149065,0.098034,0.196067,4.696294,0.856594,0.358091,0.09781,0.096564,0.020619,0.212766,0.30506,0.097656,0.761719,0.664063,male
0.145728,0.098527,0.199574,3.300372,0.885868,0.401103,0.101277,0.097339,0.023641,0.212766,0.34389,0.097656,0.800781,0.703125,male
0.156684,0.098238,0.198135,2.890884,0.891983,0.4032,0.098031,0.109456,0.073529,0.277778,0.400879,0.097656,0.825195,0.727539,male
0.137857,0.100177,0.203288,2.744697,0.90296,0.424031,0.098598,0.109356,0.036232,0.27027,0.561988,0.102539,0.810547,0.708008,male
0.146625,0.09623,0.194197,3.96306,0.885942,0.412893,0.095361,0.09949,0.022321,0.217391,0.543768,0.004883,0.859375,0.854492,male
0.15445,0.101624,0.20775,2.281424,0.906638,0.418999,0.105178,0.102148,0.038911,0.128205,0.470947,0.097656,0.844727,0.74707,male
0.170399,0.095746,0.193973,4.332606,0.888959,0.416014,0.093471,0.096316,0.040323,0.27027,0.469416,0.087891,0.795898,0.708008,male
0.162708,0.102083,0.202292,3.651088,0.896026,0.445363,0.099583,0.105999,0.089286,0.263158,0.520601,0.092773,0.800781,0.708008,male
0.155699,0.098925,0.19957,2.942384,0.888124,0.39098,0.10043,0.096178,0.034602,0.144928,0.438787,0.004883,0.81543,0.810547,male
0.159739,0.091736,0.188949,3.519284,0.892878,0.409349,0.090139,0.092268,0.046512,0.185185,0.313895,0.092773,0.800781,0.708008,male
0.1759,0.097095,0.197693,3.463105,0.898706,0.420846,0.095344,0.097985,0.024331,0.25,0.420736,0.004883,0.805664,0.800781,male
0.163962,0.088711,0.196795,3.19246,0.89777,0.411582,0.087487,0.079302,0.011161,0.113636,0.337339,0.004883,0.756836,0.751953,male
0.163753,0.096763,0.198561,3.45094,0.892002,0.422901,0.099828,0.096415,0.04902,0.153846,0.389071,0.097656,0.805664,0.708008,male
0.159519,0.098718,0.199679,2.705834,0.900475,0.4084,0.100064,0.095803,0.028249,0.208333,0.432478,0.097656,0.825195,0.727539,male
0.176599,0.096479,0.196734,3.564927,0.893061,0.424736,0.096479,0.094728,0.024631,0.2,0.348378,0.097656,0.78125,0.683594,male
0.180824,0.102636,0.215881,2.003262,0.903632,0.394809,0.091796,0.093961,0.01368,0.11236,0.367839,0.087891,0.756836,0.668945,male
0.171742,0.096276,0.194865,3.563475,0.883183,0.391122,0.093964,0.095125,0.039526,0.178571,0.364435,0.004883,0.849609,0.844727,male
0.174971,0.1041,0.214705,2.284962,0.910273,0.421144,0.106191,0.095149,0.050761,0.125,0.270415,0.092773,0.844727,0.751953,male
0.157375,0.094864,0.191526,3.618249,0.889844,0.411598,0.094265,0.090786,0.037175,0.138889,0.463018,0.092773,0.942383,0.849609,male
0.157556,0.099035,0.200547,3.548323,0.892389,0.42659,0.101511,0.09849,0.045872,0.105263,0.525484,0.097656,1.040039,0.942383,male
0.158747,0.10415,0.206327,4.022339,0.881434,0.395987,0.10437,0.103781,0.04902,0.181818,0.576869,0.102539,0.927734,0.825195,male
0.15592,0.09786,0.199933,2.967369,0.895739,0.409561,0.091304,0.095919,0.02079,0.138889,0.422119,0.097656,1.088867,0.991211,male
0.158791,0.095605,0.197198,2.535442,0.909933,0.447821,0.095398,0.099987,0.053763,0.27027,0.404,0.087891,0.786133,0.698242,male
0.135363,0.099811,0.202934,2.611603,0.905954,0.439216,0.09429,0.100917,0.017036,0.212766,0.557528,0.097656,0.766602,0.668945,male
0.130903,0.098288,0.197021,3.292051,0.888853,0.396658,0.097845,0.10182,0.090909,0.217391,0.403942,0.102539,0.805664,0.703125,male
0.131577,0.099707,0.206699,2.72323,0.903949,0.434983,0.093561,0.091687,0.020619,0.111111,0.46503,0.078125,0.864258,0.786133,male
0.151257,0.098246,0.195877,3.523045,0.893303,0.407681,0.094971,0.095423,0.056497,0.212766,0.519064,0.087891,0.776367,0.688477,male
0.165838,0.102703,0.204108,3.106224,0.909153,0.44845,0.100324,0.103799,0.035461,0.277778,0.65807,0.048828,3.754883,3.706055,male
0.143638,0.099985,0.199139,3.132338,0.898198,0.419743,0.100193,0.102645,0.035971,0.25641,0.562411,0.092773,2.1875,2.094727,male
0.151833,0.101222,0.208536,3.299011,0.905249,0.444301,0.105205,0.097132,0.046948,0.114943,0.439453,0.092773,0.834961,0.742188,male
0.172399,0.095117,0.194791,3.465501,0.906056,0.452212,0.092937,0.107234,0.084746,0.27027,0.68975,0.004883,3.964844,3.959961,male
0.163052,0.100755,0.202635,3.354358,0.895831,0.412756,0.094008,0.099888,0.012121,0.243902,0.434338,0.097656,0.776367,0.678711,male
0.146606,0.096743,0.19583,3.413564,0.892649,0.422863,0.096104,0.102077,0.08547,0.277778,0.520601,0.102539,0.795898,0.693359,male
0.149968,0.098576,0.202468,3.493589,0.8934,0.422655,0.091266,0.104469,0.045662,0.277778,0.471635,0.097656,0.810547,0.712891,male
0.149828,0.094871,0.192951,3.886627,0.892498,0.410619,0.093668,0.100184,0.088496,0.222222,0.449856,0.087891,0.78125,0.693359,male
0.139784,0.102034,0.203421,2.907355,0.895498,0.417326,0.106133,0.111855,0.075188,0.25,0.593145,0.102539,0.844727,0.742188,male
0.131064,0.095532,0.191489,3.262809,0.910381,0.466958,0.094255,0.089967,0.021552,0.15873,0.322931,0.097656,0.800781,0.703125,male
0.137516,0.098677,0.197581,3.946192,0.879665,0.406526,0.099129,0.099679,0.091743,0.140845,0.421782,0.097656,0.805664,0.708008,male
0.175968,0.094592,0.196359,3.229614,0.896248,0.406344,0.092704,0.093707,0.020877,0.185185,0.414632,0.004883,0.776367,0.771484,male
0.161151,0.101167,0.206811,2.458806,0.905334,0.429374,0.10251,0.100835,0.040816,0.227273,0.373651,0.102539,0.839844,0.737305,male
0.13949,0.094421,0.192513,3.535282,0.891534,0.395373,0.093605,0.094116,0.048077,0.138889,0.33373,0.092773,0.839844,0.74707,male
0.135842,0.09495,0.192904,3.290935,0.898404,0.422697,0.093333,0.092335,0.038911,0.138889,0.294131,0.092773,0.81543,0.722656,male
0.178331,0.110688,0.207438,1.287736,0.924868,0.427081,0.101669,0.107049,0.027211,0.25,0.299045,0.007813,2.3125,2.304688,male
0.165477,0.112582,0.215945,0.844096,0.934391,0.484771,0.169844,0.109519,0.016377,0.275862,0.934375,0.007813,3.351563,3.34375,male
0.186579,0.122991,0.23185,0.704773,0.943048,0.476213,0.097869,0.1021,0.026534,0.253968,0.568866,0.101563,4.140625,4.039063,male
0.16957,0.103888,0.208822,1.846582,0.951345,0.678931,0.196262,0.102026,0.017602,0.258065,0.403556,0.085938,3.726563,3.640625,male
0.17462,0.111087,0.220272,1.302937,0.935955,0.497412,0.178424,0.09251,0.021419,0.231884,0.904514,0.007813,6.507813,6.5,male
0.168462,0.100195,0.202701,1.628531,0.939591,0.562567,0.093683,0.095362,0.023529,0.246154,0.733929,0.078125,6.851563,6.773438,male
0.18202,0.107408,0.211537,1.931578,0.913573,0.421615,0.09306,0.094747,0.015671,0.238806,0.611111,0.085938,3.914063,3.828125,male
0.148133,0.108631,0.225975,1.516033,0.95773,0.736562,0.113859,0.094828,0.027211,0.141593,0.525568,0.046875,4.289063,4.242188,male
0.171578,0.10788,0.215489,1.426578,0.943897,0.566975,0.175915,0.094894,0.017448,0.228571,0.583125,0.007813,5.460938,5.453125,male
0.167797,0.109971,0.208377,1.123454,0.94924,0.607524,0.095971,0.095971,0.017021,0.210526,0.986979,0.078125,6.867188,6.789063,male
0.168166,0.099684,0.197988,1.615806,0.926595,0.473016,0.093057,0.093142,0.022989,0.179775,0.309375,0.03125,3.328125,3.296875,male
0.181679,0.109435,0.21887,1.802772,0.908573,0.43756,0.109435,0.095223,0.018735,0.262295,0.573351,0.09375,3.617188,3.523438,male
0.181869,0.108075,0.214579,1.246994,0.936689,0.529282,0.193645,0.101997,0.018433,0.219178,0.525391,0.09375,3.546875,3.453125,male
0.187632,0.114737,0.222632,0.813396,0.937291,0.477383,0.094474,0.094563,0.034707,0.222222,0.650752,0.046875,3.703125,3.65625,male
0.177581,0.114808,0.214336,1.84053,0.93365,0.45665,0.091268,0.102131,0.018868,0.183908,0.378676,0.007813,3.617188,3.609375,male
0.168406,0.101159,0.19913,1.641321,0.935981,0.537197,0.097101,0.107602,0.016113,0.275862,1.011719,0.007813,3.664063,3.65625,male
0.175844,0.110909,0.20961,1.300794,0.940523,0.529781,0.198442,0.090731,0.015764,0.172043,1.147899,0.09375,6.90625,6.8125,male
0.172054,0.099461,0.200808,1.71604,0.933378,0.608264,0.097576,0.088247,0.018519,0.131148,0.177604,0.09375,0.28125,0.1875,male
0.173419,0.108086,0.209247,1.320005,0.936471,0.509378,0.100258,0.10746,0.016719,0.246154,0.701172,0.007813,6.539063,6.53125,male
0.18933,0.10665,0.209826,2.48553,0.907188,0.415658,0.207047,0.096447,0.015779,0.213333,0.174479,0.09375,0.5625,0.46875,male
0.177134,0.109037,0.212726,1.350262,0.935346,0.50935,0.213343,0.097317,0.016736,0.262295,0.469806,0.007813,3.609375,3.601563,male
0.185714,0.109796,0.208571,2.649155,0.917171,0.439121,0.194286,0.089936,0.020126,0.2,0.338976,0.101563,2.5625,2.460938,male
0.174284,0.110656,0.212025,1.144319,0.940428,0.480574,0.096429,0.095782,0.016032,0.216216,0.61402,0.007813,3.6875,3.679688,male
0.171151,0.10088,0.20194,1.538917,0.939419,0.585031,0.098163,0.093762,0.017641,0.275862,0.392485,0.054688,3.703125,3.648438,male
0.175784,0.104954,0.20585,1.769611,0.939312,0.540446,0.095547,0.099938,0.024653,0.266667,0.798363,0.03125,6.140625,6.109375,male
0.170937,0.105313,0.20875,1.283485,0.941115,0.528957,0.089375,0.090841,0.018286,0.242424,0.89681,0.007813,6.640625,6.632813,male
0.178776,0.106939,0.208367,1.662557,0.925396,0.433663,0.179796,0.098069,0.01608,0.266667,0.551809,0.007813,3.742188,3.734375,male
0.175461,0.110073,0.207438,1.299597,0.938387,0.47587,0.091215,0.093657,0.017505,0.235294,0.707981,0.09375,6.523438,6.429688,male
0.173518,0.112948,0.214473,1.129116,0.942892,0.485339,0.170931,0.095611,0.015842,0.246154,1.089844,0.085938,6.8125,6.726563,male
0.174856,0.106296,0.207984,1.806696,0.929765,0.525731,0.185802,0.088102,0.026891,0.219178,0.543125,0.070313,4.320313,4.25,male
0.167602,0.112895,0.21286,0.968032,0.948221,0.53574,0.207638,0.110691,0.029412,0.246154,0.896615,0.007813,5.71875,5.710938,male
0.165843,0.103001,0.208977,1.24042,0.953462,0.662516,0.092032,0.101888,0.015748,0.25,0.454102,0.007813,3.695313,3.6875,male
0.177512,0.114545,0.223062,0.831556,0.9454,0.505929,0.109633,0.096195,0.018141,0.213333,0.59304,0.09375,3.757813,3.664063,male
0.174316,0.111901,0.21659,1.251522,0.941058,0.497156,0.183766,0.093941,0.026981,0.15534,0.604795,0.09375,6.296875,6.203125,male
0.164384,0.113973,0.210959,1.038176,0.946958,0.555714,0.090137,0.104608,0.017241,0.266667,0.450721,0.007813,3.890625,3.882813,male
0.175231,0.108728,0.212441,1.484594,0.937855,0.534496,0.102922,0.106505,0.016913,0.25,0.695871,0.007813,3.539063,3.53125,male
0.183142,0.109758,0.214441,1.412736,0.926255,0.415544,0.096435,0.095642,0.018846,0.175824,0.623047,0.007813,3.796875,3.789063,male
0.179305,0.116043,0.217861,2.074882,0.930059,0.477426,0.213369,0.095896,0.035874,0.225352,0.689844,0.101563,3.671875,3.570313,male
0.170758,0.101288,0.21,1.97127,0.947457,0.678546,0.208939,0.106673,0.022284,0.275862,0.729074,0.039063,6.726563,6.6875,male
0.188284,0.116898,0.225479,1.22213,0.921925,0.39212,0.188284,0.097599,0.018801,0.238806,0.420166,0.09375,2.484375,2.390625,male
0.178088,0.105885,0.211425,1.577942,0.933683,0.511419,0.210907,0.096537,0.018605,0.253968,0.696403,0.09375,4.921875,4.828125,male
0.177352,0.108921,0.208147,1.529905,0.931908,0.444206,0.186667,0.095105,0.016377,0.262295,0.48125,0.007813,3.765625,3.757813,male
0.174065,0.100225,0.196512,2.127226,0.921533,0.426868,0.195134,0.095852,0.016754,0.235294,0.406033,0.046875,3.484375,3.4375,male
0.176681,0.110632,0.210649,1.087497,0.938019,0.465095,0.185644,0.102845,0.018349,0.25,0.657258,0.007813,6.6875,6.679688,male
0.187109,0.106603,0.207457,2.312101,0.908148,0.420416,0.201264,0.100181,0.017448,0.275862,0.352539,0.007813,2.367188,2.359375,male
0.17865,0.102686,0.202509,2.466065,0.907266,0.380135,0.193729,0.099268,0.023634,0.266667,0.521289,0.09375,3.578125,3.484375,male
0.168993,0.111791,0.215224,1.089375,0.93818,0.464072,0.194851,0.102813,0.01898,0.231884,0.539601,0.09375,3.703125,3.609375,male
0.185613,0.111097,0.218129,1.520067,0.925692,0.441864,0.217677,0.090459,0.016113,0.246154,0.921402,0.09375,6.484375,6.390625,male
0.181561,0.10745,0.206565,2.218335,0.928958,0.472284,0.192373,0.098008,0.017957,0.225352,0.841064,0.101563,6.585938,6.484375,male
0.173992,0.103128,0.205679,1.550271,0.930426,0.481643,0.194156,0.108706,0.020177,0.246154,0.655625,0.09375,4.90625,4.8125,male
0.175333,0.112222,0.218444,1.509476,0.934789,0.492509,0.232222,0.112381,0.016129,0.253968,0.602009,0.046875,6.851563,6.804688,male
0.181132,0.106415,0.217358,1.870453,0.938712,0.648565,0.210943,0.103951,0.077295,0.172043,0.794271,0.054688,3.945313,3.890625,male
0.174708,0.112722,0.216528,1.111904,0.938708,0.464443,0.170038,0.098358,0.020806,0.271186,0.740848,0.085938,3.914063,3.828125,male
0.181503,0.11048,0.219207,1.442787,0.938946,0.574297,0.215407,0.106667,0.016736,0.253968,0.443685,0.09375,3.476563,3.382813,male
0.19072,0.118462,0.228238,1.49536,0.924788,0.466217,0.225459,0.106554,0.015984,0.228571,0.348828,0.09375,3.53125,3.4375,male
0.178675,0.111729,0.213958,1.47399,0.919637,0.360737,0.209887,0.09112,0.016343,0.161616,0.348145,0.085938,2.882813,2.796875,male
0.182834,0.115565,0.213018,1.387754,0.924298,0.406652,0.102341,0.108998,0.018433,0.186047,0.591046,0.09375,3.679688,3.585938,male
0.1788,0.1034,0.2054,1.748303,0.925696,0.412915,0.1796,0.092866,0.016754,0.166667,0.301432,0.039063,3.648438,3.609375,male
0.177323,0.109758,0.207418,1.362941,0.921736,0.379061,0.193846,0.104901,0.038835,0.275862,0.687187,0.109375,5.960938,5.851563,male
0.180323,0.109677,0.226774,1.154277,0.943721,0.610794,0.100645,0.091426,0.016615,0.219178,0.759943,0.09375,3.96875,3.875,male
0.182367,0.105174,0.206974,2.091552,0.915376,0.408379,0.205585,0.098589,0.015748,0.25,0.867188,0.007813,7,6.992188,male
0.181622,0.103844,0.199279,2.458537,0.909782,0.462378,0.184565,0.103017,0.04611,0.238806,1.125434,0.085938,5.429688,5.34375,male
0.179981,0.1177,0.222733,0.737618,0.943537,0.504262,0.097116,0.106114,0.022346,0.275862,0.738839,0.09375,3.671875,3.578125,male
0.183568,0.108631,0.212614,2.718282,0.907749,0.496538,0.105726,0.107544,0.017719,0.246154,0.169471,0.109375,0.226563,0.117188,male
0.169939,0.103256,0.20277,1.566082,0.942561,0.576993,0.18644,0.097704,0.017857,0.266667,0.888494,0.015625,3.765625,3.75,male
0.183101,0.111056,0.217393,1.616606,0.926774,0.446893,0.184989,0.099661,0.018161,0.266667,0.478841,0.101563,3.929688,3.828125,male
0.189989,0.117108,0.218643,1.5547,0.921118,0.434304,0.211168,0.108406,0.019925,0.205128,0.816916,0.109375,4.242188,4.132813,male
0.170755,0.111145,0.209228,0.992801,0.941826,0.515562,0.100696,0.098031,0.016495,0.242424,0.433972,0.046875,3.507813,3.460938,male
0.179331,0.113743,0.214412,1.518671,0.934683,0.465467,0.093696,0.094131,0.019925,0.145455,0.911765,0.007813,6.929688,6.921875,male
0.176008,0.103128,0.202798,1.492307,0.925328,0.46886,0.094486,0.091481,0.016495,0.190476,0.286562,0.070313,2.640625,2.570313,male
0.172746,0.107571,0.208814,1.835464,0.937675,0.558938,0.088588,0.101179,0.016789,0.258065,1.00142,0.023438,7,6.976563,male
0.162195,0.093561,0.206927,1.725931,0.956283,0.720948,0.08878,0.108321,0.023529,0.271186,0.621094,0.007813,3.71875,3.710938,male
0.173125,0.112187,0.220625,1.282387,0.939594,0.558679,0.205,0.107577,0.015842,0.266667,0.553711,0.03125,3.648438,3.617188,male
0.166571,0.094226,0.190686,3.288006,0.901596,0.454409,0.084402,0.083562,0.017467,0.222222,0.522949,0.101563,2.492188,2.390625,male
0.182973,0.116492,0.229989,1.478088,0.931257,0.541199,0.116492,0.09596,0.01626,0.192771,0.311523,0.09375,2.46875,2.375,male
0.192812,0.116562,0.221562,1.621233,0.920791,0.4495,0.214062,0.109785,0.026846,0.266667,0.935462,0.101563,6.3125,6.210938,male
0.191989,0.114555,0.220927,1.392077,0.931155,0.487285,0.194982,0.10557,0.01837,0.275862,0.625422,0.023438,3.671875,3.648438,male
0.170709,0.110033,0.216726,1.595648,0.947076,0.631759,0.094076,0.096396,0.022727,0.210526,0.545117,0.039063,3.789063,3.75,male
0.170301,0.09947,0.194849,2.173082,0.919444,0.465252,0.095379,0.093313,0.018412,0.266667,0.509375,0.085938,3.890625,3.804688,male
0.182128,0.10766,0.21234,2.292164,0.905717,0.405275,0.104681,0.093851,0.030888,0.195122,0.589355,0.101563,3.8125,3.710938,male
0.173401,0.105651,0.201354,2.0819,0.927351,0.496574,0.180034,0.086479,0.017877,0.168421,0.586458,0.09375,3.71875,3.625,male
0.183241,0.119797,0.227899,1.280841,0.926355,0.443394,0.121215,0.095161,0.015717,0.163265,0.59747,0.007813,3.46875,3.460938,male
0.177875,0.104272,0.203636,1.631305,0.917179,0.437833,0.185849,0.103429,0.015952,0.275862,1.104688,0.101563,3.742188,3.640625,male
0.176397,0.114175,0.21959,1.167498,0.939275,0.541345,0.202373,0.110438,0.017798,0.275862,0.346875,0.007813,2.210938,2.203125,male
0.189474,0.141895,0.213474,1.473165,0.918149,0.395065,0.186526,0.132277,0.047013,0.27907,0.968568,0.023438,4.148438,4.125,male
0.192393,0.149877,0.242209,1.623606,0.922947,0.424339,0.276135,0.131276,0.051064,0.27907,0.682771,0.023438,2.601563,2.578125,male
0.184521,0.128199,0.210805,1.750256,0.922014,0.453263,0.195249,0.136086,0.047572,0.277457,0.701891,0.023438,5.90625,5.882813,male
0.184045,0.130169,0.237528,1.002362,0.932693,0.400688,0.181292,0.115765,0.047198,0.275862,0.704963,0.023438,3.75,3.726563,male
0.182496,0.11131,0.217011,1.5399,0.933333,0.567318,0.180339,0.104842,0.047572,0.271186,0.88125,0.023438,6.632813,6.609375,male
0.183706,0.135559,0.211753,1.703629,0.914107,0.422329,0.182304,0.111494,0.047105,0.272727,1.034255,0.023438,7.617188,7.59375,male
0.194409,0.108817,0.211183,2.179191,0.911912,0.509159,0.207742,0.143545,0.04913,0.27907,1.12157,0.023438,4.734375,4.710938,male
0.187957,0.11828,0.214624,2.140769,0.948945,0.636394,0.193118,0.123732,0.047384,0.27907,0.626674,0.023438,2.367188,2.34375,male
0.196257,0.124844,0.226055,1.781203,0.900624,0.39023,0.223486,0.137278,0.047013,0.277457,0.788603,0.023438,4.945313,4.921875,male
0.194854,0.133041,0.21655,1.879483,0.915947,0.376618,0.204269,0.121079,0.047666,0.27907,1.370313,0.023438,8.226563,8.203125,male
0.1922,0.127988,0.230203,1.431906,0.921448,0.342121,0.190452,0.109408,0.046921,0.263736,0.947621,0.023438,7.382813,7.359375,male
0.193882,0.132171,0.211842,2.57184,0.911292,0.432742,0.198487,0.125876,0.047013,0.27907,1.067264,0.023438,6.796875,6.773438,male
0.193985,0.124165,0.24401,1.545898,0.923034,0.490398,0.193625,0.123233,0.047431,0.277457,0.888822,0.023438,3.703125,3.679688,male
0.194974,0.133403,0.243839,0.807526,0.93116,0.435852,0.182269,0.129624,0.046967,0.272727,1.016774,0.023438,6.84375,6.820313,male
0.188814,0.125381,0.216071,1.245531,0.926295,0.424564,0.197735,0.114158,0.047105,0.277457,0.683728,0.023438,8.015625,7.992188,male
0.19343,0.138422,0.235362,0.801535,0.939016,0.507903,0.206957,0.135327,0.047666,0.275862,0.927015,0.023438,6.1875,6.164063,male
0.190588,0.144941,0.212706,1.715516,0.913423,0.430192,0.205176,0.121781,0.046967,0.277457,0.490675,0.023438,3.609375,3.585938,male
0.185267,0.131133,0.227267,1.009724,0.938805,0.507142,0.1834,0.123788,0.047151,0.275862,1.31851,0.023438,8.015625,7.992188,male
0.198841,0.141578,0.21913,2.013467,0.91197,0.391708,0.20876,0.122804,0.047761,0.269663,1.341518,0.023438,5.414063,5.390625,male
0.207025,0.148725,0.235184,1.313445,0.922132,0.444268,0.230028,0.11919,0.047337,0.27907,0.732558,0.023438,7.289063,7.265625,male
0.186863,0.109642,0.205137,2.134566,0.890898,0.377553,0.2016,0.110124,0.047198,0.274286,0.796875,0.023438,4.617188,4.59375,male
0.18063,0.122123,0.20942,1.716455,0.919203,0.448023,0.17738,0.119002,0.048096,0.275862,1.343395,0.023438,8.671875,8.648438,male
0.178693,0.110687,0.224188,1.545382,0.920972,0.47477,0.09005,0.127933,0.047013,0.27907,1.111852,0.023438,5.179688,5.15625,male
0.174641,0.116837,0.216047,1.138764,0.940813,0.535215,0.195959,0.122621,0.050686,0.275862,1.144231,0.023438,7.757813,7.734375,male
0.191867,0.149699,0.238253,1.36461,0.91835,0.405334,0.18006,0.11189,0.047244,0.269663,0.664583,0.023438,6.398438,6.375,male
